customerID,tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Month-to-month,Contract_One year,Contract_Two year,TotalCharges_MonthlyCharges_Ratio
5701-SVCWR,1,1,24.0,24.0,0,0,0,1,1,0,0,0,1.0
3129-AAQOU,19,1,25.6,485.9,0,0,0,1,1,1,0,1,18.980468749999996
4922-CVPDX,26,1,73.5,1905.7,0,0,1,1,0,1,0,1,25.927891156462586
1396-QWFBJ,21,1,74.05,1565.7,1,1,0,1,0,0,0,0,21.143821742066173
1357-BIJKI,50,1,98.25,4858.7,0,0,0,0,0,1,1,0,49.45241730279898
1099-BTKWT,68,0,54.4,3723.65,0,0,0,0,0,1,1,0,68.44944852941177
5299-SJCZT,3,1,101.55,298.35,1,1,0,1,0,0,0,0,2.9379615952732645
2018-PZKMU,9,1,103.1,970.45,0,0,0,0,0,0,0,0,9.41270611057226
7340-KEFQE,51,0,34.2,1782.0,0,1,0,1,0,1,0,1,52.10526315789473
4570-QHXHL,9,1,43.75,405.7,0,0,0,0,0,0,0,0,9.273142857142856
2403-BCASL,41,1,111.95,4534.9,1,0,0,0,0,1,1,0,40.508262617239836
7392-YYPYJ,22,1,100.65,2415.95,0,0,0,0,0,0,0,0,24.003477396920015
2898-LSJGD,21,0,55.95,1157.05,1,0,0,0,0,1,1,0,20.68007149240393
2223-GDSHL,71,1,116.05,8297.5,0,1,0,1,0,1,0,1,71.49935372684187
7359-PTSXY,1,1,45.75,45.75,1,0,0,0,0,0,0,0,1.0
9470-RTWDV,26,1,82.0,2083.1,0,0,1,1,0,1,1,0,25.403658536585365
2176-OSJUV,71,1,65.15,4681.75,0,1,0,1,0,1,0,1,71.86108979278588
9348-YVOMK,4,1,44.8,176.2,0,0,1,1,0,0,0,0,3.9330357142857144
8104-OSKWT,12,1,79.8,1001.2,0,0,0,0,0,0,0,0,12.546365914786968
4521-YEEHE,18,1,88.85,1594.75,0,0,0,0,0,0,0,0,17.948790095666855
4090-KPJIP,3,1,74.95,212.4,0,0,0,0,0,0,0,0,2.8338892595063374
3786-WOVKF,72,1,106.85,7677.4,0,1,0,1,0,1,1,0,71.85212915301825
4503-BDXBD,11,1,74.95,815.5,1,0,0,0,0,0,0,0,10.880587058038692
6086-ESGRL,1,1,80.15,80.15,1,0,1,1,0,0,0,0,1.0
2592-HODOV,13,1,19.3,259.65,0,0,1,1,0,1,1,0,13.453367875647666
3886-CERTZ,72,1,109.25,8109.8,1,0,0,0,0,1,1,0,74.23157894736842
7995-ZHHNZ,42,1,56.1,2386.85,0,0,1,1,0,1,1,0,42.546345811051694
3824-RHKVR,17,1,19.7,340.35,0,0,1,1,0,0,0,0,17.276649746192895
5816-SCGFC,7,1,51.3,419.35,0,0,0,1,1,0,0,0,8.174463937621834
5989-AXPUC,68,1,118.6,7990.05,0,0,0,1,1,1,0,1,67.36973018549747
4979-HPRFL,56,1,24.15,1402.25,0,1,0,1,0,1,0,1,58.06418219461698
8590-OHDIW,38,1,20.3,749.35,0,0,0,1,1,1,1,0,36.91379310344828
8015-IHCGW,72,1,115.5,8425.15,0,0,0,0,0,1,0,1,72.94502164502164
2332-TODQS,48,1,25.05,1171.5,0,0,1,1,0,1,1,0,46.76646706586826
9278-VZKCD,52,1,109.1,5647.95,0,0,0,0,0,0,0,0,51.768560953253896
8008-OTEZX,35,1,19.65,708.8,0,0,0,1,1,1,1,0,36.07124681933842
2773-OVBPK,67,1,111.3,7567.2,0,1,0,1,0,1,0,1,67.98921832884098
5999-LCXAO,1,0,29.9,29.9,0,0,0,1,1,0,0,0,1.0
5206-XZZQI,53,1,80.6,4348.1,0,0,0,1,1,0,0,0,53.946650124069485
4803-LBYPN,34,1,20.8,635.9,0,0,0,1,1,0,0,0,30.572115384615383
5759-RCVCB,3,0,35.2,108.95,1,0,1,1,0,0,0,0,3.0951704545454546
6372-RFVNS,1,1,78.8,78.8,1,0,0,0,0,0,0,0,1.0
2139-FQHLM,19,1,89.95,1682.4,0,0,0,1,1,0,0,0,18.70372429127293
8261-GWDBQ,60,1,116.05,6925.9,0,1,0,1,0,1,0,1,59.680310211115895
1093-YSWCA,11,1,19.55,223.15,0,0,1,1,0,1,0,1,11.414322250639387
8938-UMKPI,47,1,106.4,5127.95,1,0,0,0,0,0,0,0,48.19501879699248
0991-BRRFB,18,1,49.4,874.8,1,0,0,0,0,0,0,0,17.708502024291498
3882-IYOIJ,60,1,115.25,6758.45,0,0,1,1,0,1,0,1,58.64164859002169
8749-TZYEC,72,1,24.8,1874.3,0,0,1,1,0,1,0,1,75.57661290322581
1755-FZQEC,39,1,19.9,791.15,0,0,0,1,1,1,1,0,39.756281407035175
3115-JPJDD,59,1,81.25,4639.45,0,0,1,1,0,1,1,0,57.100923076923074
5600-KTXFM,2,1,69.95,143.9,0,0,0,1,1,0,0,0,2.057183702644746
3871-IKPYH,1,1,69.1,69.1,1,0,0,0,0,0,0,0,1.0
6319-IEJWJ,20,1,90.2,1776.55,1,0,0,0,0,0,0,0,19.695676274944567
9025-AOMKI,6,1,93.55,536.4,1,1,0,1,0,0,0,0,5.733832175307322
6339-TBELP,71,1,86.4,6172.0,0,0,1,1,0,1,0,1,71.43518518518518
7964-YESJC,24,1,66.3,1559.45,0,0,0,1,1,0,0,0,23.521116138763198
6173-GOLSU,67,1,94.65,6079.0,0,0,1,1,0,0,0,0,64.22609614368727
5275-SQEIZ,1,1,80.85,80.85,1,0,0,1,1,0,0,0,1.0
7716-YTYHG,48,1,82.05,4029.95,1,0,0,1,1,1,1,0,49.1157830591103
9938-ZREHM,37,1,72.1,2658.4,0,0,0,1,1,1,1,0,36.87101248266297
7950-XWOVN,11,0,34.7,383.55,0,0,0,1,1,0,0,0,11.053314121037463
4390-KYULV,3,1,20.55,51.15,1,0,1,1,0,0,0,0,2.489051094890511
4647-MUZON,18,1,95.95,1745.5,0,0,1,1,0,0,0,0,18.19176654507556
9702-AIUJO,50,1,44.8,2230.85,0,1,0,1,0,1,1,0,49.79575892857143
8849-PRIQJ,67,1,109.4,7281.6,0,0,0,0,0,1,1,0,66.55941499085924
8851-RAGOV,25,1,71.05,1837.7,0,0,0,1,1,0,0,0,25.86488388458832
1304-NECVQ,2,1,78.55,149.55,1,0,0,0,0,0,0,0,1.9038828771483134
5396-IZEPB,9,1,19.7,180.7,0,0,1,1,0,0,0,0,9.172588832487309
1729-VLAZJ,10,0,40.25,411.45,0,0,0,1,1,1,1,0,10.222360248447204
8285-ABVLB,70,1,19.85,1328.35,0,0,1,1,0,1,0,1,66.91939546599495
0701-TJSEF,9,1,68.25,576.95,0,1,0,1,0,0,0,0,8.453479853479854
5712-VBOXD,4,1,20.15,68.45,0,0,1,1,0,0,0,0,3.3970223325062037
6629-LADHQ,2,1,50.95,123.05,0,0,0,1,1,0,0,0,2.4151128557409223
8945-GRKHX,1,1,78.65,78.65,1,0,0,0,0,0,0,0,1.0
1559-DTODC,19,0,25.15,468.35,0,1,0,1,0,0,0,0,18.62226640159046
4797-MIWUM,7,1,20.25,174.7,0,1,0,1,0,0,0,0,8.62716049382716
6959-UWKHF,1,1,42.9,42.9,1,0,0,0,0,0,0,0,1.0
8720-RQSBJ,1,1,44.0,44.0,0,0,0,0,0,0,0,0,1.0
4537-CIBHB,9,1,20.25,172.35,0,0,0,1,1,1,1,0,8.511111111111111
3815-SLMEF,3,0,34.25,139.35,1,0,0,1,1,0,0,0,4.068613138686131
5154-VEKBL,9,0,58.5,539.85,1,0,0,1,1,0,0,0,9.22820512820513
4324-AHJKS,5,1,55.8,300.4,0,0,1,1,0,0,0,0,5.383512544802867
4355-CVPVS,56,1,88.9,4968.0,0,1,0,1,0,1,1,0,55.8830146231721
4495-LHSSK,18,1,57.65,992.7,0,0,0,1,1,0,0,0,17.2194275802255
5655-JSMZM,49,1,96.2,4718.25,1,0,0,0,0,0,0,0,49.0462577962578
5915-ANOEI,70,1,79.15,5536.5,0,0,0,1,1,1,0,1,69.94946304485154
9861-PDSZP,72,1,108.05,7806.6,0,0,1,1,0,1,0,1,72.24988431281814
4505-EXZHB,6,1,74.4,434.1,1,0,0,0,0,0,0,0,5.834677419354839
7225-CBZPL,17,1,94.8,1563.9,0,0,0,0,0,0,0,0,16.496835443037977
6704-UTUKK,29,0,45.9,1332.4,0,0,0,0,0,0,0,0,29.02832244008715
4587-VVTOX,6,1,105.3,545.2,1,0,0,0,0,0,0,0,5.177587844254512
2019-HDCZY,63,1,102.6,6296.75,0,0,0,0,0,1,0,1,61.37183235867447
4652-NNHNY,16,1,73.85,1284.2,1,1,0,1,0,0,0,0,17.389302640487475
8788-DOXSU,59,1,61.35,3645.5,0,1,0,1,0,1,1,0,59.421352893235536
7404-JLKQG,3,1,57.55,161.45,0,0,0,0,0,0,0,0,2.8053866203301476
7421-ZLUPA,8,0,29.25,226.95,0,0,0,1,1,0,0,0,7.758974358974359
8972-HJWNV,7,1,84.55,646.85,1,0,0,0,0,0,0,0,7.650502661147251
3274-NSDWE,68,1,19.6,1441.65,0,0,1,1,0,1,0,1,73.55357142857143
2632-IVXVF,68,1,111.75,7511.3,0,0,1,1,0,1,0,1,67.21521252796421
3692-JHONH,52,1,106.5,5621.85,0,0,0,0,0,1,1,0,52.787323943661974
8915-NNTRC,72,1,107.7,7919.8,0,0,1,1,0,1,0,1,73.53574744661096
5914-GXMDA,32,1,19.3,593.2,0,0,0,1,1,1,1,0,30.73575129533679
7463-IFMQU,72,1,20.05,1423.65,0,1,0,1,0,1,0,1,71.00498753117208
2920-RNCEZ,1,1,69.95,69.95,0,0,1,1,0,0,0,0,1.0
2541-YGPKE,42,1,63.7,2763.35,0,0,1,1,0,1,1,0,43.38069073783359
8515-OCTJS,25,1,24.75,692.1,1,0,1,1,0,1,0,1,27.963636363636365
5382-TEMLV,45,1,50.9,2298.55,0,1,0,1,0,0,0,0,45.1581532416503
3441-CGZJH,43,0,60.4,2640.55,0,0,1,1,0,1,1,0,43.717715231788084
9592-ERDKV,37,1,79.25,2911.8,0,0,0,1,1,1,1,0,36.741955835962145
2860-RANUS,20,1,85.8,1727.5,1,0,1,1,0,0,0,0,20.134032634032636
5261-QSHQM,4,0,24.45,86.6,1,0,0,0,0,0,0,0,3.541922290388548
4778-IZARL,63,1,110.1,6705.7,0,0,1,1,0,1,0,1,60.905540417802
0432-CAJZV,3,1,90.7,237.65,0,0,0,1,1,0,0,0,2.6201764057331864
7008-LZVOZ,66,1,25.3,1672.35,0,0,1,1,0,1,0,1,66.10079051383399
8868-WOZGU,28,1,105.7,2979.5,1,0,0,0,0,0,0,0,28.188268684957425
1200-TUZHR,8,1,85.2,695.75,0,0,0,0,0,0,0,0,8.166079812206572
9365-CSLBQ,71,1,24.35,1654.6,0,0,0,1,1,1,0,1,67.95071868583162
1334-FJSVR,1,0,24.25,24.25,1,0,0,0,0,0,0,0,1.0
5884-FBCTL,72,1,25.1,1857.85,0,1,0,1,0,1,0,1,74.01792828685258
7130-CTCUS,16,1,54.55,825.1,0,1,0,1,0,0,0,0,15.125572868927591
6242-FEGFD,66,1,96.6,6424.25,0,0,0,1,1,1,0,1,66.5036231884058
7625-XCQRH,11,1,76.5,837.95,1,0,0,0,0,0,0,0,10.95359477124183
6194-HBGQN,51,1,81.15,4126.2,0,0,1,1,0,1,1,0,50.84658040665434
7634-WSWDB,8,0,38.5,330.8,0,0,0,0,0,0,0,0,8.592207792207793
6986-IXNDM,14,1,92.9,1337.45,0,0,0,0,0,0,0,0,14.396663078579117
1731-TVIUK,4,1,93.5,362.2,1,0,0,0,0,0,0,0,3.87379679144385
2987-BJXIK,70,1,84.7,5991.05,0,0,0,1,1,1,0,1,70.73258559622197
9769-TSBZE,70,1,66.0,4891.5,0,0,0,0,0,1,0,1,74.11363636363636
0406-BPDVR,54,1,101.5,5373.1,1,0,1,1,0,1,1,0,52.936945812807885
0618-XWMSS,28,1,74.9,2068.55,1,1,0,1,0,0,0,0,27.617489986648867
1395-WSWXR,24,1,20.75,487.05,0,0,0,1,1,1,0,1,23.472289156626506
6023-GSSXW,69,1,61.45,4131.2,0,0,1,1,0,1,0,1,67.22864117168429
6752-APNJL,42,1,54.5,2301.15,0,0,0,1,1,0,0,0,42.22293577981652
5276-KQWHG,2,1,69.6,131.65,1,0,0,0,0,0,0,0,1.8915229885057474
0420-HLGXF,39,1,99.75,4036.0,0,0,0,0,0,0,0,0,40.46115288220551
7446-KQISO,45,1,109.75,4900.65,0,1,0,1,0,1,0,1,44.65284738041002
9823-EALYC,72,1,80.85,5727.45,0,1,0,1,0,1,0,1,70.8404452690167
0582-AVCLN,38,1,20.3,743.05,0,0,0,1,1,1,0,1,36.603448275862064
5803-NQJZO,72,1,67.8,4804.65,0,1,0,1,0,1,0,1,70.86504424778761
2565-JSLRY,1,1,24.05,24.05,1,0,0,1,1,0,0,0,1.0
2607-DHDAK,72,1,19.8,1414.65,0,0,1,1,0,1,0,1,71.4469696969697
1073-XXCZD,55,1,25.7,1443.65,0,1,0,1,0,1,0,1,56.17315175097277
0743-HRVFF,51,0,56.15,2898.95,0,0,0,0,0,1,1,0,51.628673196794296
4006-HKYHO,63,1,86.7,5309.5,0,1,0,1,0,1,0,1,61.239907727797
3727-JEZTU,1,1,20.4,20.4,0,0,0,1,1,0,0,0,1.0
8143-ETQTI,23,1,19.65,451.55,0,0,0,1,1,1,0,1,22.97964376590331
6689-KXGBO,1,1,50.55,50.55,1,0,0,0,0,0,0,0,1.0
9667-TKTVZ,2,1,54.35,117.05,0,0,0,1,1,0,0,0,2.1536338546458142
3657-COGMW,52,1,108.1,5839.3,0,0,1,1,0,0,0,0,54.017576318223874
8570-KLJYJ,36,1,54.45,1893.5,0,0,0,1,1,1,1,0,34.775022956841134
7754-IXRMC,1,1,45.35,45.35,0,0,0,1,1,0,0,0,1.0
9473-CBZOP,28,1,59.0,1654.45,0,0,0,1,1,1,1,0,28.041525423728814
2969-WGHQO,7,1,69.45,477.05,0,0,0,0,0,1,1,0,6.868970482361411
6615-NGGZJ,14,1,100.55,1415.55,1,0,0,0,0,0,0,0,14.078070611636003
4334-HOWRP,72,0,64.95,4546.0,0,0,1,1,0,1,0,1,69.99230177059276
4255-DDUOU,1,1,20.5,20.5,1,0,0,1,1,0,0,0,1.0
5863-OOKCL,10,1,18.85,163.2,0,0,0,1,1,0,0,0,8.657824933687001
1686-STUHN,42,1,19.8,849.9,0,1,0,1,0,1,1,0,42.92424242424242
1329-VHWNP,7,0,25.05,189.95,0,1,0,1,0,0,0,0,7.582834331337325
2984-MIIZL,4,1,74.8,321.9,1,1,0,1,0,0,0,0,4.303475935828877
0266-GMEAO,72,1,114.3,8058.55,0,0,1,1,0,1,0,1,70.50349956255468
5590-YRFJT,20,0,24.45,482.8,1,0,0,0,0,0,0,0,19.746421267893663
5574-NXZIU,63,1,109.2,7049.75,0,0,1,1,0,1,0,1,64.55815018315018
0019-GFNTW,56,0,45.05,2560.1,0,1,0,1,0,1,0,1,56.827968923418425
4256-ZWTZI,5,1,51.0,286.8,0,0,0,1,1,0,0,0,5.623529411764706
8309-PPCED,72,1,110.45,7982.5,0,1,0,1,0,1,0,1,72.27252150294251
4098-NAUKP,68,1,84.65,5683.6,0,0,0,0,0,0,0,0,67.14235085646781
5196-WPYOW,67,1,60.05,3994.05,0,0,0,1,1,1,1,0,66.51207327227311
4608-LCIMN,8,1,44.65,369.15,0,1,0,1,0,0,0,0,8.267637178051512
1485-YDHMM,52,1,93.25,4631.7,0,1,0,1,0,0,0,0,49.66970509383378
4054-CUMIA,18,1,20.25,401.95,0,0,0,1,1,0,0,0,19.849382716049384
0603-TPMIB,59,1,25.45,1534.05,0,0,0,1,1,1,0,1,60.277013752455794
2525-GVKQU,60,1,20.6,1093.0,0,0,0,1,1,1,0,1,53.05825242718446
8161-QYMTT,7,1,94.1,701.3,0,0,0,0,0,0,0,0,7.452709883103082
9581-GVBXT,59,0,34.8,1980.3,0,0,0,1,1,1,1,0,56.90517241379311
5862-BRIXZ,46,0,60.75,2893.4,0,1,0,1,0,1,0,1,47.62798353909465
5404-GGUKR,5,1,51.35,262.3,0,0,0,0,0,0,0,0,5.108081791626096
3308-JSGML,59,0,64.05,3886.85,0,0,1,1,0,1,0,1,60.68462138953942
2126-GSEGL,70,1,84.8,5917.55,0,1,0,1,0,1,0,1,69.78242924528303
3677-TNKIO,14,1,71.0,914.0,1,0,1,1,0,0,0,0,12.873239436619718
0440-QEXBZ,44,1,50.15,2139.1,0,0,0,1,1,0,0,0,42.65403788634098
2434-EEVDB,64,1,94.6,5948.7,0,0,1,1,0,1,0,1,62.88266384778013
6762-QVYJO,58,0,59.75,3624.35,0,0,0,1,1,1,0,1,60.65857740585774
6199-IWKGC,46,1,100.25,4753.85,0,0,0,0,0,1,1,0,47.419950124688285
2675-DHUTR,58,1,98.9,5780.7,0,0,0,0,0,0,0,0,58.4499494438827
8152-VETUR,72,1,97.7,6869.7,0,0,1,1,0,1,0,1,70.31422722620266
9667-EQRXU,30,0,40.3,1172.95,1,0,0,0,0,0,0,0,29.105459057071965
7446-YPODE,11,1,60.25,662.95,0,1,0,1,0,0,0,0,11.003319502074689
9522-BNTHX,34,0,56.25,1765.95,0,0,0,0,0,0,0,0,31.394666666666666
4676-WLUHT,54,0,46.2,2431.95,0,1,0,1,0,1,0,1,52.63961038961038
3329-WDIOK,3,0,50.6,155.35,1,0,0,0,0,0,0,0,3.0701581027667983
7980-MHFLQ,72,1,24.9,1859.2,0,0,0,1,1,1,0,1,74.66666666666667
2873-ZLIWT,40,1,84.85,3303.05,1,0,0,0,0,0,0,0,38.92810842663524
3415-TAILE,2,1,65.7,134.35,1,0,0,1,1,0,0,0,2.0449010654490105
0757-WCUUZ,54,1,63.35,3409.1,0,0,1,1,0,1,0,1,53.81373322809787
1629-DQQVB,14,1,50.1,709.5,0,1,0,1,0,0,0,0,14.161676646706587
1915-IOFGU,1,1,70.5,70.5,1,0,0,0,0,0,0,0,1.0
3045-XETSH,10,1,94.85,953.45,1,0,0,0,0,0,0,0,10.052187664733792
0374-AACSZ,1,1,50.15,50.15,0,0,0,0,0,0,0,0,1.0
7239-HZZCX,1,1,19.75,19.75,1,0,0,1,1,0,0,0,1.0
4872-VXRIL,56,1,64.65,3665.55,0,1,0,1,0,1,1,0,56.698375870069604
9140-CZQZZ,68,1,79.6,5515.8,0,1,0,1,0,1,0,1,69.29396984924624
3423-HHXAO,14,1,19.5,272.0,0,0,0,1,1,1,1,0,13.948717948717949
9938-TKDGL,68,1,99.55,6668.0,0,0,0,0,0,1,0,1,66.98141637368157
0531-ZZJWQ,55,1,74.0,4052.4,0,0,0,0,0,0,0,0,54.76216216216216
6537-QLGEX,16,0,38.9,664.4,0,0,0,0,0,0,0,0,17.079691516709513
2688-BHGOG,9,1,79.55,718.55,0,0,0,0,0,0,0,0,9.032683846637335
7683-CBDKJ,14,1,65.45,937.6,1,0,0,0,0,0,0,0,14.325439266615737
0946-CLJTI,58,1,98.7,5812.6,1,0,0,0,0,0,0,0,58.89159067882472
3160-TYXLT,53,0,46.3,2546.85,0,1,0,1,0,0,0,0,55.00755939524838
1325-USMEC,70,1,99.35,6944.5,0,0,1,1,0,1,0,1,69.89934574735783
0916-QOFDP,14,1,95.8,1346.3,0,0,0,0,0,0,0,0,14.053235908141962
0628-CNQRM,22,1,67.5,1544.05,1,1,0,1,0,1,1,0,22.874814814814815
5606-AMZBO,10,1,78.15,765.15,0,0,1,1,0,0,0,0,9.790786948176583
6199-IPCAO,29,1,26.1,692.55,0,0,0,1,1,1,0,1,26.534482758620687
7665-TOALD,1,1,69.6,69.6,1,0,0,0,0,0,0,0,1.0
0112-QWPNC,49,1,84.35,4059.35,1,0,0,0,0,1,1,0,48.125074096028456
0324-BRPCJ,68,1,100.2,6851.65,1,0,0,0,0,0,0,0,68.37974051896207
2777-PHDEI,1,1,78.05,78.05,1,0,0,0,0,0,0,0,1.0
5640-CAXOA,30,0,40.35,1187.05,0,0,1,1,0,1,1,0,29.41883519206939
2235-EZAIK,72,1,79.2,5401.9,0,0,1,1,0,1,0,1,68.20580808080807
3847-BAERP,10,1,20.9,247.0,0,0,0,1,1,0,0,0,11.818181818181818
1196-AMORA,7,1,73.6,520.0,1,0,0,0,0,0,0,0,7.065217391304349
4282-YMKNA,9,1,74.75,706.6,1,0,0,0,0,0,0,0,9.45284280936455
1453-RZFON,1,1,49.9,49.9,0,0,0,1,1,0,0,0,1.0
8263-OKETD,20,1,68.9,1370.35,0,0,1,1,0,0,0,0,19.88896952104499
0670-KDOMA,1,1,20.25,20.25,0,0,0,1,1,0,0,0,1.0
2476-YGEFM,29,1,76.0,2215.25,0,0,1,1,0,0,0,0,29.148026315789473
8687-BAFGU,1,1,74.0,74.0,0,0,0,0,0,0,0,0,1.0
0641-EVBOJ,3,1,82.3,214.4,0,0,0,1,1,0,0,0,2.6051032806804377
0829-XXPLX,20,1,89.4,1871.15,0,1,0,1,0,0,0,0,20.930089485458613
9974-JFBHQ,64,1,99.15,6171.2,0,0,1,1,0,0,0,0,62.24104891578416
5356-RHIPP,1,1,20.2,20.2,1,0,0,1,1,0,0,0,1.0
6624-JDRDS,6,0,29.45,161.45,0,1,0,1,0,0,0,0,5.482173174872665
0608-JDVEC,50,1,19.8,1013.2,0,0,0,0,0,1,0,1,51.17171717171717
9780-FKVVF,6,1,59.15,336.7,0,1,0,1,0,0,0,0,5.6923076923076925
1919-RTPQD,7,1,44.75,333.65,0,0,0,0,0,0,0,0,7.455865921787709
5214-NLTIT,72,1,90.8,6511.8,0,0,1,1,0,1,0,1,71.71585903083701
3345-PBBFH,8,1,49.55,393.45,0,1,0,1,0,0,0,0,7.940464177598385
5055-BRMNE,67,1,106.7,7009.5,0,0,1,1,0,1,0,1,65.69353327085285
9189-JWSHV,24,1,93.55,2264.05,1,0,0,0,0,0,0,0,24.201496525921968
2190-PHBHR,72,1,94.45,6921.7,0,0,1,1,0,1,0,1,73.28427739544732
2650-GYRYL,33,1,19.45,600.25,0,1,0,1,0,1,1,0,30.861182519280206
0746-JTRFU,2,0,25.05,56.35,1,0,0,0,0,0,0,0,2.249500998003992
5208-FVQKB,70,1,67.95,4664.15,0,0,0,1,1,1,0,1,68.64091243561441
7184-LRUUR,22,1,65.25,1441.8,0,1,0,1,0,1,1,0,22.09655172413793
6627-CFOSN,59,1,99.45,5623.7,0,1,0,1,0,0,0,0,56.54801407742584
3982-JGSFD,36,1,20.35,695.85,0,0,1,1,0,1,1,0,34.19410319410319
1574-DYCWE,51,1,19.95,1028.75,0,0,0,1,1,1,0,1,51.56641604010025
7247-XOZPB,53,1,77.4,4155.95,0,1,0,1,0,1,1,0,53.694444444444436
2466-FCCPT,20,1,19.7,395.6,0,1,0,1,0,1,1,0,20.081218274111677
6211-WWLTF,63,1,99.7,6330.4,0,0,1,1,0,1,0,1,63.49448345035105
4826-TZEVA,40,1,74.8,2971.7,0,0,1,1,0,0,0,0,39.72860962566845
6016-NXBNJ,35,1,19.15,638.0,0,0,0,1,1,1,1,0,33.315926892950394
9138-EFSMO,26,1,78.95,2034.25,0,1,0,1,0,1,1,0,25.766307789740342
0576-WNXXC,27,1,95.55,2510.2,1,0,0,0,0,0,0,0,26.27106227106227
4632-XJMEX,53,1,62.85,3419.5,0,0,1,1,0,1,1,0,54.407319013524265
8910-LEDAG,34,1,71.55,2427.35,0,0,1,1,0,0,0,0,33.92522711390636
3452-GWUIN,19,1,94.95,1760.25,0,0,0,0,0,0,0,0,18.53870458135861
2716-GFZOR,43,1,86.1,3551.65,0,0,1,1,0,0,0,0,41.25029036004646
3724-UCSHY,6,1,19.55,122.9,0,0,0,1,1,0,0,0,6.286445012787724
8626-XHBIE,56,1,24.8,1424.2,0,0,0,1,1,1,0,1,57.42741935483871
4628-CTTLA,57,0,39.3,2111.45,1,0,0,0,0,0,0,0,53.726463104325695
3192-LNKRK,34,1,84.05,2909.95,0,0,0,1,1,0,0,0,34.62165377751339
4439-YRNVD,10,0,36.25,374.0,0,0,0,0,0,0,0,0,10.317241379310344
2876-VBBBL,1,1,20.25,20.25,1,0,0,1,1,0,0,0,1.0
6834-NXDCA,13,0,23.9,300.8,1,0,0,0,0,0,0,0,12.585774058577407
2208-UGTGR,56,1,98.6,5581.05,0,0,0,0,0,0,0,0,56.602941176470594
3005-TYFRD,55,1,103.65,5676.65,0,0,1,1,0,0,0,0,54.76748673420163
8670-MEFCP,36,1,92.9,3379.25,0,0,1,1,0,1,0,1,36.3751345532831
3079-BCHLN,47,1,19.9,942.95,0,1,0,1,0,1,1,0,47.38442211055277
7777-UNYHB,12,1,20.1,232.4,0,0,1,1,0,0,0,0,11.562189054726367
5597-GLBUC,1,1,85.45,85.45,1,0,0,0,0,0,0,0,1.0
7278-CKDNC,24,1,80.5,2088.45,0,0,0,0,0,0,0,0,25.94347826086956
2748-MYRVK,63,1,99.9,6137.0,1,1,0,1,0,1,1,0,61.43143143143143
8450-UYIBU,35,0,39.85,1434.6,0,0,0,0,0,0,0,0,35.99999999999999
2969-VAPYH,67,1,60.5,3870.0,0,0,1,1,0,1,1,0,63.96694214876033
4822-YCXMX,25,1,84.8,2043.45,1,0,0,0,0,0,0,0,24.097287735849058
7181-OQCUT,21,1,103.85,2215.0,0,0,0,1,1,0,0,0,21.32883967260472
8474-UMLNT,13,1,67.8,842.25,0,1,0,1,0,0,0,0,12.422566371681416
9821-POOTN,35,1,75.2,2576.2,1,0,0,0,0,0,0,0,34.25797872340425
3836-FZSDJ,71,1,24.85,1901.0,0,1,0,1,0,1,0,1,76.4989939637827
9142-XMYJH,29,1,19.35,601.6,0,0,1,1,0,0,0,0,31.090439276485785
6559-ILWKJ,71,0,49.35,3515.25,1,0,0,0,0,1,0,1,71.23100303951368
0187-QSXOE,7,1,89.0,605.45,0,0,0,0,0,0,0,0,6.8028089887640455
7733-UDMTP,57,0,55.0,3094.05,0,0,0,0,0,0,0,0,56.25545454545455
2649-HWLYB,65,1,76.15,4929.55,0,1,0,1,0,1,0,1,64.73473407747866
5214-CHIWJ,27,1,20.3,595.05,0,0,0,1,1,1,1,0,29.312807881773395
4229-CZMLL,6,1,74.9,469.8,1,0,0,0,0,0,0,0,6.2723631508678235
6904-JLBGY,72,1,117.35,8436.25,0,0,1,1,0,1,0,1,71.88964635705156
2465-BLLEU,1,1,19.75,19.75,0,0,0,1,1,0,0,0,1.0
1685-VAYJF,11,1,45.2,492.0,0,0,1,1,0,0,0,0,10.884955752212388
8874-EJNSR,39,1,25.2,987.95,0,0,0,1,1,1,0,1,39.20436507936508
6917-YACBP,59,1,89.75,5496.9,0,0,0,0,0,0,0,0,61.24679665738161
5049-MUBWG,26,1,75.0,1908.35,0,1,0,1,0,1,1,0,25.444666666666667
4223-WOZCM,2,1,49.95,107.1,0,0,0,1,1,0,0,0,2.144144144144144
0769-MURVM,72,0,65.7,4575.35,0,1,0,1,0,1,0,1,69.64003044140031
9253-VIFJQ,65,1,67.05,4309.55,0,0,1,1,0,1,1,0,64.27367636092468
7030-FZTFM,72,1,110.9,7922.75,0,0,1,1,0,1,0,1,71.4404869251578
9741-YLNTD,6,1,87.95,522.35,0,1,0,1,0,0,0,0,5.939169982944855
5917-RYRMG,32,1,19.8,587.7,0,0,1,1,0,1,1,0,29.681818181818183
5120-ZBLAI,50,1,75.7,3876.2,0,1,0,1,0,1,1,0,51.20475561426684
1194-BHJYC,61,0,62.15,3778.85,0,0,0,1,1,1,0,1,60.80209171359614
3663-MITLP,15,1,101.25,1457.25,1,0,0,0,0,0,0,0,14.392592592592592
0906-QVPMS,72,1,115.15,8349.45,0,1,0,1,0,1,0,1,72.50933564915329
