customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_Tenure_Ratio
0960-HUWBM,65.0,1,2,1,104.1,6700.05,0,103.07769230769232
6465-GSRCL,67.0,1,1,1,106.6,7244.7,0,108.12985074626866
0617-FHSGK,49.0,1,0,0,75.2,3678.3,1,75.06734693877551
0263-FJTQO,50.0,1,2,0,70.5,3486.65,0,69.733
7319-ZNRTR,25.0,1,1,3,19.6,411.15,0,16.445999999999998
2858-MOFSQ,17.0,1,1,2,55.85,937.5,1,55.14705882352941
7503-EPSZW,64.0,1,2,2,24.05,1559.15,0,24.36171875
7089-XXAYG,25.0,0,1,0,38.1,970.4,0,38.816
8118-LSUEL,23.0,1,0,3,106.4,2483.5,1,107.97826086956522
8070-AAWZP,24.0,0,0,2,34.25,828.2,0,34.50833333333333
1666-JXLKU,37.0,1,0,3,100.05,3810.55,0,102.98783783783784
7855-DIWPO,21.0,1,0,3,68.65,1493.2,0,71.1047619047619
5133-POWUA,1.0,1,0,2,45.8,45.8,0,45.8
5652-MSDEY,10.0,1,0,2,75.75,777.3,0,77.72999999999999
7005-CCBKV,6.0,1,0,3,84.4,556.35,1,92.72500000000001
1810-BOHSY,51.0,1,1,0,96.4,4911.05,0,96.29509803921569
1784-BXEFA,10.0,1,0,2,20.55,187.35,0,18.735
7351-MHQVU,6.0,0,0,0,50.95,307.6,0,51.26666666666667
9224-VTYID,47.0,1,2,2,90.5,4318.35,0,91.87978723404257
9500-IWPXQ,61.0,1,1,3,79.4,4820.55,0,79.02540983606558
5762-TJXGK,52.0,0,2,1,58.75,3038.55,0,58.43365384615385
4504-YOULA,35.0,1,0,0,59.45,2136.9,0,61.05428571428572
5569-IDSEY,71.0,1,1,1,105.7,7472.15,0,105.24154929577465
4250-FDVOU,6.0,1,0,3,56.25,389.1,1,64.85000000000001
7284-ZZLOH,45.0,1,2,0,53.3,2296.25,0,51.02777777777778
5277-ZLOOR,2.0,1,0,3,85.55,187.45,1,93.725
2141-RRYGO,4.0,1,0,1,68.65,261.25,1,65.3125
1777-JYQPJ,2.0,0,0,2,24.3,38.45,0,19.225
6376-GAHQE,4.0,1,0,3,77.85,299.2,1,74.8
3401-URHDA,51.0,1,1,0,59.9,3043.6,0,59.67843137254902
1599-EAHXY,60.0,1,1,0,23.95,1506.4,0,25.10666666666667
8631-XVRZL,9.0,1,1,2,20.15,163.7,0,18.188888888888886
5052-PNLOS,3.0,1,0,1,105.35,323.25,1,107.75
3853-LYGAM,17.0,1,0,1,95.65,1640.0,0,96.47058823529412
6979-ZNSFF,8.0,1,0,3,87.05,762.1,1,95.2625
5751-USDBL,46.0,1,2,2,81.0,3846.35,0,83.61630434782609
5680-LQOGP,68.0,1,2,0,82.45,5646.6,0,83.03823529411765
2386-LAHRK,1.0,1,0,2,53.5,53.5,1,53.5
8189-DUKMV,4.0,1,1,1,20.5,79.05,0,19.7625
6032-IGALN,1.0,0,0,2,25.1,25.1,1,25.1
9931-DCEZH,28.0,1,1,0,54.4,1516.6,0,54.16428571428571
1898-JSNDC,39.0,1,1,0,58.6,2224.5,0,57.03846153846154
0315-LVCRK,11.0,1,0,3,84.8,888.75,0,80.79545454545455
3911-RSNHI,71.0,0,2,0,61.4,4310.35,0,60.70915492957747
2410-CIYFZ,2.0,1,0,2,20.4,42.9,0,21.45
4248-HCETZ,30.0,1,0,2,79.65,2365.15,1,78.83833333333334
5505-OVWQW,17.0,1,1,2,20.15,353.65,0,20.802941176470586
7271-AJDTL,55.0,1,0,0,94.45,5073.1,0,92.23818181818183
1867-TJHTS,58.0,1,0,1,79.8,4526.85,0,78.0491379310345
0516-WJVXC,5.0,1,0,3,54.2,308.25,1,61.65
9174-FKWZE,1.0,1,0,3,19.45,19.45,1,19.45
6860-YRJZP,9.0,1,0,3,74.05,678.45,0,75.38333333333334
4429-WYGFR,26.0,1,0,1,49.15,1237.3,0,47.58846153846154
2817-LVCPP,50.0,1,2,0,19.4,1023.95,0,20.479
5038-ETMLM,72.0,1,2,1,113.65,8182.75,0,113.64930555555556
5056-FIMPT,43.0,1,1,0,106.0,4532.3,0,105.40232558139536
4521-WFJAI,56.0,1,2,1,25.95,1444.05,0,25.786607142857143
6569-KTMDU,1.0,1,0,2,19.1,19.1,0,19.1
8809-RIHDD,72.0,1,2,3,103.4,7372.65,1,102.39791666666666
8809-XKHMD,72.0,1,2,1,100.55,7325.1,0,101.73750000000001
0396-YCHWO,36.0,1,0,3,95.4,3474.2,0,96.50555555555555
0867-LDTTC,5.0,1,0,1,75.15,392.65,0,78.53
4822-NGOCH,13.0,1,0,3,84.45,1058.6,1,81.43076923076923
9391-DXGGG,44.0,1,1,0,89.15,3990.75,0,90.69886363636364
9844-FELAJ,70.0,1,1,3,107.9,7475.85,0,106.79785714285715
2122-SZZZD,44.0,1,1,0,19.5,835.5,0,18.988636363636363
5307-DZCVC,32.0,1,0,0,85.95,2628.6,1,82.14375
3148-AOIQT,69.0,1,2,0,24.95,1718.35,0,24.903623188405795
8679-JOEVF,16.0,1,0,3,59.4,1023.9,1,63.99375
8395-ETZKQ,68.0,1,1,1,19.5,1193.55,0,17.55220588235294
6692-YQHXC,16.0,1,0,0,69.95,1205.5,0,75.34375
3889-VWBID,68.0,1,2,1,82.85,5776.45,0,84.94779411764705
5222-JCXZT,4.0,1,0,2,19.0,78.9,0,19.725
9754-CLVZW,26.0,0,0,0,38.85,1025.15,0,39.42884615384616
1432-FPAXX,29.0,0,0,3,30.6,856.35,1,29.529310344827586
2739-CCZMB,5.0,1,0,0,20.35,122.0,0,24.4
7080-TNUWP,70.0,1,1,1,95.0,6602.9,0,94.32714285714285
0496-AHOOK,24.0,1,1,1,74.4,1712.9,0,71.37083333333334
8336-TAVKX,72.0,1,2,1,78.45,5682.25,0,78.92013888888889
2468-SJFLM,1.0,1,0,2,74.3,74.3,0,74.3
3181-VTHOE,70.0,0,1,1,51.05,3635.15,0,51.93071428571429
7168-HDQHG,36.0,1,0,1,19.2,702.9,0,19.525
4803-AXVYP,38.0,1,0,3,99.55,3734.25,1,98.26973684210526
3884-HCSWG,17.0,1,0,3,70.0,1144.5,1,67.32352941176471
4567-AKPIA,41.0,1,1,1,109.1,4454.25,0,108.64024390243902
5077-DXTCG,1.0,1,0,3,45.3,45.3,1,45.3
1142-WACZW,2.0,0,0,1,29.85,75.6,1,37.8
7901-HXJVA,14.0,1,0,3,76.45,1117.55,0,79.825
5649-ANRML,2.0,1,0,0,95.1,180.25,1,90.125
4892-VLANZ,1.0,1,0,2,19.8,19.8,1,19.8
5924-IFQTT,13.0,1,0,3,72.8,930.05,0,71.54230769230769
7968-QUXNS,6.0,1,0,2,18.95,110.15,0,18.358333333333334
2919-HBCJO,4.0,1,0,1,76.65,333.6,1,83.4
4236-XPXAV,5.0,1,0,2,99.15,465.05,1,93.01
8903-WMRNW,15.0,1,0,3,101.75,1669.4,0,111.29333333333334
2452-SNHFZ,47.0,1,0,0,75.45,3545.1,0,75.42765957446808
3629-WEAAM,8.0,1,0,2,64.1,504.05,0,63.00625
6029-CSMJE,17.0,0,0,2,25.65,440.2,0,25.894117647058824
7993-NQLJE,15.0,1,0,2,75.1,1151.55,0,76.77
9909-DFRJA,26.0,1,1,1,95.85,2475.35,0,95.20576923076922
9099-FTUHS,23.0,1,0,3,54.4,1249.25,0,54.31521739130435
0581-BXBUB,4.0,1,0,3,72.75,317.75,0,79.4375
4962-CHQPW,29.0,1,1,2,19.85,535.05,0,18.45
9467-ROOLM,25.0,1,0,2,19.05,461.3,0,18.452
3030-YZADT,9.0,1,0,2,44.95,431.0,1,47.888888888888886
7410-KTVFV,18.0,1,0,2,49.55,878.35,1,48.797222222222224
5150-ITWWB,3.0,1,0,3,94.85,335.75,0,111.91666666666667
2253-KPMNB,69.0,0,2,1,46.25,3121.4,0,45.23768115942029
1345-ZUKID,14.0,1,1,2,19.35,324.8,0,23.2
6429-SHBCB,19.0,1,0,2,69.6,1394.55,0,73.39736842105263
9281-OFDMF,39.0,1,0,3,90.7,3413.25,0,87.51923076923077
2603-HVKCG,31.0,1,0,3,101.4,3143.65,0,101.40806451612903
1834-WULEG,24.0,1,1,2,20.25,439.75,0,18.322916666666668
9097-ZUBYC,14.0,1,0,1,48.8,664.4,0,47.457142857142856
5148-ORICT,64.0,1,2,2,74.35,4759.55,0,74.36796875
4893-GYUJU,50.0,1,1,2,19.35,1033.0,0,20.66
4578-PHJYZ,52.0,1,1,3,68.75,3482.85,0,66.97788461538461
7272-QDCKA,28.0,1,1,3,100.2,2688.45,0,96.01607142857142
8908-SLFCJ,21.0,1,2,0,20.85,435.25,0,20.726190476190474
8393-DLHGA,25.0,1,0,3,95.9,2448.75,1,97.95
9766-HGEDE,17.0,1,1,2,19.35,307.0,0,18.058823529411764
6968-MHOMU,58.0,0,1,0,45.0,2689.35,0,46.36810344827586
7395-IGJOS,17.0,1,0,1,81.5,1329.2,1,78.18823529411765
5044-XDPYX,51.0,1,2,2,25.5,1281.25,0,25.122549019607842
1814-WFGVS,72.0,0,2,2,48.9,3527.0,0,48.986111111111114
2834-SPCJV,52.0,1,0,3,84.1,4348.65,1,83.6278846153846
3721-WKIIL,27.0,1,2,2,19.6,561.15,0,20.78333333333333
6734-CKRSM,3.0,1,0,2,20.0,63.6,0,21.2
1265-ZFOSD,64.0,1,2,2,81.3,5129.3,0,80.1453125
6568-POCUI,45.0,1,2,0,95.2,4285.8,0,95.24000000000001
7890-VYYWG,3.0,0,0,2,36.45,93.7,1,31.233333333333334
5197-LQXXH,71.0,1,2,0,83.3,5894.5,0,83.02112676056338
9907-SWKKF,1.0,0,0,2,25.05,25.05,1,25.05
3457-PQBYH,58.0,1,2,0,20.3,1160.75,0,20.012931034482758
7682-AZNDK,34.0,1,0,3,89.85,3091.75,0,90.93382352941177
0587-DMGBH,8.0,1,0,3,49.85,365.55,1,45.69375
5384-ZTTWP,15.0,1,0,2,19.8,272.95,0,18.196666666666665
3745-HRPHI,66.0,0,2,1,54.65,3632.0,0,55.03030303030303
7636-OWBPG,12.0,0,0,0,29.35,381.2,0,31.766666666666666
1231-YNDEK,58.0,1,2,1,19.15,1035.5,0,17.853448275862068
1407-DIGZV,3.0,1,2,2,19.1,52.0,0,17.333333333333332
6397-JNZZG,43.0,0,0,0,55.55,2342.2,1,54.46976744186046
0570-BFQHT,9.0,1,0,3,80.55,653.9,0,72.65555555555555
4393-OBCRR,3.0,1,1,2,20.25,71.2,0,23.733333333333334
3523-QRQLL,22.0,1,1,1,69.5,1498.2,1,68.10000000000001
8564-LDKFL,40.0,1,1,1,106.0,4178.65,0,104.46624999999999
3696-DFHHB,68.0,1,2,1,25.5,1821.8,0,26.791176470588233
0895-DQHEW,54.0,1,0,3,104.3,5278.15,1,97.74351851851851
4717-GHADL,50.0,1,2,2,79.6,4024.2,0,80.484
5501-TVMGM,1.0,1,0,3,55.25,55.25,0,55.25
5879-HMFFH,72.0,1,2,1,88.05,6520.8,0,90.56666666666666
6772-WFQRD,40.0,1,1,1,20.4,854.9,0,21.3725
3810-DVDQQ,72.0,1,2,1,117.6,8308.9,0,115.40138888888889
6972-SNKKW,6.0,1,0,2,20.0,109.2,0,18.2
3694-GLTJM,5.0,1,0,0,19.65,92.05,0,18.41
8550-XSXUQ,48.0,1,1,0,70.55,3420.5,0,71.26041666666667
8149-RSOUN,1.0,1,0,3,93.85,93.85,1,93.85
9055-MOJJJ,64.0,1,1,2,65.8,4068.0,0,63.5625
4359-INNWN,17.0,1,1,0,20.05,337.9,0,19.876470588235293
0585-EGDDA,40.0,1,0,3,80.0,3168.75,0,79.21875
4032-RMHCI,41.0,0,1,0,35.4,1412.4,0,34.44878048780488
0549-CYCQN,51.0,1,1,1,79.6,3974.7,0,77.93529411764706
3481-JHUZH,41.0,1,0,3,80.25,3439.0,0,83.8780487804878
7250-EQKIY,1.0,1,0,2,50.45,50.45,1,50.45
3594-IVHJZ,2.0,1,0,2,20.45,42.45,0,21.225
6869-FGJJC,68.0,1,1,0,79.6,5461.45,0,80.31544117647059
3896-ZVNET,24.0,1,2,2,24.7,571.75,0,23.822916666666668
8205-VSLRB,70.0,1,2,0,77.3,5498.2,0,78.54571428571428
5960-MVTUK,3.0,0,0,3,29.75,96.85,0,32.28333333333333
6817-WTYHE,2.0,1,0,1,44.9,111.05,0,55.525
3082-VQXNH,3.0,0,0,0,29.8,94.4,0,31.46666666666667
4013-UBXWQ,7.0,1,0,3,74.65,521.1,1,74.44285714285715
4931-TRZWN,13.0,1,0,3,71.95,923.85,0,71.06538461538462
0750-EKNGL,7.0,1,0,2,20.75,141.1,0,20.157142857142855
7669-LCRSD,12.0,1,0,2,56.3,628.65,0,52.387499999999996
3567-PQTSO,53.0,1,1,3,105.25,5576.3,0,105.21320754716982
5519-NPHVG,12.0,1,0,3,94.2,1046.1,1,87.175
8043-PNYSD,63.0,1,2,2,19.55,1245.6,0,19.77142857142857
9938-EKRGF,15.0,1,0,2,84.45,1287.85,0,85.85666666666665
2703-AMTUL,36.0,1,1,2,53.65,1939.35,0,53.87083333333333
0928-JMXNP,4.0,0,0,3,29.9,118.25,0,29.5625
8173-RXAYP,24.0,1,2,2,19.7,452.55,0,18.85625
4825-XJGDM,61.0,0,1,0,43.7,2696.55,0,44.205737704918036
5402-HTOTQ,16.0,1,0,3,55.3,875.35,0,54.709375
6734-JDTTV,65.0,1,2,0,19.85,1267.05,0,19.493076923076924
7850-THJMU,26.0,1,2,0,19.65,494.9,0,19.034615384615385
3890-RTCMS,16.0,1,0,2,49.45,799.0,0,49.9375
8849-GYOKR,54.0,1,1,1,106.55,5763.3,1,106.72777777777777
3148-BLQJT,1.0,1,0,2,20.1,20.1,1,20.1
3717-FDJFU,5.0,1,2,2,20.45,106.9,0,21.380000000000003
3665-JATSN,19.0,0,0,3,39.7,710.05,0,37.37105263157895
7966-YOTQW,10.0,1,0,0,54.5,568.2,0,56.82000000000001
0461-CVKMU,23.0,1,0,3,83.8,1900.25,1,82.6195652173913
8806-EAGWC,3.0,1,0,2,55.15,159.15,1,53.050000000000004
8853-TZDGH,72.0,1,2,1,111.6,8012.75,0,111.28819444444444
7779-LGOVN,10.0,1,0,3,86.65,856.65,1,85.66499999999999
4324-BZCKL,10.0,1,0,2,55.55,551.3,0,55.129999999999995
6924-TDGMT,11.0,1,1,2,20.55,184.95,0,16.813636363636363
9710-ZUSHQ,37.0,1,0,1,106.75,4056.75,1,109.64189189189189
1536-YHDOE,17.0,1,1,2,62.1,1096.65,0,64.50882352941177
8123-QBNAZ,36.0,1,0,0,104.5,3684.95,0,102.35972222222222
3629-ZNKXA,17.0,1,0,3,101.8,1752.45,0,103.08529411764707
4827-LTQRJ,66.0,1,1,0,110.6,7210.85,0,109.25530303030304
7711-YIJWC,61.0,1,1,1,84.9,5264.5,0,86.30327868852459
5482-VXSXJ,22.0,1,0,2,93.2,2157.3,0,98.05909090909091
7365-BVCJH,1.0,0,0,3,24.4,24.4,0,24.4
9620-ENEJV,6.0,1,0,0,70.55,433.95,0,72.325
4183-WCSEP,31.0,1,0,3,78.45,2435.15,1,78.55322580645162
2378-YIZKA,68.0,1,2,0,85.0,5607.75,0,82.46691176470588
5498-TXHLF,34.0,1,0,3,87.45,2874.15,1,84.53382352941176
0689-DSXGL,52.0,1,0,1,85.8,4433.3,0,85.25576923076923
6818-DJXAA,10.0,1,0,3,91.1,964.35,0,96.435
9722-UJOJR,29.0,1,0,3,70.75,1974.8,1,68.09655172413792
0464-WJTKO,72.0,1,2,1,20.1,1460.85,0,20.289583333333333
8902-ZEOVF,47.0,1,1,2,20.05,951.55,0,20.245744680851065
6778-EICRF,24.0,1,1,2,74.8,1821.2,0,75.88333333333334
2662-NNTDK,65.0,1,1,0,24.8,1600.95,0,24.63
4132-KALRO,4.0,1,0,2,100.85,399.25,0,99.8125
3902-FOIGH,12.0,1,0,3,101.35,1218.55,1,101.54583333333333
6772-KSATR,1.0,1,0,3,81.7,81.7,1,81.7
7112-OPOTK,33.0,1,0,3,68.25,2171.15,1,65.79242424242425
2874-YXVVA,34.0,1,0,3,105.1,3634.8,0,106.90588235294118
1245-HARPS,14.0,1,2,2,20.4,292.4,0,20.885714285714283
4210-QFJMF,4.0,1,0,3,79.15,317.25,1,79.3125
4323-ELYYB,13.0,1,1,2,20.0,218.55,0,16.81153846153846
4293-ETKAP,65.0,1,2,1,79.4,5071.9,0,78.02923076923076
6064-PUPMC,23.0,1,1,0,57.2,1423.35,0,61.88478260869565
6504-VBLFL,55.0,1,2,3,58.6,3068.6,0,55.79272727272727
6322-PJJDJ,49.0,1,2,3,94.8,4690.65,0,95.72755102040816
0330-BGYZE,60.0,1,1,1,102.5,6157.6,0,102.62666666666668
1085-LDWAM,69.0,1,1,0,20.35,1442.65,0,20.907971014492755
7586-ZATGZ,40.0,1,0,3,84.9,3369.05,0,84.22625000000001
7197-VOJMM,67.0,1,2,0,69.2,4671.65,0,69.72611940298506
3318-OSATS,35.0,1,0,3,95.45,3474.05,1,99.25857142857143
5828-AVIPD,19.0,1,1,3,100.95,1875.55,1,98.71315789473684
1843-TLSGD,13.0,1,2,2,20.85,272.35,0,20.950000000000003
9626-VFRGG,41.0,1,0,1,88.5,3645.05,0,88.90365853658537
7075-BNDVQ,4.0,0,0,2,35.0,135.75,0,33.9375
9143-CANJF,24.0,1,0,3,55.15,1319.85,0,54.99375
7284-BUYEC,5.0,0,0,0,50.95,229.4,0,45.88
2041-JIJCI,5.0,1,0,3,64.0,370.25,0,74.05
1086-LXKFY,1.0,1,0,2,69.1,69.1,1,69.1
4900-MSOMT,72.0,1,2,1,80.2,5714.2,0,79.36388888888888
2229-VWQJH,24.0,1,0,0,49.3,1233.25,0,51.385416666666664
9194-GFVOI,42.0,1,2,0,84.35,3571.6,0,85.03809523809524
1336-EZFZY,4.0,1,0,2,20.05,83.3,0,20.825
4282-MSACW,68.0,1,1,0,117.2,8035.95,0,118.17573529411764
1403-LKLIK,33.0,1,1,2,20.1,579.4,0,17.55757575757576
2636-ALXXZ,1.0,1,0,3,69.6,69.6,1,69.6
7774-OJSXI,31.0,1,1,3,103.45,3066.45,1,98.91774193548386
7786-WBJYI,4.0,1,0,1,77.95,305.55,1,76.3875
0136-IFMYD,69.0,1,2,3,109.95,7634.25,0,110.6413043478261
5144-TVGLP,38.0,1,0,3,94.75,3653.0,0,96.13157894736842
9643-AVVWI,3.0,1,0,3,80.0,241.3,0,80.43333333333334
0253-ZTEOB,48.0,1,2,3,79.65,3870.3,0,80.63125000000001
2706-QZIHY,15.0,1,2,2,25.2,387.9,0,25.86
6061-PQHMK,25.0,1,1,0,19.9,527.5,0,21.1
9885-CSMWE,1.0,1,0,3,78.45,78.45,1,78.45
6137-MFAJN,48.0,0,0,3,44.8,2104.55,0,43.84479166666667
9122-UMROB,1.0,1,0,2,20.3,20.3,0,20.3
4232-JGKIY,1.0,1,0,3,19.2,19.2,0,19.2
2402-TAIRZ,37.0,1,1,3,80.05,3019.1,0,81.59729729729729
9659-ZTWSM,66.0,1,1,1,107.35,7051.95,0,106.84772727272727
9139-TWBAS,26.0,0,1,1,47.85,1190.5,0,45.78846153846154
6685-GBWJZ,63.0,1,1,0,70.8,4448.8,0,70.61587301587302
5016-ETTFF,10.0,0,0,2,29.5,255.25,1,25.525
3866-MDTUB,2.0,1,0,3,70.75,146.9,1,73.45
2195-VVRJF,18.0,1,0,0,59.1,1011.05,0,56.169444444444444
3913-RDSJZ,64.0,1,2,2,25.55,1714.95,0,26.79609375
8058-JMEQO,9.0,1,0,3,84.45,762.5,1,84.72222222222223
4203-QGNZA,28.0,1,0,2,20.25,535.35,0,19.119642857142857
5043-TRZWM,1.0,1,0,3,75.55,75.55,0,75.55
0697-ZMSWS,4.0,1,0,3,85.65,338.9,1,84.725
7657-DYEPJ,38.0,1,1,0,70.15,2497.35,1,65.71973684210526
9494-BDNNC,66.0,1,1,3,95.3,6273.4,0,95.05151515151515
1640-PLFMP,1.0,1,0,3,70.25,70.25,0,70.25
5366-OBVMR,18.0,1,0,2,50.3,908.75,0,50.486111111111114
8276-MQBYC,51.0,1,0,3,97.8,4913.3,1,96.33921568627451
7644-OMVMY,29.0,1,2,2,19.85,1397.475,0,48.188793103448276
7593-XFKDI,1.0,1,0,2,46.3,46.3,1,46.3
4573-JKNAE,12.0,1,2,1,19.35,212.3,0,17.691666666666666
0337-CNPZE,41.0,1,0,3,106.3,4443.45,1,108.37682926829268
9817-APLHW,12.0,1,0,3,25.0,316.2,0,26.349999999999998
8380-MQINP,55.0,1,2,2,20.3,1079.05,0,19.619090909090907
0840-DFEZH,7.0,1,0,3,75.35,564.65,0,80.66428571428571
1513-XNPPH,12.0,1,0,3,89.4,1095.65,1,91.30416666666667
8690-ZVLCL,68.0,1,2,0,88.0,6161.9,0,90.61617647058823
6015-VVHHE,5.0,1,0,0,83.15,446.05,1,89.21000000000001
1125-SNVCK,49.0,1,0,2,43.8,2106.05,0,42.98061224489796
0384-LPITE,40.0,0,1,0,62.05,2511.55,0,62.78875000000001
4616-EWBNJ,16.0,1,1,1,20.1,318.6,0,19.9125
6347-DCUIK,10.0,1,0,2,74.15,811.8,1,81.17999999999999
1335-HQMKX,72.0,1,1,3,101.35,7323.15,0,101.71041666666666
2545-EBUPK,2.0,1,0,3,84.05,186.05,0,93.025
6923-AQONU,23.0,1,2,2,20.9,454.0,0,19.73913043478261
2172-EJXVF,71.0,1,1,3,105.9,7521.95,0,105.94295774647887
0897-FEGMU,11.0,1,0,3,99.5,1056.95,1,96.08636363636364
7663-RGWBC,1.0,1,0,2,44.15,44.15,1,44.15
1120-BMWUB,16.0,1,0,2,53.9,834.15,1,52.134375
9124-LHCJQ,1.0,1,0,2,85.45,85.45,1,85.45
4536-PLEQY,12.0,1,0,0,85.05,999.8,0,83.31666666666666
7029-IJEJK,54.0,0,1,1,44.1,2369.7,0,43.88333333333333
8871-JLMHM,68.0,1,2,0,90.2,6297.65,0,92.6125
2235-ZGKPT,4.0,1,0,2,50.85,239.55,1,59.8875
3891-PUQOD,1.0,1,0,3,59.2,59.2,1,59.2
5447-VYTKW,27.0,1,0,2,53.45,1461.45,0,54.12777777777778
3623-FQBOX,21.0,1,0,2,19.95,416.4,0,19.82857142857143
0689-NKYLF,13.0,1,0,3,83.2,1060.6,1,81.58461538461538
8659-HDIYE,64.0,1,0,0,74.65,4869.35,0,76.08359375
3658-KIBGF,1.0,1,0,3,54.9,54.9,1,54.9
3474-BAFSJ,57.0,0,2,1,57.5,3265.95,0,57.29736842105263
5519-YLDGW,21.0,1,0,3,103.9,2254.2,1,107.34285714285713
3865-ZFZIB,19.0,1,2,2,19.65,358.15,0,18.849999999999998
1855-AGAWH,31.0,1,1,3,93.8,2939.8,0,94.83225806451614
7109-CQYUZ,52.0,1,2,2,89.25,4652.4,0,89.46923076923076
1370-GGAWX,46.0,1,1,3,94.15,4408.45,0,95.8358695652174
4680-KUTAJ,11.0,1,0,3,55.6,580.8,0,52.8
5307-UVGNB,53.0,0,0,1,48.7,2495.2,0,47.079245283018864
4946-EDSEW,11.0,1,0,2,19.25,180.3,1,16.39090909090909
2883-ILGWO,57.0,1,0,1,104.9,5913.95,0,103.75350877192982
2516-VQRRV,2.0,1,0,2,75.45,158.4,1,79.2
7580-UGXNC,2.0,1,0,2,54.85,104.2,1,52.1
3642-BYHDO,71.0,1,2,1,19.9,1389.35,0,19.56830985915493
9629-NHXFW,1.0,1,0,2,19.4,19.4,0,19.4
2696-RZVZW,68.0,1,2,0,25.05,1629.2,0,23.958823529411767
5766-FTRTS,72.0,1,2,2,84.45,6033.1,0,83.79305555555555
0396-HUJBP,2.0,1,0,2,19.3,44.4,0,22.2
5178-LMXOP,1.0,1,0,3,95.1,95.1,1,95.1
8879-ZKJOF,41.0,1,1,1,79.85,3320.75,0,80.9939024390244
6285-FTQBF,72.0,1,2,0,25.55,1867.7,0,25.94027777777778
8185-UPYBR,6.0,1,0,3,75.5,438.0,1,73.0
4585-HETAI,4.0,1,0,3,73.75,325.45,1,81.3625
7526-BEZQB,12.0,1,0,3,96.05,1148.1,1,95.675
1474-JUWSM,58.0,1,1,3,68.4,3972.25,0,68.48706896551724
3530-CRZSB,7.0,1,0,2,20.65,155.9,0,22.271428571428572
8498-XXGWA,65.0,1,0,2,55.15,3673.15,0,56.51
9617-INGJY,1.0,1,0,2,70.6,70.6,0,70.6
0621-TSSMU,56.0,1,1,0,19.95,1126.75,0,20.120535714285715
7234-KMNRQ,4.0,1,0,2,19.0,73.45,0,18.3625
7636-PEPNS,58.0,1,1,2,44.1,2413.05,0,41.60431034482759
4683-WYDOU,62.0,1,2,1,107.6,6912.7,0,111.49516129032257
9052-DHNKM,26.0,1,1,3,61.55,1581.95,0,60.84423076923077
6794-HKIAJ,62.0,1,0,1,90.7,5586.45,0,90.1040322580645
5578-NKCXI,58.0,1,1,0,99.25,5846.65,0,100.80431034482758
1642-HMARX,68.0,1,2,3,91.7,6424.7,0,94.48088235294118
3096-WPXBT,61.0,1,1,0,100.7,6018.65,0,98.66639344262295
8434-PNQZX,42.0,1,2,0,78.45,3373.4,0,80.31904761904762
5950-AAAGJ,18.0,1,0,1,84.3,1537.9,0,85.4388888888889
4299-OPXEJ,56.0,1,2,1,19.55,1080.55,0,19.295535714285712
4951-UKAAQ,4.0,1,0,3,88.95,355.2,1,88.8
9618-LFJRU,4.0,1,0,0,20.45,82.85,0,20.7125
6693-DJWTY,35.0,1,1,0,55.6,2016.45,0,57.612857142857145
0744-GKNGE,64.0,1,0,1,86.8,5327.25,0,83.23828125
6447-EGDIV,31.0,1,1,2,20.95,683.25,0,22.04032258064516
1167-OYZJF,67.0,1,2,1,20.05,1263.05,0,18.851492537313433
2108-YKQTY,4.0,1,0,0,50.7,151.3,1,37.825
4806-DXQCE,70.0,1,2,3,113.65,7714.65,0,110.20928571428571
4918-QLLIW,3.0,1,0,0,53.4,188.7,1,62.9
7056-IMHCC,53.0,1,0,3,101.9,5549.4,1,104.70566037735848
4854-SSLTN,2.0,1,2,2,59.5,130.5,0,65.25
5294-DMSFH,29.0,1,0,0,87.8,2621.75,0,90.40517241379311
4837-PZTIC,47.0,0,2,2,41.9,1875.25,0,39.898936170212764
1625-JAIIY,68.0,1,1,3,83.0,5685.8,1,83.61470588235295
0603-OLQDC,12.0,1,0,2,69.85,837.5,0,69.79166666666667
3272-VUHPV,8.0,1,0,1,56.3,401.5,0,50.1875
4176-FXYBO,54.0,1,0,3,109.55,6118.95,0,113.31388888888888
1063-DHQJF,69.0,1,2,2,92.15,6480.9,0,93.92608695652173
8663-UPDGF,26.0,1,0,1,69.5,1800.05,0,69.2326923076923
6719-FGEDO,72.0,1,2,1,97.0,7104.2,0,98.66944444444444
1837-YQUCE,70.0,0,2,1,58.35,4214.25,0,60.20357142857143
2947-DOMLJ,1.0,1,0,2,50.6,50.6,1,50.6
4112-LUEIZ,10.0,1,0,3,89.5,863.1,1,86.31
0369-ZGOVK,28.0,1,1,1,70.4,1992.2,0,71.15
4510-HIMLV,1.0,1,0,3,69.8,69.8,1,69.8
9919-KNPOO,21.0,1,0,3,94.3,1948.35,0,92.77857142857142
8749-JMNKX,51.0,1,0,1,93.8,4750.95,1,93.15588235294118
7872-BAAZR,53.0,1,1,1,19.55,1007.9,0,19.016981132075472
9391-LMANN,53.0,1,1,3,95.95,5036.9,0,95.03584905660377
2430-USGXP,24.0,1,0,3,101.05,2391.8,1,99.65833333333335
8174-TBVCF,70.0,1,2,0,94.8,6859.05,0,97.98642857142858
1698-XFZCI,61.0,1,1,3,107.75,6521.9,0,106.91639344262295
1877-HKBQX,11.0,1,1,2,54.6,617.85,0,56.16818181818182
