tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,TotalCharges_to_MonthlyCharges_ratio,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Month-to-month,Contract_One year,Contract_Two year
26,0,38.85,1025.15,0,26.38738738738739,0,1,1,0,0,0,0
29,0,30.6,856.35,1,27.985294117647054,0,0,0,0,0,0,0
5,1,20.35,122.0,0,5.9950859950859945,0,1,1,0,0,0,0
70,1,95.0,6602.9,0,69.50421052631579,1,0,1,0,1,1,0
24,1,74.4,1712.9,0,23.022849462365592,1,0,1,0,1,1,0
72,1,78.45,5682.25,0,72.4314850223072,1,0,1,0,1,0,1
1,1,74.3,74.3,0,1.0,0,0,1,1,0,0,0
70,0,51.05,3635.15,0,71.20763956904996,1,0,1,0,1,1,0
36,1,19.2,702.9,0,36.609375,1,0,1,0,0,0,0
38,1,99.55,3734.25,1,37.51130085384229,0,0,0,0,0,0,0
17,1,70.0,1144.5,1,16.35,0,0,0,0,0,0,0
41,1,109.1,4454.25,0,40.82722273143905,1,0,1,0,1,1,0
1,1,45.3,45.3,1,1.0,0,0,0,0,0,0,0
2,0,29.85,75.6,1,2.5326633165829144,1,0,1,0,0,0,0
14,1,76.45,1117.55,0,14.618051013734464,0,0,0,0,0,0,0
2,1,95.1,180.25,1,1.895373291272345,0,1,1,0,0,0,0
1,1,19.8,19.8,1,1.0,0,0,1,1,0,0,0
13,1,72.8,930.05,0,12.775412087912088,0,0,0,0,0,0,0
6,1,18.95,110.15,0,5.812664907651715,0,0,1,1,0,0,0
4,1,76.65,333.6,1,4.35225048923679,1,0,1,0,0,0,0
5,1,99.15,465.05,1,4.690368129097327,0,0,1,1,0,0,0
15,1,101.75,1669.4,0,16.406879606879606,0,0,0,0,0,0,0
47,1,75.45,3545.1,0,46.98608349900597,0,1,1,0,0,0,0
8,1,64.1,504.05,0,7.863494539781592,0,0,1,1,0,0,0
17,0,25.65,440.2,0,17.16179337231969,0,0,1,1,0,0,0
15,1,75.1,1151.55,0,15.333555259653796,0,0,1,1,0,0,0
26,1,95.85,2475.35,0,25.825247782994264,1,0,1,0,1,1,0
23,1,54.4,1249.25,0,22.964154411764707,0,0,0,0,0,0,0
4,1,72.75,317.75,0,4.367697594501718,0,0,0,0,0,0,0
29,1,19.85,535.05,0,26.95465994962216,0,0,1,1,1,1,0
25,1,19.05,461.3,0,24.21522309711286,0,0,1,1,0,0,0
9,1,44.95,431.0,1,9.588431590656285,0,0,1,1,0,0,0
18,1,49.55,878.35,1,17.726538849646822,0,0,1,1,0,0,0
3,1,94.85,335.75,0,3.539799683711123,0,0,0,0,0,0,0
69,0,46.25,3121.4,0,67.48972972972973,1,0,1,0,1,0,1
14,1,19.35,324.8,0,16.785529715762273,0,0,1,1,1,1,0
19,1,69.6,1394.55,0,20.036637931034484,0,0,1,1,0,0,0
39,1,90.7,3413.25,0,37.63230429988975,0,0,0,0,0,0,0
31,1,101.4,3143.65,0,31.00246548323471,0,0,0,0,0,0,0
24,1,20.25,439.75,0,21.71604938271605,0,0,1,1,1,1,0
14,1,48.8,664.4,0,13.614754098360656,1,0,1,0,0,0,0
64,1,74.35,4759.55,0,64.01546738399463,0,0,1,1,1,0,1
50,1,19.35,1033.0,0,53.38501291989664,0,0,1,1,1,1,0
52,1,68.75,3482.85,0,50.65963636363636,0,0,0,0,1,1,0
28,1,100.2,2688.45,0,26.83083832335329,0,0,0,0,1,1,0
21,1,20.85,435.25,0,20.875299760191844,0,1,1,0,1,0,1
25,1,95.9,2448.75,1,25.53441084462982,0,0,0,0,0,0,0
17,1,19.35,307.0,0,15.8656330749354,0,0,1,1,1,1,0
58,0,45.0,2689.35,0,59.76333333333333,0,1,1,0,1,1,0
17,1,81.5,1329.2,1,16.30920245398773,1,0,1,0,0,0,0
51,1,25.5,1281.25,0,50.24509803921568,0,0,1,1,1,0,1
72,0,48.9,3527.0,0,72.12678936605317,0,0,1,1,1,0,1
52,1,84.1,4348.65,1,51.70808561236623,0,0,0,0,0,0,0
27,1,19.6,561.15,0,28.63010204081632,0,0,1,1,1,0,1
3,1,20.0,63.6,0,3.18,0,0,1,1,0,0,0
64,1,81.3,5129.3,0,63.0910209102091,0,0,1,1,1,0,1
45,1,95.2,4285.8,0,45.01890756302521,0,1,1,0,1,0,1
3,0,36.45,93.7,1,2.5706447187928667,0,0,1,1,0,0,0
71,1,83.3,5894.5,0,70.76230492196879,0,1,1,0,1,0,1
1,0,25.05,25.05,1,1.0,0,0,1,1,0,0,0
58,1,20.3,1160.75,0,57.17980295566503,0,1,1,0,1,0,1
34,1,89.85,3091.75,0,34.410127991096275,0,0,0,0,0,0,0
8,1,49.85,365.55,1,7.332998996990973,0,0,0,0,0,0,0
15,1,19.8,272.95,0,13.785353535353536,0,0,1,1,0,0,0
66,0,54.65,3632.0,0,66.45928636779506,1,0,1,0,1,0,1
12,0,29.35,381.2,0,12.98807495741056,0,1,1,0,0,0,0
58,1,19.15,1035.5,0,54.07310704960836,1,0,1,0,1,0,1
3,1,19.1,52.0,0,2.722513089005236,0,0,1,1,1,0,1
43,0,55.55,2342.2,1,42.16381638163816,0,1,1,0,0,0,0
9,1,80.55,653.9,0,8.117939168218498,0,0,0,0,0,0,0
3,1,20.25,71.2,0,3.5160493827160497,0,0,1,1,1,1,0
22,1,69.5,1498.2,1,21.5568345323741,1,0,1,0,1,1,0
40,1,106.0,4178.65,0,39.42122641509434,1,0,1,0,1,1,0
68,1,25.5,1821.8,0,71.44313725490196,1,0,1,0,1,0,1
54,1,104.3,5278.15,1,50.60546500479386,0,0,0,0,0,0,0
50,1,79.6,4024.2,0,50.55527638190955,0,0,1,1,1,0,1
1,1,55.25,55.25,0,1.0,0,0,0,0,0,0,0
72,1,88.05,6520.8,0,74.05792163543441,1,0,1,0,1,0,1
40,1,20.4,854.9,0,41.90686274509804,1,0,1,0,1,1,0
72,1,117.6,8308.9,0,70.65391156462584,1,0,1,0,1,0,1
6,1,20.0,109.2,0,5.46,0,0,1,1,0,0,0
5,1,19.65,92.05,0,4.684478371501273,0,1,1,0,0,0,0
48,1,70.55,3420.5,0,48.48334514528703,0,1,1,0,1,1,0
1,1,93.85,93.85,1,1.0,0,0,0,0,0,0,0
64,1,65.8,4068.0,0,61.82370820668693,0,0,1,1,1,1,0
17,1,20.05,337.9,0,16.85286783042394,0,1,1,0,1,1,0
40,1,80.0,3168.75,0,39.609375,0,0,0,0,0,0,0
41,0,35.4,1412.4,0,39.898305084745765,0,1,1,0,1,1,0
51,1,79.6,3974.7,0,49.93341708542714,1,0,1,0,1,1,0
41,1,80.25,3439.0,0,42.85358255451713,0,0,0,0,0,0,0
1,1,50.45,50.45,1,1.0,0,0,1,1,0,0,0
2,1,20.45,42.45,0,2.075794621026895,0,0,1,1,0,0,0
68,1,79.6,5461.45,0,68.61118090452261,0,1,1,0,1,1,0
24,1,24.7,571.75,0,23.147773279352226,0,0,1,1,1,0,1
70,1,77.3,5498.2,0,71.1280724450194,0,1,1,0,1,0,1
3,0,29.75,96.85,0,3.2554621848739496,0,0,0,0,0,0,0
2,1,44.9,111.05,0,2.473273942093541,1,0,1,0,0,0,0
3,0,29.8,94.4,0,3.167785234899329,0,1,1,0,0,0,0
7,1,74.65,521.1,1,6.980576021433356,0,0,0,0,0,0,0
13,1,71.95,923.85,0,12.840166782487838,0,0,0,0,0,0,0
7,1,20.75,141.1,0,6.8,0,0,1,1,0,0,0
12,1,56.3,628.65,0,11.16607460035524,0,0,1,1,0,0,0
53,1,105.25,5576.3,0,52.98147268408551,0,0,0,0,1,1,0
12,1,94.2,1046.1,1,11.105095541401273,0,0,0,0,0,0,0
63,1,19.55,1245.6,0,63.71355498721227,0,0,1,1,1,0,1
15,1,84.45,1287.85,0,15.249851983422142,0,0,1,1,0,0,0
36,1,53.65,1939.35,0,36.148182665424045,0,0,1,1,1,1,0
4,0,29.9,118.25,0,3.9548494983277593,0,0,0,0,0,0,0
24,1,19.7,452.55,0,22.972081218274116,0,0,1,1,1,0,1
61,0,43.7,2696.55,0,61.70594965675057,0,1,1,0,1,1,0
16,1,55.3,875.35,0,15.829113924050636,0,0,0,0,0,0,0
65,1,19.85,1267.05,0,63.83123425692695,0,1,1,0,1,0,1
26,1,19.65,494.9,0,25.185750636132315,0,1,1,0,1,0,1
16,1,49.45,799.0,0,16.157735085945397,0,0,1,1,0,0,0
54,1,106.55,5763.3,1,54.09009854528391,1,0,1,0,1,1,0
1,1,20.1,20.1,1,1.0,0,0,1,1,0,0,0
5,1,20.45,106.9,0,5.227383863080685,0,0,1,1,1,0,1
19,0,39.7,710.05,0,17.885390428211583,0,0,0,0,0,0,0
10,1,54.5,568.2,0,10.425688073394497,0,1,1,0,0,0,0
23,1,83.8,1900.25,1,22.67601431980907,0,0,0,0,0,0,0
3,1,55.15,159.15,1,2.8857660924750683,0,0,1,1,0,0,0
72,1,111.6,8012.75,0,71.79883512544804,1,0,1,0,1,0,1
10,1,86.65,856.65,1,9.886324293133294,0,0,0,0,0,0,0
10,1,55.55,551.3,0,9.924392439243924,0,0,1,1,0,0,0
11,1,20.55,184.95,0,9.0,0,0,1,1,1,1,0
37,1,106.75,4056.75,1,38.002341920374704,1,0,1,0,0,0,0
17,1,62.1,1096.65,0,17.659420289855074,0,0,1,1,1,1,0
36,1,104.5,3684.95,0,35.26267942583732,0,1,1,0,0,0,0
17,1,101.8,1752.45,0,17.21463654223969,0,0,0,0,0,0,0
66,1,110.6,7210.85,0,65.19755877034359,0,1,1,0,1,1,0
61,1,84.9,5264.5,0,62.00824499411071,1,0,1,0,1,1,0
22,1,93.2,2157.3,0,23.146995708154503,0,0,1,1,0,0,0
1,0,24.4,24.4,0,1.0,0,0,0,0,0,0,0
6,1,70.55,433.95,0,6.150956768249468,0,1,1,0,0,0,0
31,1,78.45,2435.15,1,31.040790312300828,0,0,0,0,0,0,0
68,1,85.0,5607.75,0,65.9735294117647,0,1,1,0,1,0,1
34,1,87.45,2874.15,1,32.866209262435675,0,0,0,0,0,0,0
52,1,85.8,4433.3,0,51.67016317016317,1,0,1,0,0,0,0
10,1,91.1,964.35,0,10.585620197585072,0,0,0,0,0,0,0
29,1,70.75,1974.8,1,27.91236749116608,0,0,0,0,0,0,0
72,1,20.1,1460.85,0,72.67910447761193,1,0,1,0,1,0,1
47,1,20.05,951.55,0,47.45885286783042,0,0,1,1,1,1,0
24,1,74.8,1821.2,0,24.3475935828877,0,0,1,1,1,1,0
65,1,24.8,1600.95,0,64.55443548387096,0,1,1,0,1,1,0
4,1,100.85,399.25,0,3.958849776896381,0,0,1,1,0,0,0
12,1,101.35,1218.55,1,12.023186975826343,0,0,0,0,0,0,0
1,1,81.7,81.7,1,1.0,0,0,0,0,0,0,0
33,1,68.25,2171.15,1,31.81172161172161,0,0,0,0,0,0,0
34,1,105.1,3634.8,0,34.58420551855376,0,0,0,0,0,0,0
14,1,20.4,292.4,0,14.333333333333334,0,0,1,1,1,0,1
4,1,79.15,317.25,1,4.008212255211623,0,0,0,0,0,0,0
13,1,20.0,218.55,0,10.9275,0,0,1,1,1,1,0
65,1,79.4,5071.9,0,63.87783375314861,1,0,1,0,1,0,1
23,1,57.2,1423.35,0,24.883741258741257,0,1,1,0,1,1,0
55,1,58.6,3068.6,0,52.365187713310576,0,0,0,0,1,0,1
49,1,94.8,4690.65,0,49.47943037974683,0,0,0,0,1,0,1
60,1,102.5,6157.6,0,60.07414634146342,1,0,1,0,1,1,0
69,1,20.35,1442.65,0,70.89189189189189,0,1,1,0,1,1,0
40,1,84.9,3369.05,0,39.68256772673734,0,0,0,0,0,0,0
67,1,69.2,4671.65,0,67.5093930635838,0,1,1,0,1,0,1
35,1,95.45,3474.05,1,36.396542692509165,0,0,0,0,0,0,0
19,1,100.95,1875.55,1,18.578999504705298,0,0,0,0,1,1,0
13,1,20.85,272.35,0,13.062350119904076,0,0,1,1,1,0,1
41,1,88.5,3645.05,0,41.18700564971751,1,0,1,0,0,0,0
4,0,35.0,135.75,0,3.878571428571429,0,0,1,1,0,0,0
24,1,55.15,1319.85,0,23.932003626473254,0,0,0,0,0,0,0
5,0,50.95,229.4,0,4.502453385672228,0,1,1,0,0,0,0
5,1,64.0,370.25,0,5.78515625,0,0,0,0,0,0,0
1,1,69.1,69.1,1,1.0,0,0,1,1,0,0,0
72,1,80.2,5714.2,0,71.24937655860349,1,0,1,0,1,0,1
24,1,49.3,1233.25,0,25.015212981744423,0,1,1,0,0,0,0
42,1,84.35,3571.6,0,42.34262003556609,0,1,1,0,1,0,1
4,1,20.05,83.3,0,4.1546134663341645,0,0,1,1,0,0,0
68,1,117.2,8035.95,0,68.56612627986348,0,1,1,0,1,1,0
33,1,20.1,579.4,0,28.82587064676617,0,0,1,1,1,1,0
1,1,69.6,69.6,1,1.0,0,0,0,0,0,0,0
31,1,103.45,3066.45,1,29.64185596906718,0,0,0,0,1,1,0
4,1,77.95,305.55,1,3.919820397690828,1,0,1,0,0,0,0
69,1,109.95,7634.25,0,69.43383356070942,0,0,0,0,1,0,1
38,1,94.75,3653.0,0,38.554089709762536,0,0,0,0,0,0,0
3,1,80.0,241.3,0,3.0162500000000003,0,0,0,0,0,0,0
48,1,79.65,3870.3,0,48.59133709981168,0,0,0,0,1,0,1
15,1,25.2,387.9,0,15.392857142857142,0,0,1,1,1,0,1
25,1,19.9,527.5,0,26.507537688442213,0,1,1,0,1,1,0
1,1,78.45,78.45,1,1.0,0,0,0,0,0,0,0
48,0,44.8,2104.55,0,46.97656250000001,0,0,0,0,0,0,0
1,1,20.3,20.3,0,1.0,0,0,1,1,0,0,0
1,1,19.2,19.2,0,1.0,0,0,0,0,0,0,0
37,1,80.05,3019.1,0,37.715178013741415,0,0,0,0,1,1,0
66,1,107.35,7051.95,0,65.69119701909642,1,0,1,0,1,1,0
26,0,47.85,1190.5,0,24.87983281086729,1,0,1,0,1,1,0
63,1,70.8,4448.8,0,62.8361581920904,0,1,1,0,1,1,0
10,0,29.5,255.25,1,8.652542372881356,0,0,1,1,0,0,0
2,1,70.75,146.9,1,2.076325088339223,0,0,0,0,0,0,0
18,1,59.1,1011.05,0,17.107445008460235,0,1,1,0,0,0,0
64,1,25.55,1714.95,0,67.12133072407045,0,0,1,1,1,0,1
9,1,84.45,762.5,1,9.029011249259916,0,0,0,0,0,0,0
28,1,20.25,535.35,0,26.43703703703704,0,0,1,1,0,0,0
1,1,75.55,75.55,0,1.0,0,0,0,0,0,0,0
4,1,85.65,338.9,1,3.956800934033858,0,0,0,0,0,0,0
38,1,70.15,2497.35,1,35.60014255167498,0,1,1,0,1,1,0
66,1,95.3,6273.4,0,65.82791185729276,0,0,0,0,1,1,0
1,1,70.25,70.25,0,1.0,0,0,0,0,0,0,0
18,1,50.3,908.75,0,18.06660039761432,0,0,1,1,0,0,0
51,1,97.8,4913.3,1,50.23824130879346,0,0,0,0,0,0,0
0,1,19.85,1397.475,0,70.40176322418135,0,0,1,1,1,0,1
1,1,46.3,46.3,1,1.0,0,0,1,1,0,0,0
12,1,19.35,212.3,0,10.97157622739018,1,0,1,0,1,0,1
41,1,106.3,4443.45,1,41.80103480714958,0,0,0,0,0,0,0
12,1,25.0,316.2,0,12.648,0,0,0,0,0,0,0
55,1,20.3,1079.05,0,53.155172413793096,0,0,1,1,1,0,1
7,1,75.35,564.65,0,7.493696084936961,0,0,0,0,0,0,0
12,1,89.4,1095.65,1,12.255592841163311,0,0,0,0,0,0,0
68,1,88.0,6161.9,0,70.0215909090909,0,1,1,0,1,0,1
5,1,83.15,446.05,1,5.364401683704149,0,1,1,0,0,0,0
49,1,43.8,2106.05,0,48.08333333333334,0,0,1,1,0,0,0
40,0,62.05,2511.55,0,40.47622884770347,0,1,1,0,1,1,0
16,1,20.1,318.6,0,15.850746268656716,1,0,1,0,1,1,0
10,1,74.15,811.8,1,10.948078219824678,0,0,1,1,0,0,0
72,1,101.35,7323.15,0,72.25604341391218,0,0,0,0,1,1,0
2,1,84.05,186.05,0,2.2135633551457468,0,0,0,0,0,0,0
23,1,20.9,454.0,0,21.722488038277515,0,0,1,1,1,0,1
71,1,105.9,7521.95,0,71.02880075542964,0,0,0,0,1,1,0
11,1,99.5,1056.95,1,10.622613065326634,0,0,0,0,0,0,0
1,1,44.15,44.15,1,1.0,0,0,1,1,0,0,0
16,1,53.9,834.15,1,15.475881261595548,0,0,1,1,0,0,0
1,1,85.45,85.45,1,1.0,0,0,1,1,0,0,0
12,1,85.05,999.8,0,11.7554379776602,0,1,1,0,0,0,0
54,0,44.1,2369.7,0,53.73469387755102,1,0,1,0,1,1,0
68,1,90.2,6297.65,0,69.81873614190687,0,1,1,0,1,0,1
4,1,50.85,239.55,1,4.710914454277286,0,0,1,1,0,0,0
1,1,59.2,59.2,1,1.0,0,0,0,0,0,0,0
27,1,53.45,1461.45,0,27.342376052385408,0,0,1,1,0,0,0
21,1,19.95,416.4,0,20.872180451127814,0,0,1,1,0,0,0
13,1,83.2,1060.6,1,12.747596153846152,0,0,0,0,0,0,0
64,1,74.65,4869.35,0,65.22906898861353,0,1,1,0,0,0,0
1,1,54.9,54.9,1,1.0,0,0,0,0,0,0,0
57,0,57.5,3265.95,0,56.799130434782604,1,0,1,0,1,0,1
21,1,103.9,2254.2,1,21.695861405197306,0,0,0,0,0,0,0
19,1,19.65,358.15,0,18.2264631043257,0,0,1,1,1,0,1
31,1,93.8,2939.8,0,31.341151385927507,0,0,0,0,1,1,0
52,1,89.25,4652.4,0,52.12773109243697,0,0,1,1,1,0,1
46,1,94.15,4408.45,0,46.82368560807222,0,0,0,0,1,1,0
11,1,55.6,580.8,0,10.446043165467623,0,0,0,0,0,0,0
53,0,48.7,2495.2,0,51.23613963039013,1,0,1,0,0,0,0
11,1,19.25,180.3,1,9.366233766233767,0,0,1,1,0,0,0
57,1,104.9,5913.95,0,56.37702573879885,1,0,1,0,0,0,0
2,1,75.45,158.4,1,2.099403578528827,0,0,1,1,0,0,0
2,1,54.85,104.2,1,1.8997265268915224,0,0,1,1,0,0,0
71,1,19.9,1389.35,0,69.81658291457286,1,0,1,0,1,0,1
1,1,19.4,19.4,0,1.0,0,0,1,1,0,0,0
68,1,25.05,1629.2,0,65.0379241516966,0,1,1,0,1,0,1
72,1,84.45,6033.1,0,71.43990526939017,0,0,1,1,1,0,1
2,1,19.3,44.4,0,2.3005181347150256,0,0,1,1,0,0,0
1,1,95.1,95.1,1,1.0,0,0,0,0,0,0,0
41,1,79.85,3320.75,0,41.58735128365686,1,0,1,0,1,1,0
72,1,25.55,1867.7,0,73.09980430528375,0,1,1,0,1,0,1
6,1,75.5,438.0,1,5.801324503311259,0,0,0,0,0,0,0
4,1,73.75,325.45,1,4.412881355932203,0,0,0,0,0,0,0
12,1,96.05,1148.1,1,11.95314940135346,0,0,0,0,0,0,0
58,1,68.4,3972.25,0,58.07383040935672,0,0,0,0,1,1,0
7,1,20.65,155.9,0,7.549636803874093,0,0,1,1,0,0,0
65,1,55.15,3673.15,0,66.60290117860382,0,0,1,1,0,0,0
1,1,70.6,70.6,0,1.0,0,0,1,1,0,0,0
56,1,19.95,1126.75,0,56.47869674185464,0,1,1,0,1,1,0
4,1,19.0,73.45,0,3.865789473684211,0,0,1,1,0,0,0
58,1,44.1,2413.05,0,54.71768707482993,0,0,1,1,1,1,0
62,1,107.6,6912.7,0,64.24442379182156,1,0,1,0,1,0,1
26,1,61.55,1581.95,0,25.701868399675064,0,0,0,0,1,1,0
62,1,90.7,5586.45,0,61.59261300992282,1,0,1,0,0,0,0
58,1,99.25,5846.65,0,58.90831234256927,0,1,1,0,1,1,0
68,1,91.7,6424.7,0,70.06215921483097,0,0,0,0,1,0,1
61,1,100.7,6018.65,0,59.76812313803376,0,1,1,0,1,1,0
42,1,78.45,3373.4,0,43.0006373486297,0,1,1,0,1,0,1
18,1,84.3,1537.9,0,18.24317912218268,1,0,1,0,0,0,0
56,1,19.55,1080.55,0,55.27109974424552,1,0,1,0,1,0,1
4,1,88.95,355.2,1,3.993254637436762,0,0,0,0,0,0,0
4,1,20.45,82.85,0,4.051344743276284,0,1,1,0,0,0,0
35,1,55.6,2016.45,0,36.26708633093525,0,1,1,0,1,1,0
64,1,86.8,5327.25,0,61.37384792626728,1,0,1,0,0,0,0
31,1,20.95,683.25,0,32.61336515513127,0,0,1,1,1,1,0
67,1,20.05,1263.05,0,62.99501246882792,1,0,1,0,1,0,1
4,1,50.7,151.3,1,2.9842209072978303,0,1,1,0,0,0,0
70,1,113.65,7714.65,0,67.88077430708314,0,0,0,0,1,0,1
3,1,53.4,188.7,1,3.533707865168539,0,1,1,0,0,0,0
53,1,101.9,5549.4,1,54.45927379784101,0,0,0,0,0,0,0
2,1,59.5,130.5,0,2.19327731092437,0,0,1,1,1,0,1
29,1,87.8,2621.75,0,29.860478359908885,0,1,1,0,0,0,0
47,0,41.9,1875.25,0,44.75536992840096,0,0,1,1,1,0,1
68,1,83.0,5685.8,1,68.50361445783133,0,0,0,0,1,1,0
12,1,69.85,837.5,0,11.989978525411598,0,0,1,1,0,0,0
8,1,56.3,401.5,0,7.131438721136767,1,0,1,0,0,0,0
54,1,109.55,6118.95,0,55.8553172067549,0,0,0,0,0,0,0
69,1,92.15,6480.9,0,70.32989690721648,0,0,1,1,1,0,1
26,1,69.5,1800.05,0,25.9,1,0,1,0,0,0,0
72,1,97.0,7104.2,0,73.23917525773196,1,0,1,0,1,0,1
70,0,58.35,4214.25,0,72.22365038560412,1,0,1,0,1,0,1
1,1,50.6,50.6,1,1.0,0,0,1,1,0,0,0
10,1,89.5,863.1,1,9.643575418994416,0,0,0,0,0,0,0
28,1,70.4,1992.2,0,28.298295454545453,1,0,1,0,1,1,0
1,1,69.8,69.8,1,1.0,0,0,0,0,0,0,0
21,1,94.3,1948.35,0,20.66118769883351,0,0,0,0,0,0,0
51,1,93.8,4750.95,1,50.64978678038379,1,0,1,0,0,0,0
53,1,19.55,1007.9,0,51.55498721227621,1,0,1,0,1,1,0
53,1,95.95,5036.9,0,52.49504950495049,0,0,0,0,1,1,0
24,1,101.05,2391.8,1,23.669470559129145,0,0,0,0,0,0,0
70,1,94.8,6859.05,0,72.35284810126582,0,1,1,0,1,0,1
61,1,107.75,6521.9,0,60.52807424593967,0,0,0,0,1,1,0
11,1,54.6,617.85,0,11.315934065934066,0,0,1,1,1,1,0
2,1,71.3,157.75,0,2.2124824684431976,0,1,1,0,0,0,0
25,1,19.5,516.3,0,26.476923076923075,1,0,1,0,1,1,0
41,1,56.3,2364.0,0,41.98934280639432,0,1,1,0,1,1,0
18,1,94.7,1687.95,1,17.82418162618796,0,0,0,0,0,0,0
72,1,104.15,7689.95,1,73.83533365338454,1,0,1,0,1,0,1
71,1,90.55,6239.05,0,68.90171176145776,0,1,1,0,1,0,1
34,1,60.8,2042.05,0,33.58634868421053,0,0,1,1,1,1,0
29,1,98.8,2807.1,0,28.411943319838056,0,1,1,0,0,0,0
40,1,98.15,4116.8,0,41.943963321446766,0,1,1,0,1,1,0
36,0,35.35,1317.95,0,37.28288543140028,0,0,1,1,1,1,0
46,1,103.15,4594.65,0,44.54338342220067,0,0,0,0,1,1,0
58,1,107.75,6332.75,0,58.77262180974478,0,0,0,0,1,1,0
39,1,81.4,3213.75,0,39.48095823095823,0,1,1,0,1,1,0
4,1,61.45,229.55,1,3.735557363710333,0,1,1,0,0,0,0
52,1,95.7,4976.15,0,51.997387669801455,0,1,1,0,1,1,0
70,1,104.8,7308.95,0,69.7418893129771,0,0,0,0,1,1,0
65,1,70.95,4555.2,0,64.2029598308668,1,0,1,0,1,1,0
1,1,44.95,44.95,0,1.0,0,0,1,1,0,0,0
70,1,97.65,6982.5,0,71.50537634408602,0,0,0,0,1,1,0
29,0,35.65,1025.15,0,28.75596072931277,0,0,1,1,0,0,0
1,1,90.55,90.55,1,1.0,0,0,0,0,0,0,0
67,1,85.25,5714.2,0,67.02873900293255,0,0,1,1,1,0,1
1,1,19.5,19.5,0,1.0,0,0,1,1,0,0,0
26,1,88.8,2274.35,1,25.61204954954955,1,0,1,0,0,0,0
30,1,25.1,789.55,0,31.456175298804776,0,0,1,1,1,0,1
48,1,100.05,4834.0,0,48.31584207896052,0,1,1,0,0,0,0
55,1,55.7,3131.8,0,56.2262118491921,0,0,0,0,0,0,0
7,1,85.2,602.55,1,7.072183098591548,0,0,1,1,0,0,0
37,1,91.15,3369.25,0,36.963795940757,0,0,0,0,0,0,0
31,1,83.85,2674.15,0,31.892069171138942,1,0,1,0,0,0,0
4,1,45.9,199.75,0,4.351851851851852,0,0,0,0,0,0,0
72,1,25.1,1790.8,0,71.34661354581672,0,1,1,0,1,0,1
5,1,91.4,449.75,1,4.920678336980306,0,0,0,0,0,0,0
1,1,19.7,19.7,0,1.0,0,0,1,1,0,0,0
15,1,91.5,1400.3,0,15.30382513661202,0,0,0,0,0,0,0
8,1,51.3,411.6,0,8.023391812865498,0,1,1,0,0,0,0
35,1,21.1,741.0,0,35.11848341232227,0,0,1,1,1,1,0
56,1,104.75,5841.35,0,55.76467780429595,0,0,0,0,0,0,0
42,1,106.15,4512.7,1,42.51248233631653,1,0,1,0,0,0,0
65,1,85.75,5688.45,0,66.33760932944607,0,0,0,0,0,0,0
2,1,20.3,31.9,0,1.5714285714285714,0,0,1,1,1,1,0
65,1,100.75,6674.65,0,66.24962779156327,0,0,0,0,1,1,0
18,1,74.15,1345.75,0,18.149022252191504,0,0,0,0,0,0,0
23,1,78.55,1843.05,0,23.463399108847867,0,0,0,0,1,1,0
4,1,45.3,196.95,1,4.347682119205298,0,0,1,1,0,0,0
70,1,19.85,1433.8,0,72.23173803526447,0,1,1,0,1,0,1
4,1,50.7,214.55,0,4.231755424063117,0,0,0,0,0,0,0
19,1,45.0,865.85,0,19.241111111111117,1,0,1,0,0,0,0
18,1,77.8,1358.6,0,17.46272493573265,0,0,0,0,0,0,0
38,1,83.45,3147.15,0,37.71300179748352,0,0,0,0,0,0,0
2,1,73.25,131.05,1,1.7890784982935155,0,1,1,0,0,0,0
47,1,94.8,4535.85,0,47.846518987341774,1,0,1,0,1,1,0
52,1,20.1,1078.75,0,53.66915422885572,1,0,1,0,1,0,1
9,1,59.9,542.4,0,9.0550918196995,0,0,1,1,0,0,0
26,1,90.1,2312.55,0,25.666481687014432,0,1,1,0,1,1,0
8,1,51.05,415.05,1,8.130264446620961,0,0,0,0,0,0,0
44,1,70.95,3250.45,0,45.81324876673713,0,0,0,0,1,1,0
3,0,29.2,98.5,0,3.3732876712328768,0,0,1,1,0,0,0
2,1,46.6,87.9,0,1.886266094420601,1,0,1,0,0,0,0
9,1,85.35,754.65,1,8.84182776801406,1,0,1,0,0,0,0
1,1,75.35,75.35,1,1.0,0,0,0,0,0,0,0
25,1,74.3,1952.25,0,26.27523553162853,1,0,1,0,0,0,0
2,1,69.3,153.8,0,2.21933621933622,0,0,0,0,0,0,0
43,1,75.2,3198.6,1,42.534574468085104,0,0,0,0,0,0,0
1,1,20.9,20.9,1,1.0,0,0,1,1,0,0,0
58,1,94.3,5610.15,0,59.49257688229056,0,0,0,0,1,1,0
59,1,76.45,4519.5,0,59.11706998037933,0,0,1,1,1,0,1
44,0,54.0,2440.25,0,45.18981481481482,0,0,0,0,1,1,0
66,1,104.25,6860.6,0,65.80911270983214,0,0,0,0,1,1,0
68,1,19.95,1377.7,0,69.05764411027569,1,0,1,0,1,0,1
9,0,24.95,190.25,0,7.625250501002005,0,0,0,0,0,0,0
19,1,84.75,1651.95,0,19.49203539823009,0,0,0,0,0,0,0
4,1,19.75,78.3,0,3.964556962025316,0,0,1,1,0,0,0
70,1,113.65,7939.25,0,69.85701715794104,1,0,1,0,1,0,1
