customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Tenure_Ratio,MonthlyCharges_to_TotalCharges_Ratio
3102,58,1,Month-to-month,Bank transfer (automatic),4.379523504455763,4526.85,0,0.07550902593889247,0.0009674549641485278
3103,5,1,Month-to-month,Electronic check,3.9926809084456005,308.25,1,0.7985361816891201,0.012952736118233903
3104,1,1,Month-to-month,Electronic check,2.9678470700644555,19.45,1,2.9678470700644555,0.1525885383066558
3105,9,1,Month-to-month,Electronic check,4.304740540713808,678.45,0,0.4783045045237564,0.006344963579797786
3106,26,1,Month-to-month,Bank transfer (automatic),3.8948768465931756,1237.3,0,0.14980295563819906,0.0031478839784960604
3107,50,1,Two year,Credit card (automatic),2.9652730660692823,1023.95,0,0.059305461321385644,0.002895915880725897
3108,72,1,Two year,Bank transfer (automatic),4.7331235502985525,8182.75,0,0.0657378270874799,0.0005784270019612664
3109,43,1,One year,Credit card (automatic),4.663439094112067,4532.3,0,0.10845207195609458,0.0010289343366749922
3110,56,1,Two year,Bank transfer (automatic),3.2561716096118976,1444.05,0,0.05814592160021246,0.0022548884107973393
3111,1,1,Month-to-month,Mailed check,2.9496883350525844,19.1,0,2.9496883350525844,0.1544339442435908
3112,72,1,Two year,Electronic check,4.638604962074329,7372.65,1,0.064425068917699,0.0006291638640209869
3113,72,1,Two year,Bank transfer (automatic),4.610655116218661,7325.1,0,0.06403687661414807,0.0006294323785639323
3114,36,1,Month-to-month,Electronic check,4.558078578454241,3474.2,0,0.12661329384595113,0.0013119793271700654
3115,5,1,Month-to-month,Bank transfer (automatic),4.319486116198983,392.65,0,0.8638972232397967,0.011000856019862431
3116,13,1,Month-to-month,Electronic check,4.436159643253809,1058.6,1,0.34124304948106227,0.004190591010064056
3117,44,1,One year,Credit card (automatic),4.49032034430915,3990.75,0,0.10205273509793522,0.001125182069613268
3118,70,1,One year,Electronic check,4.681204872264089,7475.85,0,0.06687435531805841,0.0006261769393800154
3119,44,1,One year,Credit card (automatic),2.970414465569701,835.5,0,0.06750941967203866,0.0035552536990660693
3120,32,1,Month-to-month,Credit card (automatic),4.453765731828859,2628.6,1,0.13918017911965183,0.0016943489811416187
3121,69,1,Two year,Credit card (automatic),3.2168738221975275,1718.35,0,0.04662135974199315,0.0018720713604315348
3122,16,1,Month-to-month,Electronic check,4.084294226368599,1023.9,1,0.25526838914803746,0.003988958127130188
3123,68,1,One year,Bank transfer (automatic),2.970414465569701,1193.55,0,0.04368256567014266,0.002488722270176952
3124,16,1,Month-to-month,Credit card (automatic),4.24778070111149,1205.5,0,0.26548629381946814,0.003523667110005384
3125,68,1,Two year,Bank transfer (automatic),4.417031743872572,5776.45,0,0.06495634917459665,0.0007646619885695492
3126,4,1,Month-to-month,Mailed check,2.9444389791664403,78.9,0,0.7361097447916101,0.037318618240385806
3127,26,0,Month-to-month,Credit card (automatic),3.6597080768136565,1025.15,0,0.1407580029543714,0.003569924476236313
3128,29,0,Month-to-month,Electronic check,3.4210000089583352,856.35,1,0.11796551755028742,0.003994861924398126
3129,5,1,Month-to-month,Credit card (automatic),3.013080911888604,122.0,0,0.6026161823777209,0.024697384523677084
3130,70,1,One year,Bank transfer (automatic),4.553876891600541,6602.9,0,0.06505538416572201,0.0006896783067440883
3131,24,1,One year,Bank transfer (automatic),4.309455941839047,1712.9,0,0.17956066424329362,0.002515882971474719
3132,72,1,Two year,Bank transfer (automatic),4.362461479179042,5682.25,0,0.06058974276637558,0.0007677348724852025
3133,1,1,Month-to-month,Mailed check,4.308110951723713,74.3,0,4.308110951723713,0.05798265076344163
3134,70,0,One year,Bank transfer (automatic),3.9328055446106744,3635.15,0,0.056182936351581066,0.0010818826030867157
3135,36,1,Month-to-month,Bank transfer (automatic),2.954910279033736,702.9,0,0.08208084108427044,0.004203884306492725
3136,38,1,Month-to-month,Electronic check,4.6006600305102054,3734.25,1,0.12107000080290015,0.0012320171468193628
3137,17,1,Month-to-month,Electronic check,4.248495242049359,1144.5,1,0.2499114848264329,0.003712097197072398
3138,41,1,One year,Bank transfer (automatic),4.692264892839025,4454.25,0,0.11444548519119573,0.0010534354589075657
3139,1,1,Month-to-month,Electronic check,3.8133070324889884,45.3,1,3.8133070324889884,0.0841789631896024
3140,2,0,Month-to-month,Bank transfer (automatic),3.396184839838611,75.6,1,1.6980924199193055,0.04492307989204512
3141,14,1,Month-to-month,Electronic check,4.336636932375072,1117.55,0,0.3097597808839337,0.003880485823788709
3142,2,1,Month-to-month,Credit card (automatic),4.554928969551344,180.25,1,2.277464484775672,0.025270063631352813
3143,1,1,Month-to-month,Mailed check,2.9856819377004897,19.8,1,2.9856819377004897,0.1507920170555803
3144,13,1,Month-to-month,Electronic check,4.28771595520264,930.05,0,0.32982430424635695,0.004610199403475771
3145,6,1,Month-to-month,Mailed check,2.9418039315284354,110.15,0,0.49030065525473926,0.026707253123272223
3146,4,1,Month-to-month,Bank transfer (automatic),4.339249605317823,333.6,1,1.0848124013294558,0.013007342941600188
3147,5,1,Month-to-month,Mailed check,4.5966338549658055,465.05,1,0.9193267709931611,0.00988417128258425
3148,15,1,Month-to-month,Electronic check,4.622518824322705,1669.4,0,0.30816792162151363,0.0027689701834926945
3149,47,1,Month-to-month,Credit card (automatic),4.323470185213858,3545.1,0,0.09198872734497571,0.0012195622648765502
3150,8,1,Month-to-month,Mailed check,4.160444363926624,504.05,0,0.520055545490828,0.008254031076136542
3151,17,0,Month-to-month,Mailed check,3.2445435716167785,440.2,0,0.1908555042127517,0.007370612384408857
3152,15,1,Month-to-month,Mailed check,4.318820558770089,1151.55,0,0.28792137058467265,0.0037504411955799483
3153,26,1,One year,Bank transfer (automatic),4.562784469491653,2475.35,0,0.17549171036506359,0.001843288613526028
3154,23,1,Month-to-month,Electronic check,3.996364153861897,1249.25,0,0.1737549632113868,0.0031990107295272337
3155,4,1,Month-to-month,Electronic check,4.287028906051602,317.75,0,1.0717572265129005,0.013491829759407088
3156,29,1,One year,Mailed check,2.9882040071331994,535.05,0,0.1030415174873517,0.005584906096875432
3157,25,1,Month-to-month,Mailed check,2.94706710157271,461.3,0,0.1178826840629084,0.006388612836706503
3158,9,1,Month-to-month,Mailed check,3.8055507609176296,431.0,1,0.4228389734352922,0.008829584132059465
3159,18,1,Month-to-month,Mailed check,3.902982260775997,878.35,1,0.21683234782088873,0.004443538749673816
3160,3,1,Month-to-month,Electronic check,4.552296696381023,335.75,0,1.5174322321270077,0.01355859030939992
3161,69,0,Two year,Bank transfer (automatic),3.834061463958434,3121.4,0,0.05556610817331064,0.0012283146869861068
3162,14,1,One year,Mailed check,2.962692419475791,324.8,0,0.21162088710541366,0.009121589961440243
3163,19,1,Month-to-month,Mailed check,4.242764567340374,1394.55,0,0.22330339828107232,0.0030423897080351183
3164,39,1,Month-to-month,Electronic check,4.507557357121091,3413.25,0,0.11557839377233567,0.001320605685818821
3165,31,1,Month-to-month,Electronic check,4.619073091157083,3143.65,0,0.14900235777926074,0.0014693344014623394
3166,24,1,One year,Mailed check,3.0081547935525483,439.75,0,0.12533978306468951,0.006840602145656733
3167,14,1,Month-to-month,Bank transfer (automatic),3.8877303128591016,664.4,0,0.2776950223470787,0.005851490537114843
3168,64,1,Two year,Mailed check,4.308783672906164,4759.55,0,0.06732474488915881,0.0009052922383221446
3169,50,1,One year,Mailed check,2.962692419475791,1033.0,0,0.05925384838951582,0.002868046872677436
3170,52,1,One year,Electronic check,4.230476736546681,3482.85,0,0.08135532185666694,0.0012146594704183875
3171,28,1,One year,Electronic check,4.607168188650764,2688.45,0,0.16454172102324158,0.0017136893706971542
3172,21,1,Two year,Credit card (automatic),3.0373539482448106,435.25,0,0.14463590229737194,0.0069784122877537295
3173,25,1,Month-to-month,Electronic check,4.563305981889393,2448.75,1,0.18253223927557571,0.0018635246480405892
3174,17,1,One year,Mailed check,2.962692419475791,307.0,0,0.17427602467504655,0.009650463907087268
3175,58,0,One year,Credit card (automatic),3.8066624897703196,2689.35,0,0.06563211189259172,0.001415458192414643
3176,17,1,Month-to-month,Bank transfer (automatic),4.400603020246817,1329.2,1,0.25885900119098926,0.00331071548318298
3177,51,1,Two year,Mailed check,3.2386784521643803,1281.25,0,0.06350349906204668,0.0025277490358356137
3178,72,0,Two year,Mailed check,3.8897773964808264,3527.0,0,0.0540246860622337,0.0011028572147663246
3179,52,1,Month-to-month,Electronic check,4.432006566978902,4348.65,1,0.08523089551882504,0.0010191683779975172
3180,27,1,Two year,Mailed check,2.975529566236472,561.15,0,0.11020479874949896,0.0053025564755171915
3181,3,1,Month-to-month,Mailed check,2.995732273553991,63.6,0,0.9985774245179969,0.0471027087036791
3182,64,1,Two year,Mailed check,4.398146016553765,5129.3,0,0.06872103150865258,0.0008574554064986967
3183,45,1,Two year,Credit card (automatic),4.55597994179732,4285.8,0,0.10124399870660711,0.0010630407256048626
3184,3,0,Month-to-month,Mailed check,3.5959414584546674,93.7,1,1.1986471528182225,0.03837717671776593
3185,71,1,Two year,Credit card (automatic),4.422448549172797,5894.5,0,0.06228800773482813,0.0007502669521032823
3186,1,0,Month-to-month,Mailed check,3.2208738275308737,25.05,1,3.2208738275308737,0.1285777975062225
3187,58,1,Two year,Credit card (automatic),3.0106208860477417,1160.75,0,0.05190725665599555,0.0025936858807217244
3188,34,1,Month-to-month,Electronic check,4.498141613229568,3091.75,0,0.1322982827420461,0.001454885295780567
3189,8,1,Month-to-month,Electronic check,3.9090184964078474,365.55,1,0.4886273120509809,0.010693526183580488
3190,15,1,Month-to-month,Mailed check,2.9856819377004897,272.95,0,0.199045462513366,0.010938567274960578
3191,66,0,Two year,Bank transfer (automatic),4.000949214622548,3632.0,0,0.06062044264579618,0.0011015829335414503
3192,12,0,Month-to-month,Credit card (automatic),3.3792925462741055,381.2,0,0.2816077121895088,0.00886488076147457
3193,58,1,Two year,Bank transfer (automatic),2.952302715626655,1035.5,0,0.05090177095908026,0.0028510890542024674
3194,3,1,Two year,Mailed check,2.9496883350525844,52.0,0,0.9832294450175282,0.056724775674088165
3195,43,0,Month-to-month,Credit card (automatic),4.017283516085639,2342.2,1,0.09342519804850323,0.0017151752694413967
3196,9,1,Month-to-month,Electronic check,4.388878109622984,653.9,0,0.4876531232914426,0.006711849074205511
3197,3,1,One year,Mailed check,3.0081547935525483,71.2,0,1.0027182645175161,0.042249365077985226
3198,22,1,One year,Bank transfer (automatic),4.241326752570746,1498.2,1,0.19278757966230664,0.002830948306348115
3199,40,1,One year,Bank transfer (automatic),4.663439094112067,4178.65,0,0.11658597735280167,0.0011160157213722297
3200,68,1,Two year,Bank transfer (automatic),3.2386784521643803,1821.8,0,0.047627624296535005,0.0017777354551346911
3201,54,1,Month-to-month,Electronic check,4.647271362006727,5278.15,1,0.08606058077790235,0.0008804735299312689
3202,50,1,Two year,Mailed check,4.377014092850337,4024.2,0,0.08754028185700674,0.0010876731009518258
3203,1,1,Month-to-month,Electronic check,4.0118683403978626,55.25,0,4.0118683403978626,0.07261300163616041
3204,72,1,Two year,Bank transfer (automatic),4.4779048349422155,6520.8,0,0.062193122707530774,0.0006867109610695337
3205,40,1,One year,Bank transfer (automatic),3.0155349008501706,854.9,0,0.07538837252125427,0.003527353960521898
3206,72,1,Two year,Bank transfer (automatic),4.767289035464526,8308.9,0,0.06621234771478508,0.0005737569396026582
3207,6,1,Month-to-month,Mailed check,2.995732273553991,109.2,0,0.49928871225899846,0.0274334457285164
3208,5,1,Month-to-month,Credit card (automatic),2.9780773383152703,92.05,0,0.5956154676630541,0.03235282279538588
3209,48,1,One year,Credit card (automatic),4.256321678298823,3420.5,0,0.08867336829789214,0.0012443565789501017
3210,1,1,Month-to-month,Electronic check,4.541697763032518,93.85,1,4.541697763032518,0.048393156771790284
3211,64,1,One year,Mailed check,4.186619838331271,4068.0,0,0.06541593497392612,0.001029159252293823
3212,17,1,One year,Credit card (automatic),2.998229153752578,337.9,0,0.1763664208089752,0.008873125639989873
3213,40,1,Month-to-month,Electronic check,4.382026634673881,3168.75,0,0.10955066586684703,0.0013828880898379113
3214,41,0,One year,Credit card (automatic),3.5667118201397288,1412.4,0,0.08699297122292021,0.002525284494576415
3215,51,1,One year,Bank transfer (automatic),4.377014092850337,3974.7,0,0.08582380574216347,0.001101218731690527
3216,41,1,Month-to-month,Electronic check,4.385146762010125,3439.0,0,0.10695479907341768,0.0012751226408869222
3217,1,1,Month-to-month,Mailed check,3.920982746799618,50.45,1,3.920982746799618,0.07772017337561185
3218,2,1,Month-to-month,Mailed check,3.017982882488811,42.45,0,1.5089914412444054,0.07109500312105561
3219,68,1,One year,Credit card (automatic),4.377014092850337,5461.45,0,0.0643678543066226,0.0008014380966319087
3220,24,1,Two year,Mailed check,3.2068032436339315,571.75,0,0.13361680181808047,0.005608750754060221
3221,70,1,Two year,Credit card (automatic),4.3476939555933765,5498.2,0,0.06210991365133395,0.0007907486005589787
3222,3,0,Month-to-month,Electronic check,3.392829131991639,96.85,0,1.130943043997213,0.0350317927928925
3223,2,1,Month-to-month,Bank transfer (automatic),3.8044377947482086,111.05,0,1.9022188973741043,0.03425878248309958
3224,3,0,Month-to-month,Credit card (automatic),3.3945083935113587,94.4,0,1.1315027978371195,0.03595877535499321
3225,7,1,Month-to-month,Electronic check,4.312810523985199,521.1,1,0.6161157891407427,0.008276358710391861
3226,13,1,Month-to-month,Electronic check,4.2759714333333765,923.85,0,0.3289208794871828,0.004628426079269769
3227,7,1,Month-to-month,Mailed check,3.0325462466767075,141.1,0,0.43322089238238676,0.021492177510111322
3228,12,1,Month-to-month,Mailed check,4.030694535145645,628.65,0,0.33589121126213706,0.006411667120250767
3229,53,1,One year,Electronic check,4.656338472562491,5576.3,0,0.08785544287853757,0.0008350229493683071
3230,12,1,Month-to-month,Electronic check,4.545420181582317,1046.1,1,0.37878501513185975,0.0043451105836749045
3231,63,1,Two year,Mailed check,2.972975286431375,1245.6,0,0.04719008391160913,0.0023867817007316755
3232,15,1,Month-to-month,Mailed check,4.436159643253809,1287.85,0,0.2957439762169206,0.0034446244851914507
3233,36,1,One year,Mailed check,3.9824814690767076,1939.35,0,0.11062448525213077,0.002053513532408646
3234,4,0,Month-to-month,Electronic check,3.3978584803966405,118.25,0,0.8494646200991601,0.028734532603777087
3235,24,1,Two year,Mailed check,2.9806186357439426,452.55,0,0.1241924431559976,0.006586274744766197
3236,61,0,One year,Credit card (automatic),3.7773481021015445,2696.55,0,0.061923739378713843,0.0014008077365899184
3237,16,1,Month-to-month,Electronic check,4.012772908528289,875.35,0,0.25079830678301807,0.004584192504173518
3238,65,1,Two year,Credit card (automatic),2.9882040071331994,1267.05,0,0.04597236934051076,0.0023583947019716663
3239,26,1,Two year,Credit card (automatic),2.9780773383152703,494.9,0,0.11454143608904886,0.0060175335185194394
3240,16,1,Month-to-month,Mailed check,3.900962058068721,799.0,0,0.24381012862929508,0.004882305454403906
3241,54,1,One year,Bank transfer (automatic),4.668614358544626,5763.3,1,0.08645582145453011,0.000810059229702536
3242,1,1,Month-to-month,Mailed check,3.0007198150650303,20.1,1,3.0007198150650303,0.1492895430380612
3243,5,1,Two year,Mailed check,3.017982882488811,106.9,0,0.6035965764977622,0.02823183238997952
3244,19,0,Month-to-month,Electronic check,3.681351187693145,710.05,0,0.19375532566806025,0.005184636557556715
3245,10,1,Month-to-month,Credit card (automatic),3.9982007016691985,568.2,0,0.39982007016691984,0.007036608063479758
3246,23,1,Month-to-month,Electronic check,4.428433007488037,1900.25,1,0.19254056554295812,0.0023304475766283577
3247,3,1,Month-to-month,Mailed check,4.0100567456995115,159.15,1,1.336685581899837,0.025196712194153387
3248,72,1,Two year,Bank transfer (automatic),4.71492104994721,8012.75,0,0.06548501458260014,0.0005884273251938735
3249,10,1,Month-to-month,Electronic check,4.4618770161616155,856.65,1,0.44618770161616156,0.005208518083419851
3250,10,1,Month-to-month,Mailed check,4.017283516085639,551.3,0,0.4017283516085639,0.00728692819895817
3251,11,1,One year,Mailed check,3.022860940942244,184.95,0,0.27480554008565855,0.016344206222991316
3252,37,1,Month-to-month,Bank transfer (automatic),4.670489652108734,4056.75,1,0.12622945005699282,0.001151288507329447
3253,17,1,One year,Mailed check,4.128745988939433,1096.65,0,0.24286741111408428,0.003764871188564658
3254,36,1,Month-to-month,Credit card (automatic),4.6491870714048655,3684.95,0,0.12914408531680183,0.001261668970109463
3255,17,1,Month-to-month,Electronic check,4.623010104116422,1752.45,0,0.27194177083037774,0.002638026821944376
3256,66,1,One year,Credit card (automatic),4.7059200890882344,7210.85,0,0.07130181953163992,0.0006526165554807317
3257,61,1,One year,Bank transfer (automatic),4.441474093317302,5264.5,0,0.0728110507101197,0.0008436649431697791
3258,22,1,Month-to-month,Mailed check,4.534747721691546,2157.3,0,0.2061248964405248,0.002102047801275458
3259,1,0,Month-to-month,Electronic check,3.1945831322991562,24.4,0,3.1945831322991562,0.1309255382089818
3260,6,1,Month-to-month,Credit card (automatic),4.256321678298823,433.95,0,0.7093869463831372,0.009808322798245934
3261,31,1,Month-to-month,Electronic check,4.362461479179042,2435.15,1,0.14072456384448523,0.00179145493262388
3262,68,1,Two year,Credit card (automatic),4.442651256490317,5607.75,0,0.06533310671309289,0.0007922341859908727
3263,34,1,Month-to-month,Electronic check,4.471067201464611,2874.15,1,0.13150197651366502,0.0015556137297860623
3264,52,1,Month-to-month,Bank transfer (automatic),4.4520190064939165,4433.3,0,0.08561575012488301,0.0010042223640389588
3265,10,1,Month-to-month,Electronic check,4.511957804265912,964.35,0,0.45119578042659125,0.004678755435543021
3266,29,1,Month-to-month,Electronic check,4.259152536523347,1974.8,1,0.14686732884563264,0.0021567513350837283
3267,72,1,Two year,Bank transfer (automatic),3.0007198150650303,1460.85,0,0.04167666409812542,0.0020540916692781807
3268,47,1,One year,Mailed check,2.998229153752578,951.55,0,0.06379210965431018,0.003150889762758214
3269,24,1,One year,Mailed check,4.314817884980432,1821.2,0,0.17978407854085132,0.0023692169366244407
3270,65,1,One year,Credit card (automatic),3.2108436531709366,1600.95,0,0.04939759466416826,0.0020055864662674888
3271,4,1,Month-to-month,Mailed check,4.613634264400221,399.25,0,1.1534085661000553,0.011555752697308005
3272,12,1,Month-to-month,Electronic check,4.618579872898009,1218.55,1,0.3848816560748341,0.0037902259840778053
3273,1,1,Month-to-month,Electronic check,4.403054001865957,81.7,1,4.403054001865957,0.0538929498392406
3274,33,1,Month-to-month,Electronic check,4.223177434065069,2171.15,1,0.12797507375954753,0.0019451338848375601
3275,34,1,Month-to-month,Electronic check,4.6549122778829055,3634.8,0,0.13690918464361487,0.0012806515565871315
3276,14,1,Two year,Mailed check,3.0155349008501706,292.4,0,0.21539535006072646,0.010313046856532731
3277,4,1,Month-to-month,Electronic check,4.371344786327021,317.25,1,1.0928361965817552,0.013778864574710862
3278,13,1,One year,Mailed check,2.995732273553991,218.55,0,0.23044094411953775,0.013707308504021921
3279,65,1,Two year,Bank transfer (automatic),4.37449836825309,5071.9,0,0.06729997489620139,0.0008624969672613992
3280,23,1,One year,Credit card (automatic),4.046553898385752,1423.35,0,0.17593712601677183,0.0028429788164441297
3281,55,1,Two year,Electronic check,4.070734696582967,3068.6,0,0.07401335811969031,0.001326577167627898
3282,49,1,Two year,Electronic check,4.551769409260976,4690.65,0,0.092893253250224,0.0009703920371933477
3283,60,1,One year,Bank transfer (automatic),4.629862798578463,6157.6,0,0.07716437997630772,0.0007518940493988669
3284,69,1,One year,Credit card (automatic),3.013080911888604,1442.65,0,0.043667839302733394,0.002088573744074172
3285,40,1,Month-to-month,Electronic check,4.441474093317302,3369.05,0,0.11103685233293255,0.0013183164670507418
3286,67,1,Two year,Credit card (automatic),4.237000862623624,4671.65,0,0.06323881884512872,0.0009069602522927926
3287,35,1,Month-to-month,Electronic check,4.558602550171757,3474.05,1,0.13024578714776447,0.0013121867993183046
3288,19,1,One year,Electronic check,4.614625344758847,1875.55,1,0.24287501814520246,0.002460411796411104
3289,13,1,Two year,Mailed check,3.0373539482448106,272.35,0,0.23364261140344697,0.011152391952431836
3290,41,1,Month-to-month,Bank transfer (automatic),4.483002552013883,3645.05,0,0.1093415256588752,0.00122988780730412
3291,4,0,Month-to-month,Mailed check,3.5553480614894135,135.75,0,0.8888370153723534,0.026190409292739695
3292,24,1,Month-to-month,Electronic check,4.0100567456995115,1319.85,0,0.16708569773747964,0.00303826703466266
3293,5,0,Month-to-month,Credit card (automatic),3.9308447596687337,229.4,0,0.7861689519337467,0.017135330251389424
3294,5,1,Month-to-month,Electronic check,4.1588830833596715,370.25,0,0.8317766166719343,0.011232634931423825
3295,1,1,Month-to-month,Mailed check,4.235554730773624,69.1,1,4.235554730773624,0.061296016364307156
3296,72,1,Two year,Bank transfer (automatic),4.384523514872469,5714.2,0,0.06089615992878429,0.0007673031246495519
3297,24,1,Month-to-month,Credit card (automatic),3.8979240810486444,1233.25,0,0.16241350337702684,0.0031606925449411266
3298,42,1,Two year,Credit card (automatic),4.434974808991977,3571.6,0,0.10559463830933279,0.0012417333433172744
3299,4,1,Month-to-month,Mailed check,2.998229153752578,83.3,0,0.7495572884381445,0.03599314710387249
3300,68,1,One year,Credit card (automatic),4.763881877142913,8035.95,0,0.07005708642857224,0.0005928212441768444
3301,33,1,One year,Mailed check,3.0007198150650303,579.4,0,0.09093090348681909,0.005179012452649344
3302,1,1,Month-to-month,Electronic check,4.242764567340374,69.6,1,4.242764567340374,0.06095926102500538
3303,31,1,One year,Electronic check,4.639088404191552,3066.45,1,0.14964801303843717,0.0015128531051188028
3304,4,1,Month-to-month,Bank transfer (automatic),4.356067595503785,305.55,1,1.0890168988759463,0.014256480430383849
3305,69,1,Two year,Electronic check,4.70002571700077,7634.25,0,0.06811631473914159,0.0006156499612929587
3306,38,1,Month-to-month,Electronic check,4.5512418439625355,3653.0,0,0.1197695222095404,0.0012458915532336534
3307,3,1,Month-to-month,Electronic check,4.382026634673881,241.3,0,1.4606755448912938,0.018160077226166103
3308,48,1,Two year,Electronic check,4.3776420363560575,3870.3,0,0.09120087575741787,0.0011310859717221036
3309,15,1,Two year,Mailed check,3.2268439945173775,387.9,0,0.21512293296782517,0.008318752241601902
3310,25,1,One year,Credit card (automatic),2.990719731730447,527.5,0,0.11962878926921787,0.005669610865839709
3311,1,1,Month-to-month,Electronic check,4.362461479179042,78.45,1,4.362461479179042,0.05560817691751487
3312,48,0,Month-to-month,Electronic check,3.8022081394209395,2104.55,0,0.07921266957126957,0.0018066608725955378
3313,1,1,Month-to-month,Mailed check,3.0106208860477417,20.3,0,3.0106208860477417,0.1483064475885587
3314,1,1,Month-to-month,Electronic check,2.954910279033736,19.2,0,2.954910279033736,0.15390157703300708
3315,37,1,One year,Electronic check,4.382651439442724,3019.1,0,0.11845003890385741,0.0014516416943601484
3316,66,1,One year,Bank transfer (automatic),4.67609452432479,7051.95,0,0.07084991703522409,0.0006630924105140833
3317,26,0,One year,Bank transfer (automatic),3.8680711178989635,1190.5,0,0.14877196607303705,0.0032491147567399944
3318,63,1,One year,Credit card (automatic),4.259859000699674,4448.8,0,0.06761680953491546,0.0009575298958594843
3319,10,0,Month-to-month,Mailed check,3.3843902633457743,255.25,1,0.33843902633457745,0.013259119542980506
3320,2,1,Month-to-month,Electronic check,4.259152536523347,146.9,1,2.1295762682616735,0.028993550282664034
3321,18,1,Month-to-month,Credit card (automatic),4.079230924412053,1011.05,0,0.22662394024511404,0.00403464806331245
3322,64,1,Two year,Mailed check,3.2406373166497136,1714.95,0,0.050634958072651774,0.0018896395327267345
3323,9,1,Month-to-month,Electronic check,4.436159643253809,762.5,1,0.49290662702820104,0.005817914286234504
3324,28,1,Month-to-month,Mailed check,3.0081547935525483,535.35,0,0.10743409976973387,0.005619043230694963
3325,1,1,Month-to-month,Electronic check,4.3247946887187485,75.55,0,4.3247946887187485,0.057244138831485755
3326,4,1,Month-to-month,Electronic check,4.450269224770129,338.9,1,1.1125673061925323,0.013131511433373058
3327,38,1,One year,Credit card (automatic),4.25063580654847,2497.35,1,0.11185883701443342,0.0017020585046343003
3328,66,1,One year,Electronic check,4.557029810660157,6273.4,0,0.06904590622212359,0.0007264051089776129
3329,1,1,Month-to-month,Electronic check,4.2520603082138555,70.25,0,4.2520603082138555,0.06052754887137161
3330,18,1,Month-to-month,Mailed check,3.9180050771056933,908.75,0,0.21766694872809408,0.004311422368204339
3331,51,1,Month-to-month,Electronic check,4.582924577040772,4913.3,1,0.08986126621648573,0.0009327589556999922
3332,0,1,Two year,Mailed check,2.9882040071331994,1397.475,0,inf,0.002138287988789209
3333,1,1,Month-to-month,Mailed check,3.835141961092188,46.3,1,3.835141961092188,0.08283243976441011
3334,12,1,Two year,Bank transfer (automatic),2.962692419475791,212.3,0,0.24689103495631592,0.013955216295222755
3335,41,1,Month-to-month,Electronic check,4.666265285347902,4443.45,1,0.11381134842311956,0.001050144659070745
3336,12,1,Month-to-month,Electronic check,3.2188758248682006,316.2,0,0.26823965207235007,0.010179872943922204
3337,55,1,Two year,Mailed check,3.0106208860477417,1079.05,0,0.05473856156450439,0.0027900661563854704
3338,7,1,Month-to-month,Electronic check,4.3221439250725044,564.65,0,0.617449132153215,0.007654554015890383
3339,12,1,Month-to-month,Electronic check,4.493120682179469,1095.65,1,0.3744267235149557,0.004100872251338902
3340,68,1,Two year,Credit card (automatic),4.477336814478207,6161.9,0,0.06584318844820893,0.0007266162733050207
3341,5,1,Month-to-month,Credit card (automatic),4.420646205638937,446.05,1,0.8841292411277873,0.009910651733301057
3342,49,1,Month-to-month,Mailed check,3.7796338173824005,2106.05,0,0.07713538402821225,0.0017946553108342158
3343,40,0,One year,Credit card (automatic),4.127940511650616,2511.55,0,0.10319851279126539,0.0016435828518845397
3344,16,1,One year,Bank transfer (automatic),3.0007198150650303,318.6,0,0.1875449884415644,0.009418455163418174
3345,10,1,Month-to-month,Mailed check,4.306090068583941,811.8,1,0.43060900685839415,0.0053043730827592285
3346,72,1,One year,Electronic check,4.618579872898009,7323.15,0,0.06414694267913902,0.0006306821344500672
3347,2,1,Month-to-month,Electronic check,4.431411859854625,186.05,0,2.2157059299273123,0.023818392151865757
3348,23,1,Two year,Mailed check,3.039749158970765,454.0,0,0.13216300691177238,0.006695482729010496
3349,71,1,One year,Electronic check,4.662495252607361,7521.95,0,0.06566894721982199,0.0006198519336883867
3350,11,1,Month-to-month,Electronic check,4.600157644164547,1056.95,1,0.4181961494695043,0.004352294473877238
3351,1,1,Month-to-month,Mailed check,3.787592927049969,44.15,1,3.787592927049969,0.08578919427066747
3352,16,1,Month-to-month,Mailed check,3.9871304779149512,834.15,1,0.24919565486968445,0.004779872298645269
3353,1,1,Month-to-month,Mailed check,4.4479314095616,85.45,1,4.4479314095616,0.05205302995390989
3354,12,1,Month-to-month,Credit card (automatic),4.44323931884187,999.8,0,0.37026994323682255,0.004444128144470765
3355,54,0,One year,Bank transfer (automatic),3.7864597824528,2369.7,0,0.07011962560097779,0.0015978646168092166
3356,68,1,Two year,Credit card (automatic),4.502029427068578,6297.65,0,0.06620631510394968,0.0007148745051040592
3357,4,1,Month-to-month,Mailed check,3.928880122494569,239.55,1,0.9822200306236423,0.016401085879751906
3358,1,1,Month-to-month,Electronic check,4.0809215418899605,59.2,1,4.0809215418899605,0.06893448550489797
3359,27,1,Month-to-month,Mailed check,3.9787466374710543,1461.45,0,0.147360986573002,0.002722465111684323
3360,21,1,Month-to-month,Mailed check,2.9932291433358724,416.4,0,0.14253472111123203,0.007188350488318618
3361,13,1,Month-to-month,Electronic check,4.421247347827163,1060.6,1,0.3400959498328587,0.0041686284629711134
3362,64,1,Month-to-month,Credit card (automatic),4.312810523985199,4869.35,0,0.06738766443726874,0.000885705591913746
