tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_to_MonthlyCharges_ratio,customerID
61,Yes,Two year,Electronic check,94.1,5638.3,Yes,59.91817215727949,3804
10,Yes,Month-to-month,Electronic check,79.85,797.25,No,9.98434564809017,3805
1,Yes,Month-to-month,Electronic check,71.65,71.65,Yes,1.0,3806
18,Yes,Month-to-month,Electronic check,73.55,1359.45,No,18.483344663494222,3807
24,Yes,Month-to-month,Electronic check,104.65,2542.45,Yes,24.29479216435738,3808
3,Yes,Month-to-month,Mailed check,19.3,54.7,No,2.8341968911917097,3809
50,Yes,One year,Credit card (automatic),20.15,989.05,No,49.08436724565757,3810
1,Yes,Month-to-month,Electronic check,44.55,44.55,No,1.0,3811
2,Yes,Month-to-month,Mailed check,54.45,87.3,No,1.6033057851239667,3812
17,Yes,One year,Bank transfer (automatic),19.65,351.55,No,17.89058524173028,3813
69,Yes,Two year,Electronic check,105.0,7297.75,No,69.50238095238095,3814
72,Yes,Two year,Credit card (automatic),88.7,6301.7,No,71.04509582863585,3815
3,Yes,Month-to-month,Electronic check,74.25,210.3,Yes,2.8323232323232324,3816
50,Yes,Two year,Bank transfer (automatic),75.15,3822.45,No,50.86427145708582,3817
53,Yes,Two year,Mailed check,20.25,1048.45,No,51.77530864197531,3818
58,Yes,Two year,Credit card (automatic),109.1,6393.65,No,58.603574702108155,3819
46,No,One year,Bank transfer (automatic),30.75,1489.3,No,48.43252032520325,3820
72,Yes,Month-to-month,Credit card (automatic),112.9,8061.5,No,71.40389725420727,3821
1,Yes,Month-to-month,Electronic check,74.2,74.2,Yes,1.0,3822
6,Yes,Month-to-month,Mailed check,94.05,518.75,No,5.515683147262095,3823
72,Yes,Two year,Bank transfer (automatic),78.85,5763.15,No,73.09004438807862,3824
4,Yes,Month-to-month,Mailed check,55.3,238.5,No,4.312839059674503,3825
52,Yes,Two year,Mailed check,19.35,1031.7,No,53.31782945736434,3826
0,Yes,Two year,Mailed check,25.35,1397.475,No,55.127218934911234,3827
2,Yes,One year,Mailed check,20.45,34.8,No,1.7017114914425426,3828
65,Yes,Two year,Bank transfer (automatic),19.35,1319.95,No,68.21447028423772,3829
43,Yes,Month-to-month,Electronic check,101.0,4388.4,Yes,43.44950495049505,3830
4,Yes,Month-to-month,Electronic check,100.2,420.2,Yes,4.193612774451098,3831
25,Yes,One year,Electronic check,89.05,2177.45,Yes,24.451993262212238,3832
51,Yes,One year,Credit card (automatic),78.65,3950.85,No,50.233312142403044,3833
12,Yes,Month-to-month,Bank transfer (automatic),74.75,827.05,No,11.064214046822741,3834
57,Yes,One year,Bank transfer (automatic),70.1,3913.3,Yes,55.824536376604854,3835
24,Yes,One year,Mailed check,19.9,533.5,No,26.809045226130657,3836
64,Yes,One year,Bank transfer (automatic),58.35,3756.45,No,64.37789203084833,3837
4,Yes,One year,Electronic check,105.65,443.9,Yes,4.2016090866067195,3838
26,Yes,Month-to-month,Bank transfer (automatic),100.5,2599.95,No,25.87014925373134,3839
15,Yes,Month-to-month,Mailed check,20.05,284.3,No,14.179551122194514,3840
64,Yes,Two year,Credit card (automatic),25.65,1740.8,No,67.86744639376218,3841
36,Yes,Month-to-month,Electronic check,96.5,3436.1,Yes,35.60725388601036,3842
27,Yes,Month-to-month,Credit card (automatic),95.0,2462.55,No,25.921578947368424,3843
1,Yes,Month-to-month,Mailed check,70.85,70.85,Yes,1.0,3844
35,Yes,One year,Credit card (automatic),85.95,3110.1,Yes,36.18499127399651,3845
4,Yes,Month-to-month,Electronic check,73.9,280.85,Yes,3.800405953991881,3846
8,Yes,Month-to-month,Electronic check,45.45,411.75,No,9.05940594059406,3847
10,Yes,Month-to-month,Credit card (automatic),20.0,198.6,No,9.93,3848
2,Yes,Month-to-month,Mailed check,49.2,103.7,No,2.107723577235772,3849
58,Yes,Two year,Bank transfer (automatic),109.45,6144.55,Yes,56.14024668798538,3850
51,Yes,Two year,Credit card (automatic),83.25,4089.45,No,49.12252252252252,3851
46,Yes,Two year,Mailed check,19.25,864.2,No,44.89350649350649,3852
1,Yes,Month-to-month,Bank transfer (automatic),19.65,19.65,No,1.0,3853
46,Yes,Month-to-month,Bank transfer (automatic),72.8,3249.4,No,44.63461538461539,3854
50,Yes,Month-to-month,Bank transfer (automatic),109.65,5405.8,No,49.30050159598723,3855
53,Yes,Month-to-month,Credit card (automatic),65.0,3363.8,No,51.75076923076924,3856
61,Yes,Month-to-month,Electronic check,114.1,7132.15,No,62.50788781770377,3857
5,Yes,Month-to-month,Bank transfer (automatic),20.65,93.55,No,4.530266343825666,3858
47,Yes,One year,Bank transfer (automatic),86.95,4138.9,No,47.60092006900517,3859
54,Yes,One year,Bank transfer (automatic),94.75,5121.75,No,54.05540897097625,3860
19,No,Month-to-month,Credit card (automatic),25.35,566.1,No,22.331360946745562,3861
26,Yes,Two year,Electronic check,105.45,2715.3,No,25.74964438122333,3862
70,Yes,Two year,Mailed check,25.4,1782.05,No,70.15944881889764,3863
17,Yes,Month-to-month,Electronic check,102.55,1742.5,No,16.991711360312042,3864
30,Yes,Month-to-month,Electronic check,100.2,2983.8,Yes,29.778443113772457,3865
1,Yes,Month-to-month,Mailed check,24.0,24.0,No,1.0,3866
19,Yes,Two year,Mailed check,25.6,485.9,No,18.980468749999996,3867
26,Yes,Two year,Credit card (automatic),73.5,1905.7,No,25.927891156462586,3868
21,Yes,Month-to-month,Bank transfer (automatic),74.05,1565.7,Yes,21.143821742066173,3869
50,Yes,One year,Electronic check,98.25,4858.7,No,49.45241730279898,3870
68,No,One year,Electronic check,54.4,3723.65,No,68.44944852941177,3871
3,Yes,Month-to-month,Bank transfer (automatic),101.55,298.35,Yes,2.9379615952732645,3872
9,Yes,Month-to-month,Electronic check,103.1,970.45,No,9.41270611057226,3873
51,No,Two year,Bank transfer (automatic),34.2,1782.0,No,52.10526315789473,3874
9,Yes,Month-to-month,Electronic check,43.75,405.7,No,9.273142857142856,3875
41,Yes,One year,Electronic check,111.95,4534.9,Yes,40.508262617239836,3876
22,Yes,Month-to-month,Electronic check,100.65,2415.95,No,24.003477396920015,3877
21,No,One year,Electronic check,55.95,1157.05,Yes,20.68007149240393,3878
71,Yes,Two year,Bank transfer (automatic),116.05,8297.5,No,71.49935372684187,3879
1,Yes,Month-to-month,Electronic check,45.75,45.75,Yes,1.0,3880
26,Yes,One year,Credit card (automatic),82.0,2083.1,No,25.403658536585365,3881
71,Yes,Two year,Bank transfer (automatic),65.15,4681.75,No,71.86108979278588,3882
4,Yes,Month-to-month,Credit card (automatic),44.8,176.2,No,3.9330357142857144,3883
12,Yes,Month-to-month,Electronic check,79.8,1001.2,No,12.546365914786968,3884
18,Yes,Month-to-month,Electronic check,88.85,1594.75,No,17.948790095666855,3885
3,Yes,Month-to-month,Electronic check,74.95,212.4,No,2.8338892595063374,3886
72,Yes,One year,Bank transfer (automatic),106.85,7677.4,No,71.85212915301825,3887
11,Yes,Month-to-month,Electronic check,74.95,815.5,Yes,10.880587058038692,3888
1,Yes,Month-to-month,Credit card (automatic),80.15,80.15,Yes,1.0,3889
13,Yes,One year,Credit card (automatic),19.3,259.65,No,13.453367875647666,3890
72,Yes,One year,Electronic check,109.25,8109.8,Yes,74.23157894736842,3891
42,Yes,One year,Credit card (automatic),56.1,2386.85,No,42.546345811051694,3892
17,Yes,Month-to-month,Credit card (automatic),19.7,340.35,No,17.276649746192895,3893
7,Yes,Month-to-month,Mailed check,51.3,419.35,No,8.174463937621834,3894
68,Yes,Two year,Mailed check,118.6,7990.05,No,67.36973018549747,3895
56,Yes,Two year,Bank transfer (automatic),24.15,1402.25,No,58.06418219461698,3896
38,Yes,One year,Mailed check,20.3,749.35,No,36.91379310344828,3897
72,Yes,Two year,Electronic check,115.5,8425.15,No,72.94502164502164,3898
48,Yes,One year,Credit card (automatic),25.05,1171.5,No,46.76646706586826,3899
52,Yes,Month-to-month,Electronic check,109.1,5647.95,No,51.768560953253896,3900
35,Yes,One year,Mailed check,19.65,708.8,No,36.07124681933842,3901
67,Yes,Two year,Bank transfer (automatic),111.3,7567.2,No,67.98921832884098,3902
1,No,Month-to-month,Mailed check,29.9,29.9,No,1.0,3903
53,Yes,Month-to-month,Mailed check,80.6,4348.1,No,53.946650124069485,3904
34,Yes,Month-to-month,Mailed check,20.8,635.9,No,30.572115384615383,3905
3,No,Month-to-month,Credit card (automatic),35.2,108.95,Yes,3.0951704545454546,3906
1,Yes,Month-to-month,Electronic check,78.8,78.8,Yes,1.0,3907
19,Yes,Month-to-month,Mailed check,89.95,1682.4,No,18.70372429127293,3908
60,Yes,Two year,Bank transfer (automatic),116.05,6925.9,No,59.680310211115895,3909
11,Yes,Two year,Credit card (automatic),19.55,223.15,No,11.414322250639387,3910
47,Yes,Month-to-month,Electronic check,106.4,5127.95,Yes,48.19501879699248,3911
18,Yes,Month-to-month,Electronic check,49.4,874.8,Yes,17.708502024291498,3912
60,Yes,Two year,Credit card (automatic),115.25,6758.45,No,58.64164859002169,3913
72,Yes,Two year,Credit card (automatic),24.8,1874.3,No,75.57661290322581,3914
39,Yes,One year,Mailed check,19.9,791.15,No,39.756281407035175,3915
59,Yes,One year,Credit card (automatic),81.25,4639.45,No,57.100923076923074,3916
2,Yes,Month-to-month,Mailed check,69.95,143.9,No,2.057183702644746,3917
1,Yes,Month-to-month,Electronic check,69.1,69.1,Yes,1.0,3918
20,Yes,Month-to-month,Electronic check,90.2,1776.55,Yes,19.695676274944567,3919
6,Yes,Month-to-month,Bank transfer (automatic),93.55,536.4,Yes,5.733832175307322,3920
71,Yes,Two year,Credit card (automatic),86.4,6172.0,No,71.43518518518518,3921
24,Yes,Month-to-month,Mailed check,66.3,1559.45,No,23.521116138763198,3922
67,Yes,Month-to-month,Credit card (automatic),94.65,6079.0,No,64.22609614368727,3923
1,Yes,Month-to-month,Mailed check,80.85,80.85,Yes,1.0,3924
48,Yes,One year,Mailed check,82.05,4029.95,Yes,49.1157830591103,3925
37,Yes,One year,Mailed check,72.1,2658.4,No,36.87101248266297,3926
11,No,Month-to-month,Mailed check,34.7,383.55,No,11.053314121037463,3927
3,Yes,Month-to-month,Credit card (automatic),20.55,51.15,Yes,2.489051094890511,3928
18,Yes,Month-to-month,Credit card (automatic),95.95,1745.5,No,18.19176654507556,3929
50,Yes,One year,Bank transfer (automatic),44.8,2230.85,No,49.79575892857143,3930
67,Yes,One year,Electronic check,109.4,7281.6,No,66.55941499085924,3931
25,Yes,Month-to-month,Mailed check,71.05,1837.7,No,25.86488388458832,3932
2,Yes,Month-to-month,Electronic check,78.55,149.55,Yes,1.9038828771483134,3933
9,Yes,Month-to-month,Credit card (automatic),19.7,180.7,No,9.172588832487309,3934
10,No,One year,Mailed check,40.25,411.45,No,10.222360248447204,3935
70,Yes,Two year,Credit card (automatic),19.85,1328.35,No,66.91939546599495,3936
9,Yes,Month-to-month,Bank transfer (automatic),68.25,576.95,No,8.453479853479854,3937
4,Yes,Month-to-month,Credit card (automatic),20.15,68.45,No,3.3970223325062037,3938
2,Yes,Month-to-month,Mailed check,50.95,123.05,No,2.4151128557409223,3939
1,Yes,Month-to-month,Electronic check,78.65,78.65,Yes,1.0,3940
19,No,Month-to-month,Bank transfer (automatic),25.15,468.35,No,18.62226640159046,3941
7,Yes,Month-to-month,Bank transfer (automatic),20.25,174.7,No,8.62716049382716,3942
1,Yes,Month-to-month,Electronic check,42.9,42.9,Yes,1.0,3943
1,Yes,Month-to-month,Electronic check,44.0,44.0,No,1.0,3944
9,Yes,One year,Mailed check,20.25,172.35,No,8.511111111111111,3945
3,No,Month-to-month,Mailed check,34.25,139.35,Yes,4.068613138686131,3946
9,No,Month-to-month,Mailed check,58.5,539.85,Yes,9.22820512820513,3947
5,Yes,Month-to-month,Credit card (automatic),55.8,300.4,No,5.383512544802867,3948
56,Yes,One year,Bank transfer (automatic),88.9,4968.0,No,55.8830146231721,3949
18,Yes,Month-to-month,Mailed check,57.65,992.7,No,17.2194275802255,3950
49,Yes,Month-to-month,Electronic check,96.2,4718.25,Yes,49.0462577962578,3951
70,Yes,Two year,Mailed check,79.15,5536.5,No,69.94946304485154,3952
72,Yes,Two year,Credit card (automatic),108.05,7806.6,No,72.24988431281814,3953
6,Yes,Month-to-month,Electronic check,74.4,434.1,Yes,5.834677419354839,3954
17,Yes,Month-to-month,Electronic check,94.8,1563.9,No,16.496835443037977,3955
29,No,Month-to-month,Electronic check,45.9,1332.4,No,29.02832244008715,3956
6,Yes,Month-to-month,Electronic check,105.3,545.2,Yes,5.177587844254512,3957
63,Yes,Two year,Electronic check,102.6,6296.75,No,61.37183235867447,3958
16,Yes,Month-to-month,Bank transfer (automatic),73.85,1284.2,Yes,17.389302640487475,3959
59,Yes,One year,Bank transfer (automatic),61.35,3645.5,No,59.421352893235536,3960
3,Yes,Month-to-month,Electronic check,57.55,161.45,No,2.8053866203301476,3961
8,No,Month-to-month,Mailed check,29.25,226.95,No,7.758974358974359,3962
7,Yes,Month-to-month,Electronic check,84.55,646.85,Yes,7.650502661147251,3963
68,Yes,Two year,Credit card (automatic),19.6,1441.65,No,73.55357142857143,3964
68,Yes,Two year,Credit card (automatic),111.75,7511.3,No,67.21521252796421,3965
52,Yes,One year,Electronic check,106.5,5621.85,No,52.787323943661974,3966
72,Yes,Two year,Credit card (automatic),107.7,7919.8,No,73.53574744661096,3967
32,Yes,One year,Mailed check,19.3,593.2,No,30.73575129533679,3968
72,Yes,Two year,Bank transfer (automatic),20.05,1423.65,No,71.00498753117208,3969
1,Yes,Month-to-month,Credit card (automatic),69.95,69.95,No,1.0,3970
42,Yes,One year,Credit card (automatic),63.7,2763.35,No,43.38069073783359,3971
25,Yes,Two year,Credit card (automatic),24.75,692.1,Yes,27.963636363636365,3972
45,Yes,Month-to-month,Bank transfer (automatic),50.9,2298.55,No,45.1581532416503,3973
43,No,One year,Credit card (automatic),60.4,2640.55,No,43.717715231788084,3974
37,Yes,One year,Mailed check,79.25,2911.8,No,36.741955835962145,3975
20,Yes,Month-to-month,Credit card (automatic),85.8,1727.5,Yes,20.134032634032636,3976
4,No,Month-to-month,Electronic check,24.45,86.6,Yes,3.541922290388548,3977
63,Yes,Two year,Credit card (automatic),110.1,6705.7,No,60.905540417802,3978
3,Yes,Month-to-month,Mailed check,90.7,237.65,No,2.6201764057331864,3979
66,Yes,Two year,Credit card (automatic),25.3,1672.35,No,66.10079051383399,3980
28,Yes,Month-to-month,Electronic check,105.7,2979.5,Yes,28.188268684957425,3981
8,Yes,Month-to-month,Electronic check,85.2,695.75,No,8.166079812206572,3982
71,Yes,Two year,Mailed check,24.35,1654.6,No,67.95071868583162,3983
1,No,Month-to-month,Electronic check,24.25,24.25,Yes,1.0,3984
72,Yes,Two year,Bank transfer (automatic),25.1,1857.85,No,74.01792828685258,3985
16,Yes,Month-to-month,Bank transfer (automatic),54.55,825.1,No,15.125572868927591,3986
66,Yes,Two year,Mailed check,96.6,6424.25,No,66.5036231884058,3987
11,Yes,Month-to-month,Electronic check,76.5,837.95,Yes,10.95359477124183,3988
51,Yes,One year,Credit card (automatic),81.15,4126.2,No,50.84658040665434,3989
8,No,Month-to-month,Electronic check,38.5,330.8,No,8.592207792207793,3990
14,Yes,Month-to-month,Electronic check,92.9,1337.45,No,14.396663078579117,3991
4,Yes,Month-to-month,Electronic check,93.5,362.2,Yes,3.87379679144385,3992
70,Yes,Two year,Mailed check,84.7,5991.05,No,70.73258559622197,3993
70,Yes,Two year,Electronic check,66.0,4891.5,No,74.11363636363636,3994
54,Yes,One year,Credit card (automatic),101.5,5373.1,Yes,52.936945812807885,3995
28,Yes,Month-to-month,Bank transfer (automatic),74.9,2068.55,Yes,27.617489986648867,3996
24,Yes,Two year,Mailed check,20.75,487.05,No,23.472289156626506,3997
69,Yes,Two year,Credit card (automatic),61.45,4131.2,No,67.22864117168429,3998
42,Yes,Month-to-month,Mailed check,54.5,2301.15,No,42.22293577981652,3999
2,Yes,Month-to-month,Electronic check,69.6,131.65,Yes,1.8915229885057474,4000
39,Yes,Month-to-month,Electronic check,99.75,4036.0,No,40.46115288220551,4001
45,Yes,Two year,Bank transfer (automatic),109.75,4900.65,No,44.65284738041002,4002
72,Yes,Two year,Bank transfer (automatic),80.85,5727.45,No,70.8404452690167,4003
38,Yes,Two year,Mailed check,20.3,743.05,No,36.603448275862064,4004
72,Yes,Two year,Bank transfer (automatic),67.8,4804.65,No,70.86504424778761,4005
1,Yes,Month-to-month,Mailed check,24.05,24.05,Yes,1.0,4006
72,Yes,Two year,Credit card (automatic),19.8,1414.65,No,71.4469696969697,4007
55,Yes,Two year,Bank transfer (automatic),25.7,1443.65,No,56.17315175097277,4008
51,No,One year,Electronic check,56.15,2898.95,No,51.628673196794296,4009
63,Yes,Two year,Bank transfer (automatic),86.7,5309.5,No,61.239907727797,4010
1,Yes,Month-to-month,Mailed check,20.4,20.4,No,1.0,4011
23,Yes,Two year,Mailed check,19.65,451.55,No,22.97964376590331,4012
1,Yes,Month-to-month,Electronic check,50.55,50.55,Yes,1.0,4013
2,Yes,Month-to-month,Mailed check,54.35,117.05,No,2.1536338546458142,4014
52,Yes,Month-to-month,Credit card (automatic),108.1,5839.3,No,54.017576318223874,4015
36,Yes,One year,Mailed check,54.45,1893.5,No,34.775022956841134,4016
1,Yes,Month-to-month,Mailed check,45.35,45.35,No,1.0,4017
28,Yes,One year,Mailed check,59.0,1654.45,No,28.041525423728814,4018
7,Yes,One year,Electronic check,69.45,477.05,No,6.868970482361411,4019
14,Yes,Month-to-month,Electronic check,100.55,1415.55,Yes,14.078070611636003,4020
72,No,Two year,Credit card (automatic),64.95,4546.0,No,69.99230177059276,4021
1,Yes,Month-to-month,Mailed check,20.5,20.5,Yes,1.0,4022
10,Yes,Month-to-month,Mailed check,18.85,163.2,No,8.657824933687001,4023
42,Yes,One year,Bank transfer (automatic),19.8,849.9,No,42.92424242424242,4024
7,No,Month-to-month,Bank transfer (automatic),25.05,189.95,No,7.582834331337325,4025
4,Yes,Month-to-month,Bank transfer (automatic),74.8,321.9,Yes,4.303475935828877,4026
72,Yes,Two year,Credit card (automatic),114.3,8058.55,No,70.50349956255468,4027
20,No,Month-to-month,Electronic check,24.45,482.8,Yes,19.746421267893663,4028
63,Yes,Two year,Credit card (automatic),109.2,7049.75,No,64.55815018315018,4029
56,No,Two year,Bank transfer (automatic),45.05,2560.1,No,56.827968923418425,4030
5,Yes,Month-to-month,Mailed check,51.0,286.8,No,5.623529411764706,4031
72,Yes,Two year,Bank transfer (automatic),110.45,7982.5,No,72.27252150294251,4032
68,Yes,Month-to-month,Electronic check,84.65,5683.6,No,67.14235085646781,4033
67,Yes,One year,Mailed check,60.05,3994.05,No,66.51207327227311,4034
8,Yes,Month-to-month,Bank transfer (automatic),44.65,369.15,No,8.267637178051512,4035
52,Yes,Month-to-month,Bank transfer (automatic),93.25,4631.7,No,49.66970509383378,4036
18,Yes,Month-to-month,Mailed check,20.25,401.95,No,19.849382716049384,4037
59,Yes,Two year,Mailed check,25.45,1534.05,No,60.277013752455794,4038
60,Yes,Two year,Mailed check,20.6,1093.0,No,53.05825242718446,4039
7,Yes,Month-to-month,Electronic check,94.1,701.3,No,7.452709883103082,4040
59,No,One year,Mailed check,34.8,1980.3,No,56.90517241379311,4041
46,No,Two year,Bank transfer (automatic),60.75,2893.4,No,47.62798353909465,4042
5,Yes,Month-to-month,Electronic check,51.35,262.3,No,5.108081791626096,4043
59,No,Two year,Credit card (automatic),64.05,3886.85,No,60.68462138953942,4044
70,Yes,Two year,Bank transfer (automatic),84.8,5917.55,No,69.78242924528303,4045
14,Yes,Month-to-month,Credit card (automatic),71.0,914.0,Yes,12.873239436619718,4046
44,Yes,Month-to-month,Mailed check,50.15,2139.1,No,42.65403788634098,4047
64,Yes,Two year,Credit card (automatic),94.6,5948.7,No,62.88266384778013,4048
58,No,Two year,Mailed check,59.75,3624.35,No,60.65857740585774,4049
46,Yes,One year,Electronic check,100.25,4753.85,No,47.419950124688285,4050
58,Yes,Month-to-month,Electronic check,98.9,5780.7,No,58.4499494438827,4051
72,Yes,Two year,Credit card (automatic),97.7,6869.7,No,70.31422722620266,4052
30,No,Month-to-month,Electronic check,40.3,1172.95,Yes,29.105459057071965,4053
11,Yes,Month-to-month,Bank transfer (automatic),60.25,662.95,No,11.003319502074689,4054
34,No,Month-to-month,Electronic check,56.25,1765.95,No,31.394666666666666,4055
54,No,Two year,Bank transfer (automatic),46.2,2431.95,No,52.63961038961038,4056
3,No,Month-to-month,Electronic check,50.6,155.35,Yes,3.0701581027667983,4057
72,Yes,Two year,Mailed check,24.9,1859.2,No,74.66666666666667,4058
40,Yes,Month-to-month,Electronic check,84.85,3303.05,Yes,38.92810842663524,4059
2,Yes,Month-to-month,Mailed check,65.7,134.35,Yes,2.0449010654490105,4060
54,Yes,Two year,Credit card (automatic),63.35,3409.1,No,53.81373322809787,4061
14,Yes,Month-to-month,Bank transfer (automatic),50.1,709.5,No,14.161676646706587,4062
1,Yes,Month-to-month,Electronic check,70.5,70.5,Yes,1.0,4063
10,Yes,Month-to-month,Electronic check,94.85,953.45,Yes,10.052187664733792,4064
1,Yes,Month-to-month,Electronic check,50.15,50.15,No,1.0,4065
1,Yes,Month-to-month,Mailed check,19.75,19.75,Yes,1.0,4066
56,Yes,One year,Bank transfer (automatic),64.65,3665.55,No,56.698375870069604,4067
68,Yes,Two year,Bank transfer (automatic),79.6,5515.8,No,69.29396984924624,4068
14,Yes,One year,Mailed check,19.5,272.0,No,13.948717948717949,4069
68,Yes,Two year,Electronic check,99.55,6668.0,No,66.98141637368157,4070
55,Yes,Month-to-month,Electronic check,74.0,4052.4,No,54.76216216216216,4071
16,No,Month-to-month,Electronic check,38.9,664.4,No,17.079691516709513,4072
9,Yes,Month-to-month,Electronic check,79.55,718.55,No,9.032683846637335,4073
14,Yes,Month-to-month,Electronic check,65.45,937.6,Yes,14.325439266615737,4074
58,Yes,Month-to-month,Electronic check,98.7,5812.6,Yes,58.89159067882472,4075
53,No,Month-to-month,Bank transfer (automatic),46.3,2546.85,No,55.00755939524838,4076
70,Yes,Two year,Credit card (automatic),99.35,6944.5,No,69.89934574735783,4077
14,Yes,Month-to-month,Electronic check,95.8,1346.3,No,14.053235908141962,4078
22,Yes,One year,Bank transfer (automatic),67.5,1544.05,Yes,22.874814814814815,4079
10,Yes,Month-to-month,Credit card (automatic),78.15,765.15,No,9.790786948176583,4080
29,Yes,Two year,Mailed check,26.1,692.55,No,26.534482758620687,4081
1,Yes,Month-to-month,Electronic check,69.6,69.6,Yes,1.0,4082
49,Yes,One year,Electronic check,84.35,4059.35,Yes,48.125074096028456,4083
68,Yes,Month-to-month,Electronic check,100.2,6851.65,Yes,68.37974051896207,4084
1,Yes,Month-to-month,Electronic check,78.05,78.05,Yes,1.0,4085
30,No,One year,Credit card (automatic),40.35,1187.05,No,29.41883519206939,4086
72,Yes,Two year,Credit card (automatic),79.2,5401.9,No,68.20580808080807,4087
10,Yes,Month-to-month,Mailed check,20.9,247.0,No,11.818181818181818,4088
7,Yes,Month-to-month,Electronic check,73.6,520.0,Yes,7.065217391304349,4089
9,Yes,Month-to-month,Electronic check,74.75,706.6,Yes,9.45284280936455,4090
1,Yes,Month-to-month,Mailed check,49.9,49.9,No,1.0,4091
20,Yes,Month-to-month,Credit card (automatic),68.9,1370.35,No,19.88896952104499,4092
1,Yes,Month-to-month,Mailed check,20.25,20.25,No,1.0,4093
29,Yes,Month-to-month,Credit card (automatic),76.0,2215.25,No,29.148026315789473,4094
1,Yes,Month-to-month,Electronic check,74.0,74.0,No,1.0,4095
3,Yes,Month-to-month,Mailed check,82.3,214.4,No,2.6051032806804377,4096
20,Yes,Month-to-month,Bank transfer (automatic),89.4,1871.15,No,20.930089485458613,4097
64,Yes,Month-to-month,Credit card (automatic),99.15,6171.2,No,62.24104891578416,4098
1,Yes,Month-to-month,Mailed check,20.2,20.2,Yes,1.0,4099
6,No,Month-to-month,Bank transfer (automatic),29.45,161.45,No,5.482173174872665,4100
50,Yes,Two year,Electronic check,19.8,1013.2,No,51.17171717171717,4101
6,Yes,Month-to-month,Bank transfer (automatic),59.15,336.7,No,5.6923076923076925,4102
7,Yes,Month-to-month,Electronic check,44.75,333.65,No,7.455865921787709,4103
72,Yes,Two year,Credit card (automatic),90.8,6511.8,No,71.71585903083701,4104
8,Yes,Month-to-month,Bank transfer (automatic),49.55,393.45,No,7.940464177598385,4105
67,Yes,Two year,Credit card (automatic),106.7,7009.5,No,65.69353327085285,4106
24,Yes,Month-to-month,Electronic check,93.55,2264.05,Yes,24.201496525921968,4107
72,Yes,Two year,Credit card (automatic),94.45,6921.7,No,73.28427739544732,4108
33,Yes,One year,Bank transfer (automatic),19.45,600.25,No,30.861182519280206,4109
2,No,Month-to-month,Electronic check,25.05,56.35,Yes,2.249500998003992,4110
70,Yes,Two year,Mailed check,67.95,4664.15,No,68.64091243561441,4111
22,Yes,One year,Bank transfer (automatic),65.25,1441.8,No,22.09655172413793,4112
59,Yes,Month-to-month,Bank transfer (automatic),99.45,5623.7,No,56.54801407742584,4113
36,Yes,One year,Credit card (automatic),20.35,695.85,No,34.19410319410319,4114
51,Yes,Two year,Mailed check,19.95,1028.75,No,51.56641604010025,4115
53,Yes,One year,Bank transfer (automatic),77.4,4155.95,No,53.694444444444436,4116
20,Yes,One year,Bank transfer (automatic),19.7,395.6,No,20.081218274111677,4117
63,Yes,Two year,Credit card (automatic),99.7,6330.4,No,63.49448345035105,4118
40,Yes,Month-to-month,Credit card (automatic),74.8,2971.7,No,39.72860962566845,4119
35,Yes,One year,Mailed check,19.15,638.0,No,33.315926892950394,4120
26,Yes,One year,Bank transfer (automatic),78.95,2034.25,No,25.766307789740342,4121
27,Yes,Month-to-month,Electronic check,95.55,2510.2,Yes,26.27106227106227,4122
53,Yes,One year,Credit card (automatic),62.85,3419.5,No,54.407319013524265,4123
34,Yes,Month-to-month,Credit card (automatic),71.55,2427.35,No,33.92522711390636,4124
19,Yes,Month-to-month,Electronic check,94.95,1760.25,No,18.53870458135861,4125
43,Yes,Month-to-month,Credit card (automatic),86.1,3551.65,No,41.25029036004646,4126
6,Yes,Month-to-month,Mailed check,19.55,122.9,No,6.286445012787724,4127
56,Yes,Two year,Mailed check,24.8,1424.2,No,57.42741935483871,4128
57,No,Month-to-month,Electronic check,39.3,2111.45,Yes,53.726463104325695,4129
34,Yes,Month-to-month,Mailed check,84.05,2909.95,No,34.62165377751339,4130
10,No,Month-to-month,Electronic check,36.25,374.0,No,10.317241379310344,4131
1,Yes,Month-to-month,Mailed check,20.25,20.25,Yes,1.0,4132
13,No,Month-to-month,Electronic check,23.9,300.8,Yes,12.585774058577407,4133
56,Yes,Month-to-month,Electronic check,98.6,5581.05,No,56.602941176470594,4134
55,Yes,Month-to-month,Credit card (automatic),103.65,5676.65,No,54.76748673420163,4135
36,Yes,Two year,Credit card (automatic),92.9,3379.25,No,36.3751345532831,4136
47,Yes,One year,Bank transfer (automatic),19.9,942.95,No,47.38442211055277,4137
12,Yes,Month-to-month,Credit card (automatic),20.1,232.4,No,11.562189054726367,4138
1,Yes,Month-to-month,Electronic check,85.45,85.45,Yes,1.0,4139
24,Yes,Month-to-month,Electronic check,80.5,2088.45,No,25.94347826086956,4140
63,Yes,One year,Bank transfer (automatic),99.9,6137.0,Yes,61.43143143143143,4141
35,No,Month-to-month,Electronic check,39.85,1434.6,No,35.99999999999999,4142
67,Yes,One year,Credit card (automatic),60.5,3870.0,No,63.96694214876033,4143
25,Yes,Month-to-month,Electronic check,84.8,2043.45,Yes,24.097287735849058,4144
21,Yes,Month-to-month,Mailed check,103.85,2215.0,No,21.32883967260472,4145
