tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_TotalCharges_Ratio
10,1,Month-to-month,Credit card (automatic),78.15,765.15,0,0.10213683591452657
29,1,Two year,Mailed check,26.1,692.55,0,0.03768680961663418
1,1,Month-to-month,Electronic check,69.6,69.6,1,1.0
49,1,One year,Electronic check,84.35,4059.35,1,0.020779188786382054
68,1,Month-to-month,Electronic check,100.2,6851.65,1,0.014624214605241074
1,1,Month-to-month,Electronic check,78.05,78.05,1,1.0
30,0,One year,Credit card (automatic),40.35,1187.05,0,0.03399182848237227
72,1,Two year,Credit card (automatic),79.2,5401.9,0,0.014661507987930174
10,1,Month-to-month,Mailed check,20.9,247.0,0,0.0846153846153846
7,1,Month-to-month,Electronic check,73.6,520.0,1,0.14153846153846153
9,1,Month-to-month,Electronic check,74.75,706.6,1,0.10578828191338806
1,1,Month-to-month,Mailed check,49.9,49.9,0,1.0
20,1,Month-to-month,Credit card (automatic),68.9,1370.35,0,0.05027912577078849
1,1,Month-to-month,Mailed check,20.25,20.25,0,1.0
29,1,Month-to-month,Credit card (automatic),76.0,2215.25,0,0.034307640221193994
1,1,Month-to-month,Electronic check,74.0,74.0,0,1.0
3,1,Month-to-month,Mailed check,82.3,214.4,0,0.38386194029850745
20,1,Month-to-month,Bank transfer (automatic),89.4,1871.15,0,0.04777810437431526
64,1,Month-to-month,Credit card (automatic),99.15,6171.2,0,0.01606656728026964
1,1,Month-to-month,Mailed check,20.2,20.2,1,1.0
6,0,Month-to-month,Bank transfer (automatic),29.45,161.45,0,0.18240941467946734
50,1,Two year,Electronic check,19.8,1013.2,0,0.01954204500592183
6,1,Month-to-month,Bank transfer (automatic),59.15,336.7,0,0.17567567567567569
7,1,Month-to-month,Electronic check,44.75,333.65,0,0.13412258354563167
72,1,Two year,Credit card (automatic),90.8,6511.8,0,0.013943917196474092
8,1,Month-to-month,Bank transfer (automatic),49.55,393.45,0,0.12593722201042062
67,1,Two year,Credit card (automatic),106.7,7009.5,0,0.015222198444967545
24,1,Month-to-month,Electronic check,93.55,2264.05,1,0.041319758839248245
72,1,Two year,Credit card (automatic),94.45,6921.7,0,0.01364549171446321
33,1,One year,Bank transfer (automatic),19.45,600.25,0,0.03240316534777176
2,0,Month-to-month,Electronic check,25.05,56.35,1,0.4445430346051464
70,1,Two year,Mailed check,67.95,4664.15,0,0.014568570907882467
22,1,One year,Bank transfer (automatic),65.25,1441.8,0,0.04525593008739076
59,1,Month-to-month,Bank transfer (automatic),99.45,5623.7,0,0.017684086988993014
36,1,One year,Credit card (automatic),20.35,695.85,0,0.02924480850758066
51,1,Two year,Mailed check,19.95,1028.75,0,0.01939246658566221
53,1,One year,Bank transfer (automatic),77.4,4155.95,0,0.01862390067252975
20,1,One year,Bank transfer (automatic),19.7,395.6,0,0.04979777553083923
63,1,Two year,Credit card (automatic),99.7,6330.4,0,0.015749399721976497
40,1,Month-to-month,Credit card (automatic),74.8,2971.7,0,0.025170777669347513
35,1,One year,Mailed check,19.15,638.0,0,0.03001567398119122
26,1,One year,Bank transfer (automatic),78.95,2034.25,0,0.03881037237311048
27,1,Month-to-month,Electronic check,95.55,2510.2,1,0.038064696040156165
53,1,One year,Credit card (automatic),62.85,3419.5,0,0.01837988009942974
34,1,Month-to-month,Credit card (automatic),71.55,2427.35,0,0.029476589696582692
19,1,Month-to-month,Electronic check,94.95,1760.25,0,0.05394120153387303
43,1,Month-to-month,Credit card (automatic),86.1,3551.65,0,0.02424225360043923
6,1,Month-to-month,Mailed check,19.55,122.9,0,0.15907241659886087
56,1,Two year,Mailed check,24.8,1424.2,0,0.01741328465103216
57,0,Month-to-month,Electronic check,39.3,2111.45,1,0.018612801629212153
34,1,Month-to-month,Mailed check,84.05,2909.95,0,0.028883657794807473
10,0,Month-to-month,Electronic check,36.25,374.0,0,0.09692513368983957
1,1,Month-to-month,Mailed check,20.25,20.25,1,1.0
13,0,Month-to-month,Electronic check,23.9,300.8,1,0.07945478723404255
56,1,Month-to-month,Electronic check,98.6,5581.05,0,0.017666926474408935
55,1,Month-to-month,Credit card (automatic),103.65,5676.65,0,0.018259008394035218
36,1,Two year,Credit card (automatic),92.9,3379.25,0,0.027491307242731376
47,1,One year,Bank transfer (automatic),19.9,942.95,0,0.021103982183572827
12,1,Month-to-month,Credit card (automatic),20.1,232.4,0,0.08648881239242685
1,1,Month-to-month,Electronic check,85.45,85.45,1,1.0
24,1,Month-to-month,Electronic check,80.5,2088.45,0,0.03854533266297973
63,1,One year,Bank transfer (automatic),99.9,6137.0,1,0.016278311878768128
35,0,Month-to-month,Electronic check,39.85,1434.6,0,0.02777777777777778
67,1,One year,Credit card (automatic),60.5,3870.0,0,0.015633074935400518
25,1,Month-to-month,Electronic check,84.8,2043.45,1,0.04149844625510778
21,1,Month-to-month,Mailed check,103.85,2215.0,0,0.046884875846501126
13,1,Month-to-month,Bank transfer (automatic),67.8,842.25,0,0.08049866429207479
35,1,Month-to-month,Electronic check,75.2,2576.2,1,0.029190280257743968
71,1,Two year,Bank transfer (automatic),24.85,1901.0,0,0.013072067332982641
29,1,Month-to-month,Credit card (automatic),19.35,601.6,0,0.032164228723404256
71,0,Two year,Electronic check,49.35,3515.25,1,0.014038830808619587
7,1,Month-to-month,Electronic check,89.0,605.45,0,0.14699810058634072
57,0,Month-to-month,Electronic check,55.0,3094.05,0,0.017776054039204278
65,1,Two year,Bank transfer (automatic),76.15,4929.55,0,0.015447657494091754
27,1,One year,Mailed check,20.3,595.05,0,0.034114780270565505
6,1,Month-to-month,Electronic check,74.9,469.8,1,0.15942954448701577
72,1,Two year,Credit card (automatic),117.35,8436.25,0,0.013910208919839975
1,1,Month-to-month,Mailed check,19.75,19.75,0,1.0
11,1,Month-to-month,Credit card (automatic),45.2,492.0,0,0.091869918699187
39,1,Two year,Mailed check,25.2,987.95,0,0.025507363732982437
59,1,Month-to-month,Electronic check,89.75,5496.9,0,0.01632738452582365
26,1,One year,Bank transfer (automatic),75.0,1908.35,0,0.03930096680378337
2,1,Month-to-month,Mailed check,49.95,107.1,0,0.4663865546218488
72,0,Two year,Bank transfer (automatic),65.7,4575.35,0,0.01435955719234594
65,1,One year,Credit card (automatic),67.05,4309.55,0,0.01555846898168022
72,1,Two year,Credit card (automatic),110.9,7922.75,0,0.01399766495219463
6,1,Month-to-month,Bank transfer (automatic),87.95,522.35,0,0.1683736957978367
32,1,One year,Credit card (automatic),19.8,587.7,0,0.033690658499234305
50,1,One year,Bank transfer (automatic),75.7,3876.2,0,0.019529436045611682
61,0,Two year,Mailed check,62.15,3778.85,0,0.0164468025986742
15,1,Month-to-month,Electronic check,101.25,1457.25,1,0.06948018528049409
72,1,Two year,Bank transfer (automatic),115.15,8349.45,0,0.013791327572474834
9,1,Month-to-month,Mailed check,18.95,185.6,1,0.10210129310344827
1,1,Month-to-month,Mailed check,19.5,19.5,0,1.0
12,1,Month-to-month,Electronic check,86.55,1066.9,0,0.08112287937013778
37,0,Month-to-month,Credit card (automatic),28.6,973.55,1,0.029377022238200403
61,1,One year,Mailed check,20.4,1226.45,0,0.016633372742468098
18,1,One year,Bank transfer (automatic),19.8,342.3,0,0.057843996494303246
21,1,Month-to-month,Mailed check,45.65,985.05,0,0.0463428252372976
68,0,Two year,Mailed check,56.4,3948.45,0,0.014284086160392053
12,1,Month-to-month,Credit card (automatic),73.3,828.05,0,0.08852122456373407
2,0,Month-to-month,Electronic check,24.35,41.85,1,0.5818399044205496
62,1,Month-to-month,Electronic check,101.35,6164.7,0,0.016440378282803706
29,1,Month-to-month,Electronic check,98.65,2862.75,1,0.03445987250021832
1,0,Month-to-month,Mailed check,33.6,33.6,0,1.0
5,1,Month-to-month,Bank transfer (automatic),79.9,343.95,1,0.2323012065707225
1,1,Month-to-month,Electronic check,20.7,20.7,0,1.0
62,1,Two year,Electronic check,104.05,6590.5,0,0.015787876488885518
36,1,Two year,Bank transfer (automatic),20.25,717.95,0,0.028205306776237896
28,1,Month-to-month,Electronic check,103.3,2890.65,1,0.035735907148911145
69,1,One year,Credit card (automatic),73.7,4885.85,0,0.015084376311184339
11,1,Month-to-month,Credit card (automatic),96.2,1222.05,1,0.07872018329855571
63,1,Month-to-month,Electronic check,108.75,6871.7,0,0.01582577819171384
23,1,One year,Bank transfer (automatic),20.15,405.6,0,0.049679487179487176
10,1,Month-to-month,Credit card (automatic),19.75,208.25,0,0.09483793517406963
71,1,Two year,Credit card (automatic),25.95,1801.9,0,0.01440146512015095
45,1,Month-to-month,Electronic check,70.05,3062.45,0,0.022873842838250422
70,1,Two year,Mailed check,24.05,1764.75,0,0.013627992633517496
22,1,Month-to-month,Electronic check,84.75,1816.75,0,0.04664923627356543
52,1,Two year,Mailed check,23.05,1255.1,0,0.01836507051230978
55,1,One year,Electronic check,104.15,5743.05,1,0.018134963129347648
65,0,Two year,Credit card (automatic),59.95,3921.1,0,0.015289077044706844
72,1,Two year,Bank transfer (automatic),19.55,1463.45,0,0.013358843827940824
10,1,One year,Bank transfer (automatic),19.6,189.45,0,0.10345737661652152
7,1,One year,Mailed check,20.05,96.8,0,0.20712809917355374
5,1,Month-to-month,Electronic check,85.55,408.5,0,0.20942472460220318
24,1,Two year,Credit card (automatic),78.6,1846.65,0,0.0425635610429697
72,1,Two year,Credit card (automatic),116.8,8456.75,0,0.01381145239010258
21,0,Month-to-month,Mailed check,43.55,1011.5,0,0.0430548690064261
69,0,One year,Credit card (automatic),60.8,4263.4,0,0.014260918515738612
44,1,Month-to-month,Bank transfer (automatic),54.9,2549.1,0,0.021537013063434154
61,1,One year,Electronic check,65.2,3965.05,0,0.016443676624506628
24,1,Month-to-month,Credit card (automatic),102.95,2496.7,1,0.04123442944686987
1,1,Month-to-month,Electronic check,90.6,90.6,1,1.0
6,1,Month-to-month,Bank transfer (automatic),50.8,288.05,1,0.17635827113348376
4,1,Month-to-month,Electronic check,90.05,368.1,1,0.2446346101602825
72,1,Two year,Electronic check,108.2,7840.6,0,0.013799964288447313
72,1,Two year,Bank transfer (automatic),92.0,6632.75,0,0.013870566507104895
14,1,Month-to-month,Electronic check,75.1,1013.35,0,0.07411062318053979
7,1,Month-to-month,Bank transfer (automatic),25.05,152.95,0,0.16377901274926449
48,1,One year,Electronic check,75.15,3772.65,0,0.019919685101984018
55,1,One year,Mailed check,19.5,1026.35,0,0.018999366687777075
1,1,Month-to-month,Credit card (automatic),19.3,19.3,0,1.0
45,1,One year,Credit card (automatic),112.2,5031.85,0,0.022297961982173552
3,1,Month-to-month,Mailed check,70.3,220.4,0,0.3189655172413793
71,1,Two year,Mailed check,19.6,1416.5,0,0.01383692199082245
8,1,Month-to-month,Mailed check,20.25,158.35,0,0.1278812756551942
3,1,Month-to-month,Electronic check,75.85,256.6,1,0.29559625876851126
69,1,Two year,Bank transfer (automatic),80.65,5542.55,0,0.014551064040919794
1,1,Month-to-month,Electronic check,68.5,68.5,1,1.0
72,1,Two year,Credit card (automatic),115.75,8443.7,0,0.013708445349787414
11,1,Month-to-month,Electronic check,73.5,791.75,1,0.09283233343858541
71,1,Two year,Bank transfer (automatic),80.6,5708.2,0,0.014120037840299918
1,1,Month-to-month,Mailed check,69.95,69.95,1,1.0
33,0,Two year,Bank transfer (automatic),59.55,2016.3,0,0.029534295491742298
16,1,One year,Mailed check,19.05,326.65,0,0.058319302005204354
56,1,One year,Electronic check,95.65,5471.75,0,0.01748069630374195
1,1,Month-to-month,Credit card (automatic),19.95,19.95,0,1.0
5,1,Month-to-month,Electronic check,70.05,346.4,1,0.2022228637413395
57,1,One year,Mailed check,19.4,1061.6,0,0.01827430293896006
56,0,One year,Credit card (automatic),36.1,1971.5,0,0.018310930763378138
8,1,Month-to-month,Electronic check,94.0,773.65,1,0.1215019711755962
22,1,Month-to-month,Mailed check,61.15,1422.05,1,0.043001300938785555
1,1,Month-to-month,Mailed check,19.75,19.75,0,1.0
40,1,Month-to-month,Credit card (automatic),64.1,2460.35,0,0.026053203812465706
46,1,Two year,Credit card (automatic),19.75,856.5,0,0.023058960887332166
63,1,Two year,Mailed check,19.7,1275.85,0,0.01544068660108947
68,1,Two year,Electronic check,110.2,7467.5,0,0.014757281553398059
69,1,Two year,Credit card (automatic),106.35,7261.75,0,0.014645230144248974
56,1,Month-to-month,Electronic check,90.55,5116.6,0,0.017697298987608957
10,1,One year,Mailed check,65.9,660.05,0,0.09984092114233772
63,1,One year,Credit card (automatic),104.5,6590.8,0,0.015855434848576804
24,0,Two year,Mailed check,52.5,1208.15,0,0.04345486901460911
19,1,Month-to-month,Mailed check,56.1,1033.9,0,0.05426056678595609
22,1,Month-to-month,Electronic check,88.75,1885.15,0,0.04707848181842293
29,1,Month-to-month,Electronic check,84.45,2467.1,1,0.034230473025009124
13,1,One year,Mailed check,75.3,989.45,1,0.07610288544140684
70,1,Two year,Bank transfer (automatic),26.0,2006.95,0,0.012954981439497745
49,1,Month-to-month,Electronic check,99.4,5025.0,0,0.019781094527363187
43,1,One year,Mailed check,109.55,4830.25,1,0.02267998550799648
3,1,Month-to-month,Mailed check,19.6,59.75,1,0.3280334728033473
42,1,One year,Electronic check,73.15,3088.25,0,0.023686553873552986
57,1,One year,Mailed check,54.65,3134.7,0,0.017433885220276262
2,1,Month-to-month,Bank transfer (automatic),66.4,94.55,1,0.7022739291380223
72,1,Two year,Credit card (automatic),115.55,8312.4,0,0.01390091910880131
46,1,Month-to-month,Electronic check,104.45,4863.85,0,0.02147475765083216
66,1,Month-to-month,Credit card (automatic),100.05,6871.9,1,0.014559292189932916
62,1,One year,Electronic check,102.0,6529.25,1,0.015622008653367539
72,1,Two year,Bank transfer (automatic),91.15,6637.9,0,0.013731752512089669
35,1,One year,Electronic check,89.7,3165.6,0,0.028335860500379076
17,1,Month-to-month,Credit card (automatic),90.2,1454.15,1,0.062029364233400955
72,1,Two year,Electronic check,92.4,6786.1,0,0.013616068139284714
28,1,One year,Mailed check,19.9,543.0,0,0.03664825046040515
56,1,Two year,Credit card (automatic),25.15,1327.15,1,0.01895038239837245
31,1,Month-to-month,Credit card (automatic),79.85,2404.15,1,0.03321340182600919
45,1,One year,Bank transfer (automatic),18.85,867.3,0,0.02173411737576387
1,1,Month-to-month,Mailed check,25.75,25.75,0,1.0
2,1,Month-to-month,Mailed check,49.6,114.7,1,0.43243243243243246
6,1,Month-to-month,Mailed check,20.95,109.5,0,0.191324200913242
48,1,One year,Electronic check,97.05,4692.95,0,0.02067995610436932
25,1,Month-to-month,Bank transfer (automatic),25.4,546.85,0,0.04644783761543384
64,1,Two year,Bank transfer (automatic),19.7,1274.05,0,0.015462501471684785
50,0,Month-to-month,Mailed check,35.0,1782.4,0,0.01963644524236984
52,1,One year,Bank transfer (automatic),101.25,5301.1,0,0.019099809473505498
4,1,Month-to-month,Electronic check,70.2,280.35,0,0.25040128410914925
32,1,Month-to-month,Electronic check,90.95,2897.95,0,0.03138425438672165
45,1,Two year,Credit card (automatic),73.85,3371.0,0,0.021907445861762086
9,1,Month-to-month,Electronic check,88.05,801.3,0,0.10988393859977537
66,1,One year,Credit card (automatic),105.95,6975.25,1,0.015189419734059711
3,1,Month-to-month,Electronic check,91.85,257.05,1,0.3573234779225831
54,1,Two year,Mailed check,20.1,1079.45,0,0.018620593820927324
1,0,Month-to-month,Electronic check,40.1,40.1,1,1.0
64,1,Two year,Bank transfer (automatic),110.3,6997.3,0,0.015763222957426434
31,1,Month-to-month,Electronic check,73.9,2217.15,1,0.033331078185959456
14,1,Month-to-month,Mailed check,89.8,1129.1,1,0.07953237091488796
12,1,One year,Credit card (automatic),85.15,979.05,0,0.08697206475665187
67,1,One year,Bank transfer (automatic),60.95,4119.4,0,0.014795844054959461
35,1,Month-to-month,Electronic check,72.25,2568.55,1,0.02812871075120204
45,1,Two year,Mailed check,73.55,3349.1,0,0.021961123884028544
10,1,Month-to-month,Mailed check,46.0,492.1,0,0.09347693558219873
29,1,Month-to-month,Bank transfer (automatic),58.55,1718.95,0,0.03406149102649873
24,1,One year,Bank transfer (automatic),24.6,605.25,0,0.04064436183395292
66,1,Two year,Mailed check,19.75,1344.5,0,0.014689475641502418
51,1,One year,Mailed check,86.35,4267.15,0,0.02023598889188334
45,1,Two year,Mailed check,25.5,1121.05,0,0.02274653226885509
49,1,One year,Credit card (automatic),19.0,918.7,0,0.020681397627081745
29,1,Two year,Mailed check,19.55,521.8,0,0.037466462246071294
40,1,Month-to-month,Credit card (automatic),110.1,4469.1,0,0.02463583271799691
37,1,Month-to-month,Electronic check,96.55,3580.3,1,0.026967013937379547
25,1,Month-to-month,Electronic check,69.75,1729.35,0,0.04033307311995837
22,0,Month-to-month,Electronic check,50.6,1073.3,0,0.0471443212522128
72,0,Two year,Bank transfer (automatic),65.6,4566.5,0,0.014365487791525237
7,0,Month-to-month,Credit card (automatic),40.1,293.3,1,0.13672008182748038
33,1,Two year,Credit card (automatic),82.1,2603.1,0,0.03153931850485959
23,1,Month-to-month,Mailed check,79.1,1783.75,0,0.0443447792571829
24,1,Month-to-month,Electronic check,101.25,2440.15,1,0.041493350818597216
1,1,Month-to-month,Electronic check,79.55,79.55,1,1.0
69,1,Two year,Mailed check,90.65,6322.1,0,0.014338590025466221
3,1,One year,Credit card (automatic),20.55,57.4,0,0.35801393728222997
56,1,One year,Bank transfer (automatic),75.75,4284.65,0,0.01767939038194485
65,1,One year,Credit card (automatic),110.0,7138.65,0,0.015409075945732037
71,1,One year,Electronic check,20.85,1539.75,0,0.013541159279103751
14,1,Month-to-month,Bank transfer (automatic),80.35,1058.1,0,0.07593800207919857
2,1,Month-to-month,Electronic check,70.15,123.8,0,0.5666397415185784
32,1,One year,Electronic check,84.05,2781.85,1,0.03021370670596905
40,1,Month-to-month,Electronic check,67.45,2731.0,0,0.024697912852435007
1,1,Month-to-month,Credit card (automatic),20.75,20.75,0,1.0
1,1,Month-to-month,Electronic check,89.1,89.1,1,1.0
7,1,Month-to-month,Mailed check,69.9,497.3,0,0.14055901870098533
15,1,Month-to-month,Electronic check,51.1,711.15,0,0.0718554454053294
17,1,Month-to-month,Electronic check,94.4,1607.2,1,0.0587356893977103
19,1,Month-to-month,Electronic check,78.25,1490.95,1,0.05248331600657299
71,1,Two year,Bank transfer (automatic),25.55,1898.1,0,0.013460829250302935
54,1,Two year,Bank transfer (automatic),60.0,3273.95,0,0.018326486354403704
31,1,Month-to-month,Credit card (automatic),90.55,2929.75,0,0.030907073982421707
11,1,Month-to-month,Electronic check,76.4,838.7,0,0.09109335876952426
18,1,Month-to-month,Electronic check,84.95,1443.65,0,0.05884390260797284
72,1,Two year,Bank transfer (automatic),110.1,7746.7,0,0.014212503388539636
71,1,Month-to-month,Credit card (automatic),99.65,6951.15,0,0.014335757392661647
5,0,Month-to-month,Credit card (automatic),45.4,214.75,0,0.21140861466821886
38,1,One year,Credit card (automatic),69.0,2669.45,0,0.025848021127947707
5,1,Month-to-month,Bank transfer (automatic),48.65,235.2,0,0.2068452380952381
2,1,Month-to-month,Electronic check,44.15,92.65,1,0.47652455477603883
52,1,Two year,Bank transfer (automatic),59.85,3103.25,0,0.019286232175944575
8,1,Month-to-month,Electronic check,75.75,606.25,1,0.12494845360824743
68,1,Two year,Electronic check,80.65,5330.2,0,0.015130764324040376
69,1,One year,Credit card (automatic),20.55,1403.1,0,0.01464614068847552
42,1,Month-to-month,Credit card (automatic),66.4,2727.8,0,0.024341960554292837
50,1,Two year,Mailed check,100.2,5038.45,0,0.019887068443668193
1,1,Month-to-month,Mailed check,19.1,19.1,1,1.0
1,1,Month-to-month,Electronic check,80.3,80.3,1,1.0
33,1,Month-to-month,Credit card (automatic),44.55,1462.6,0,0.030459455763708464
7,1,Month-to-month,Mailed check,20.35,150.6,0,0.13512616201859232
64,1,Month-to-month,Electronic check,91.8,5960.5,0,0.015401392500629142
1,1,Month-to-month,Electronic check,74.9,74.9,1,1.0
59,1,Two year,Bank transfer (automatic),20.2,1192.3,0,0.016942044787385726
6,1,Month-to-month,Electronic check,50.35,314.55,0,0.16006994118582102
3,1,Month-to-month,Mailed check,18.8,56.0,0,0.33571428571428574
15,1,Month-to-month,Credit card (automatic),20.45,330.8,0,0.061819830713422
13,1,One year,Electronic check,64.75,877.35,0,0.07380178947968313
23,1,Month-to-month,Credit card (automatic),98.7,2249.1,0,0.043884220354808594
31,1,Month-to-month,Electronic check,89.45,2807.65,0,0.03185938418250138
29,1,One year,Electronic check,58.75,1696.2,0,0.03463624572573989
49,1,One year,Credit card (automatic),20.7,1032.05,0,0.02005716777287922
56,1,Month-to-month,Bank transfer (automatic),85.6,4902.8,0,0.017459410948845556
63,1,Two year,Credit card (automatic),80.3,4995.35,0,0.016074949703223998
63,1,Two year,Credit card (automatic),79.8,5034.05,0,0.015852047556142668
24,1,Month-to-month,Electronic check,79.85,1857.75,0,0.04298210200511371
36,1,One year,Credit card (automatic),54.1,1992.85,0,0.027147050706274933
9,1,Month-to-month,Electronic check,80.85,751.65,1,0.10756336060666533
3,0,Month-to-month,Electronic check,24.75,66.95,1,0.36967886482449586
21,1,One year,Mailed check,80.9,1714.95,0,0.04717338697921222
13,1,One year,Bank transfer (automatic),24.5,343.6,0,0.07130384167636787
1,1,Month-to-month,Bank transfer (automatic),20.15,20.15,0,1.0
25,1,One year,Mailed check,20.05,520.1,0,0.038550278792539895
71,1,Two year,Bank transfer (automatic),19.6,1387.45,0,0.014126635194061047
66,1,One year,Bank transfer (automatic),114.3,7383.7,0,0.015480043880439345
45,1,One year,Electronic check,100.3,4483.95,0,0.022368670480268513
22,1,Month-to-month,Credit card (automatic),80.0,1706.45,0,0.04688095168331917
67,1,One year,Bank transfer (automatic),20.85,1327.4,0,0.015707397920747327
68,1,Two year,Bank transfer (automatic),89.95,5974.3,0,0.01505615720670204
49,1,Month-to-month,Credit card (automatic),90.85,4515.85,1,0.020118028721060263
4,1,Month-to-month,Mailed check,48.75,179.85,0,0.2710592160133445
63,1,One year,Credit card (automatic),80.0,5040.2,0,0.01587238601642792
2,1,Month-to-month,Bank transfer (automatic),79.7,165.0,1,0.48303030303030303
21,1,One year,Mailed check,20.35,422.7,0,0.048142890939200385
55,1,Two year,Bank transfer (automatic),57.55,3046.4,1,0.018891150210084032
1,1,Month-to-month,Mailed check,20.25,20.25,0,1.0
17,1,Two year,Mailed check,19.4,358.05,0,0.05418237676302192
30,1,Month-to-month,Bank transfer (automatic),100.4,2936.25,0,0.03419327373350362
22,1,Month-to-month,Mailed check,57.95,1271.8,0,0.04556534046233685
9,1,Month-to-month,Bank transfer (automatic),59.5,530.05,0,0.11225356098481276
1,1,Month-to-month,Mailed check,19.2,19.2,0,1.0
21,1,Month-to-month,Electronic check,86.5,1808.7,1,0.04782440426825897
19,1,Month-to-month,Electronic check,59.55,1144.6,0,0.05202690896383016
69,1,Month-to-month,Electronic check,103.95,7446.9,1,0.013958828505821216
1,0,Month-to-month,Electronic check,25.1,25.1,1,1.0
72,1,Two year,Bank transfer (automatic),103.95,7556.9,0,0.013755640540433248
70,1,Two year,Credit card (automatic),68.95,4858.7,0,0.014191038755222592
66,1,Month-to-month,Bank transfer (automatic),103.1,6595.0,0,0.0156330553449583
7,0,Month-to-month,Electronic check,24.7,149.05,0,0.1657162026165716
46,1,Month-to-month,Electronic check,110.2,4972.1,0,0.022163673296997245
39,0,Month-to-month,Credit card (automatic),48.95,1880.85,1,0.026025467208974667
32,1,Month-to-month,Bank transfer (automatic),62.45,2045.55,0,0.0305296863924128
24,1,Month-to-month,Electronic check,89.55,2187.15,0,0.04094369384815856
6,1,Month-to-month,Credit card (automatic),83.55,477.55,1,0.174955502041671
37,1,Month-to-month,Credit card (automatic),78.9,2976.95,0,0.026503636272023384
8,1,Month-to-month,Mailed check,20.35,178.7,0,0.11387800783435928
72,1,Two year,Bank transfer (automatic),71.45,5025.85,0,0.01421650069142533
71,0,Two year,Credit card (automatic),46.35,3353.4,0,0.013821792807300054
16,1,Month-to-month,Bank transfer (automatic),94.65,1461.15,0,0.06477774355815624
57,0,Month-to-month,Bank transfer (automatic),49.9,2782.4,0,0.017934157561817134
66,1,One year,Bank transfer (automatic),25.45,1699.15,0,0.014978077273931082
17,1,Month-to-month,Electronic check,89.15,1496.9,1,0.05955641659429488
21,1,Month-to-month,Mailed check,20.75,452.2,0,0.04588677576293675
66,1,Two year,Credit card (automatic),66.1,4428.45,0,0.014926215718818097
17,1,Month-to-month,Bank transfer (automatic),75.4,1322.55,0,0.057011077085932484
1,1,Month-to-month,Mailed check,70.45,70.45,1,1.0
58,1,One year,Credit card (automatic),60.3,3563.8,1,0.016920141422077557
8,1,Month-to-month,Credit card (automatic),21.05,139.75,0,0.15062611806797854
27,1,One year,Credit card (automatic),69.35,1927.3,0,0.0359829813729051
34,1,Month-to-month,Mailed check,88.85,3000.25,0,0.029614198816765268
30,1,One year,Bank transfer (automatic),97.0,3021.3,0,0.03210538509912951
33,1,Month-to-month,Credit card (automatic),66.4,2245.4,0,0.02957156854012648
1,0,Month-to-month,Electronic check,24.75,24.75,1,1.0
14,1,Month-to-month,Mailed check,69.2,944.65,0,0.0732546445773567
16,1,One year,Credit card (automatic),79.5,1264.2,0,0.06288561936402468
49,1,Two year,Credit card (automatic),100.65,4917.75,0,0.02046667683391795
19,1,Month-to-month,Electronic check,103.3,2012.7,1,0.051324092015700304
70,1,Two year,Bank transfer (automatic),79.7,5743.3,0,0.01387703933278777
32,1,Month-to-month,Bank transfer (automatic),61.4,1864.65,0,0.03292843160914917
18,1,Month-to-month,Electronic check,69.8,1221.65,0,0.05713584087095321
37,0,Two year,Mailed check,40.55,1390.85,0,0.029154833375274112
4,1,Month-to-month,Electronic check,75.65,302.35,0,0.2502067140730941
16,1,Month-to-month,Electronic check,90.7,1374.9,0,0.06596843406793221
17,1,Month-to-month,Bank transfer (automatic),80.5,1336.9,0,0.0602139277432867
19,1,Month-to-month,Electronic check,60.6,1297.8,0,0.04669440591770689
60,1,Two year,Credit card (automatic),101.15,6067.4,0,0.0166710617397897
51,1,Two year,Mailed check,24.95,1222.25,0,0.020413172427899366
28,1,Two year,Credit card (automatic),20.3,487.95,0,0.041602623219592176
43,1,Two year,Electronic check,60.0,2548.55,0,0.023542798846402854
42,1,Two year,Electronic check,20.25,835.5,0,0.02423698384201077
3,1,Month-to-month,Electronic check,78.5,242.05,1,0.3243131584383392
1,1,Month-to-month,Mailed check,44.75,44.75,0,1.0
3,1,Month-to-month,Mailed check,19.85,63.75,1,0.31137254901960787
63,1,Two year,Credit card (automatic),98.0,6218.45,0,0.01575955422975179
3,1,Month-to-month,Electronic check,79.9,260.9,1,0.306247604446148
68,1,Month-to-month,Electronic check,107.7,7320.9,0,0.014711305986968817
30,1,Month-to-month,Electronic check,99.7,2967.35,1,0.03359900247695756
60,1,Two year,Electronic check,104.7,6333.8,0,0.01653036092077426
15,1,Month-to-month,Credit card (automatic),58.6,939.7,1,0.06236032776418005
45,1,Month-to-month,Bank transfer (automatic),93.9,4200.25,0,0.02235581215403845
70,1,Two year,Credit card (automatic),86.45,5950.2,0,0.014528923397532856
10,1,Month-to-month,Electronic check,98.5,1037.75,1,0.09491688749698868
4,1,Month-to-month,Mailed check,19.4,93.4,0,0.20770877944325478
1,1,Month-to-month,Mailed check,50.45,50.45,1,1.0
68,1,Two year,Credit card (automatic),24.95,1614.9,0,0.01544987305715524
22,1,Month-to-month,Bank transfer (automatic),75.0,1573.95,0,0.047650814828933574
38,1,Month-to-month,Electronic check,94.65,3624.3,1,0.02611538779902326
1,1,Month-to-month,Credit card (automatic),100.25,100.25,1,1.0
18,1,Month-to-month,Electronic check,78.2,1468.75,0,0.053242553191489364
29,1,Month-to-month,Electronic check,94.2,2607.6,0,0.03612517257248044
