tenure,PhoneService,Contract,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_tenure_Ratio,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check
64,1,0,86.8,5327.25,0,1.35625,1,0,1,0
31,1,1,20.95,683.25,0,0.6758064516129032,0,0,1,1
67,1,3,20.05,1263.05,0,0.2992537313432836,1,0,1,0
4,1,0,50.7,151.3,1,12.675,0,1,1,0
70,1,3,113.65,7714.65,0,1.6235714285714289,0,0,0,0
3,1,0,53.4,188.7,1,17.8,0,1,1,0
53,1,0,101.9,5549.4,1,1.9226415094339624,0,0,0,0
2,1,3,59.5,130.5,0,29.75,0,0,1,1
29,1,0,87.8,2621.75,0,3.027586206896552,0,1,1,0
47,0,3,41.9,1875.25,0,0.8914893617021277,0,0,1,1
68,1,1,83.0,5685.8,1,1.2205882352941178,0,0,0,0
12,1,0,69.85,837.5,0,5.820833333333333,0,0,1,1
8,1,0,56.3,401.5,0,7.0375,1,0,1,0
54,1,0,109.55,6118.95,0,2.0287037037037035,0,0,0,0
69,1,3,92.15,6480.9,0,1.3355072463768116,0,0,1,1
26,1,0,69.5,1800.05,0,2.673076923076923,1,0,1,0
72,1,3,97.0,7104.2,0,1.3472222222222223,1,0,1,0
70,0,3,58.35,4214.25,0,0.8335714285714286,1,0,1,0
1,1,0,50.6,50.6,1,50.6,0,0,1,1
10,1,0,89.5,863.1,1,8.95,0,0,0,0
28,1,1,70.4,1992.2,0,2.5142857142857147,1,0,1,0
1,1,0,69.8,69.8,1,69.8,0,0,0,0
21,1,0,94.3,1948.35,0,4.490476190476191,0,0,0,0
51,1,0,93.8,4750.95,1,1.8392156862745097,1,0,1,0
53,1,1,19.55,1007.9,0,0.3688679245283019,1,0,1,0
53,1,1,95.95,5036.9,0,1.810377358490566,0,0,0,0
24,1,0,101.05,2391.8,1,4.210416666666666,0,0,0,0
70,1,3,94.8,6859.05,0,1.3542857142857143,0,1,1,0
61,1,1,107.75,6521.9,0,1.7663934426229508,0,0,0,0
11,1,1,54.6,617.85,0,4.963636363636364,0,0,1,1
2,1,0,71.3,157.75,0,35.65,0,1,1,0
25,1,1,19.5,516.3,0,0.78,1,0,1,0
41,1,1,56.3,2364.0,0,1.373170731707317,0,1,1,0
18,1,0,94.7,1687.95,1,5.261111111111111,0,0,0,0
72,1,3,104.15,7689.95,1,1.446527777777778,1,0,1,0
71,1,3,90.55,6239.05,0,1.2753521126760563,0,1,1,0
34,1,1,60.8,2042.05,0,1.788235294117647,0,0,1,1
29,1,0,98.8,2807.1,0,3.4068965517241376,0,1,1,0
40,1,1,98.15,4116.8,0,2.4537500000000003,0,1,1,0
36,0,1,35.35,1317.95,0,0.9819444444444444,0,0,1,1
46,1,1,103.15,4594.65,0,2.242391304347826,0,0,0,0
58,1,1,107.75,6332.75,0,1.8577586206896552,0,0,0,0
39,1,1,81.4,3213.75,0,2.0871794871794878,0,1,1,0
4,1,0,61.45,229.55,1,15.3625,0,1,1,0
52,1,1,95.7,4976.15,0,1.8403846153846155,0,1,1,0
70,1,1,104.8,7308.95,0,1.497142857142857,0,0,0,0
65,1,1,70.95,4555.2,0,1.0915384615384616,1,0,1,0
1,1,0,44.95,44.95,0,44.95,0,0,1,1
70,1,1,97.65,6982.5,0,1.395,0,0,0,0
29,0,0,35.65,1025.15,0,1.2293103448275862,0,0,1,1
1,1,0,90.55,90.55,1,90.55,0,0,0,0
67,1,3,85.25,5714.2,0,1.2723880597014925,0,0,1,1
1,1,0,19.5,19.5,0,19.5,0,0,1,1
26,1,0,88.8,2274.35,1,3.4153846153846152,1,0,1,0
30,1,3,25.1,789.55,0,0.8366666666666667,0,0,1,1
48,1,0,100.05,4834.0,0,2.084375,0,1,1,0
55,1,0,55.7,3131.8,0,1.0127272727272727,0,0,0,0
7,1,0,85.2,602.55,1,12.171428571428573,0,0,1,1
37,1,0,91.15,3369.25,0,2.4635135135135138,0,0,0,0
31,1,0,83.85,2674.15,0,2.704838709677419,1,0,1,0
4,1,0,45.9,199.75,0,11.475,0,0,0,0
72,1,3,25.1,1790.8,0,0.3486111111111111,0,1,1,0
5,1,0,91.4,449.75,1,18.28,0,0,0,0
1,1,0,19.7,19.7,0,19.7,0,0,1,1
15,1,0,91.5,1400.3,0,6.1,0,0,0,0
8,1,0,51.3,411.6,0,6.4125,0,1,1,0
35,1,1,21.1,741.0,0,0.6028571428571429,0,0,1,1
56,1,0,104.75,5841.35,0,1.8705357142857144,0,0,0,0
42,1,0,106.15,4512.7,1,2.5273809523809527,1,0,1,0
65,1,0,85.75,5688.45,0,1.3192307692307692,0,0,0,0
2,1,1,20.3,31.9,0,10.15,0,0,1,1
65,1,1,100.75,6674.65,0,1.55,0,0,0,0
18,1,0,74.15,1345.75,0,4.1194444444444445,0,0,0,0
23,1,1,78.55,1843.05,0,3.415217391304348,0,0,0,0
4,1,0,45.3,196.95,1,11.325,0,0,1,1
70,1,3,19.85,1433.8,0,0.2835714285714286,0,1,1,0
4,1,0,50.7,214.55,0,12.675,0,0,0,0
19,1,0,45.0,865.85,0,2.3684210526315788,1,0,1,0
18,1,0,77.8,1358.6,0,4.322222222222222,0,0,0,0
38,1,0,83.45,3147.15,0,2.1960526315789477,0,0,0,0
2,1,0,73.25,131.05,1,36.625,0,1,1,0
47,1,1,94.8,4535.85,0,2.0170212765957447,1,0,1,0
52,1,3,20.1,1078.75,0,0.3865384615384615,1,0,1,0
9,1,0,59.9,542.4,0,6.655555555555555,0,0,1,1
26,1,1,90.1,2312.55,0,3.465384615384615,0,1,1,0
8,1,0,51.05,415.05,1,6.38125,0,0,0,0
44,1,1,70.95,3250.45,0,1.6125,0,0,0,0
3,0,0,29.2,98.5,0,9.733333333333333,0,0,1,1
2,1,0,46.6,87.9,0,23.3,1,0,1,0
9,1,0,85.35,754.65,1,9.483333333333333,1,0,1,0
1,1,0,75.35,75.35,1,75.35,0,0,0,0
25,1,0,74.3,1952.25,0,2.972,1,0,1,0
2,1,0,69.3,153.8,0,34.65,0,0,0,0
43,1,0,75.2,3198.6,1,1.7488372093023257,0,0,0,0
1,1,0,20.9,20.9,1,20.9,0,0,1,1
58,1,1,94.3,5610.15,0,1.6258620689655172,0,0,0,0
59,1,3,76.45,4519.5,0,1.2957627118644068,0,0,1,1
44,0,1,54.0,2440.25,0,1.2272727272727273,0,0,0,0
66,1,1,104.25,6860.6,0,1.5795454545454546,0,0,0,0
68,1,3,19.95,1377.7,0,0.2933823529411765,1,0,1,0
9,0,0,24.95,190.25,0,2.772222222222222,0,0,0,0
19,1,0,84.75,1651.95,0,4.4605263157894735,0,0,0,0
4,1,0,19.75,78.3,0,4.9375,0,0,1,1
70,1,3,113.65,7939.25,0,1.6235714285714289,1,0,1,0
1,1,0,44.9,44.9,0,44.9,0,0,1,1
8,1,0,75.25,576.7,0,9.40625,0,0,0,0
53,1,3,24.6,1279.0,0,0.4641509433962264,0,0,1,1
51,1,1,25.0,1260.7,0,0.4901960784313725,1,0,1,0
11,1,0,20.95,267.35,0,1.9045454545454543,1,0,1,0
60,1,3,110.6,6586.85,0,1.8433333333333333,0,0,0,0
17,1,0,55.5,934.15,0,3.264705882352941,0,1,1,0
3,1,0,43.3,123.65,1,14.433333333333332,0,0,0,0
70,1,1,109.5,7534.65,1,1.5642857142857145,1,0,1,0
1,1,0,19.45,19.45,0,19.45,0,0,1,1
43,1,0,84.85,3645.6,0,1.973255813953488,0,0,0,0
16,1,0,19.6,314.45,0,1.225,0,0,1,1
57,1,1,53.45,3053.0,0,0.937719298245614,0,0,0,0
37,1,1,19.8,677.05,0,0.5351351351351351,0,1,1,0
72,1,3,112.1,7965.95,0,1.5569444444444445,0,1,1,0
11,1,0,84.8,906.85,1,7.709090909090909,0,1,1,0
50,1,0,95.05,4888.7,1,1.901,0,0,0,0
5,1,0,50.35,237.25,1,10.07,0,0,0,0
1,1,0,74.6,74.6,1,74.6,1,0,1,0
16,1,0,19.7,342.4,1,1.23125,0,0,1,1
2,1,0,74.2,140.1,0,37.1,0,0,0,0
17,1,0,69.0,1108.0,0,4.0588235294117645,0,0,1,1
16,1,1,19.35,295.55,0,1.209375,0,1,1,0
15,1,0,59.45,892.65,1,3.963333333333333,0,0,0,0
10,1,1,19.8,198.25,0,1.98,0,0,1,1
46,1,1,105.2,4822.85,1,2.2869565217391306,1,0,1,0
64,1,3,109.2,6741.15,0,1.70625,0,1,1,0
1,1,0,79.15,79.15,0,79.15,0,0,1,1
25,1,1,53.65,1355.45,0,2.146,0,0,1,1
71,1,3,100.2,7209.0,0,1.411267605633803,0,1,1,0
8,1,0,45.15,438.4,1,5.64375,0,0,1,1
72,1,3,108.65,7726.35,0,1.509027777777778,1,0,1,0
49,0,0,40.65,2070.75,0,0.8295918367346938,1,0,1,0
29,0,1,55.35,1636.95,0,1.9086206896551725,0,1,1,0
72,1,3,105.6,7581.5,0,1.4666666666666666,1,0,1,0
31,1,0,93.8,3019.5,1,3.0258064516129037,0,0,0,0
50,1,0,95.7,4729.75,0,1.914,0,0,0,0
71,1,3,83.2,6126.1,0,1.171830985915493,0,0,0,0
70,1,3,90.05,6333.4,0,1.2864285714285717,0,1,1,0
71,1,1,97.65,6687.85,0,1.3753521126760564,0,1,1,0
61,1,3,68.05,4158.25,0,1.1155737704918032,1,0,1,0
32,1,0,96.2,3183.4,1,3.00625,0,0,0,0
1,1,0,79.6,79.6,1,79.6,0,0,0,0
68,1,3,102.1,7149.35,0,1.501470588235294,1,0,1,0
62,1,3,23.4,1429.65,0,0.3774193548387096,1,0,1,0
7,1,0,71.05,472.65,0,10.15,0,0,0,0
20,1,0,85.25,1734.5,1,4.2625,0,0,0,0
6,1,1,19.45,113.5,0,3.2416666666666667,0,0,1,1
33,0,0,59.45,1884.65,0,1.8015151515151515,1,0,1,0
28,1,1,92.2,2568.15,0,3.292857142857143,1,0,1,0
27,1,3,19.85,470.0,0,0.7351851851851853,0,1,1,0
7,1,0,43.9,278.4,0,6.271428571428571,0,0,1,1
26,1,0,80.5,2088.8,1,3.0961538461538463,0,0,0,0
5,1,0,89.8,502.6,1,17.96,0,0,0,0
30,1,0,90.5,2595.85,0,3.0166666666666666,0,1,1,0
63,1,1,90.45,5825.5,0,1.4357142857142855,0,1,1,0
1,1,0,50.75,50.75,1,50.75,0,0,0,0
53,1,1,84.6,4449.75,0,1.5962264150943395,0,0,0,0
14,1,0,89.65,1208.35,1,6.403571428571429,0,1,1,0
21,1,0,99.15,1956.4,0,4.721428571428572,1,0,1,0
17,1,1,19.95,310.6,0,1.173529411764706,0,0,1,1
16,1,3,20.5,290.55,0,1.28125,0,0,1,1
35,1,0,62.1,2096.1,0,1.7742857142857142,0,0,0,0
32,1,0,79.5,2665.0,0,2.484375,0,0,0,0
28,1,0,19.55,543.8,0,0.6982142857142858,1,0,1,0
1,1,0,20.35,20.35,0,20.35,0,0,1,1
59,0,0,51.7,3005.8,0,0.876271186440678,0,0,0,0
72,1,1,23.3,1623.15,0,0.3236111111111111,1,0,1,0
36,1,1,65.4,2498.4,1,1.8166666666666669,0,0,1,1
40,1,0,65.1,2586.0,0,1.6275,0,0,1,1
40,1,0,81.2,3292.3,0,2.03,0,0,0,0
9,1,0,72.9,651.4,1,8.100000000000001,0,0,1,1
63,1,3,74.5,4674.55,0,1.1825396825396826,0,1,1,0
3,1,0,80.5,232.35,0,26.83333333333333,0,0,0,0
40,0,1,60.3,2448.5,0,1.5074999999999998,0,0,1,1
8,1,0,75.0,658.1,0,9.375,0,0,1,1
34,1,1,90.15,3128.8,0,2.6514705882352945,0,0,1,1
5,0,0,40.0,223.45,1,8.0,0,0,1,1
9,1,0,99.45,919.4,1,11.05,0,1,1,0
9,1,0,69.05,653.95,0,7.672222222222222,0,1,1,0
31,1,0,59.7,1825.5,0,1.9258064516129036,1,0,1,0
50,1,1,19.85,943.1,0,0.397,1,0,1,0
2,1,0,86.25,181.65,1,43.125,0,0,0,0
1,1,0,45.65,45.65,1,45.65,0,0,0,0
8,1,0,70.1,551.35,1,8.7625,0,0,1,1
9,0,0,40.75,359.4,0,4.527777777777778,0,0,0,0
2,1,0,70.2,115.95,1,35.1,1,0,1,0
3,1,0,55.35,165.2,1,18.45,0,0,0,0
25,1,0,95.7,2338.35,0,3.828,0,1,1,0
1,1,0,46.3,46.3,0,46.3,0,0,0,0
45,1,0,81.3,3541.1,0,1.8066666666666664,0,0,1,1
51,1,0,84.2,4146.05,1,1.6509803921568629,0,0,0,0
55,1,0,20.0,1087.25,0,0.3636363636363636,0,1,1,0
38,1,0,66.15,2522.4,0,1.7407894736842109,1,0,1,0
2,1,0,45.85,81.0,1,22.925,0,0,1,1
38,1,0,19.6,717.3,0,0.5157894736842106,0,0,0,0
34,1,0,49.8,1734.2,0,1.464705882352941,0,0,0,0
70,1,1,101.75,7069.3,0,1.4535714285714283,0,0,0,0
13,1,1,55.15,742.9,0,4.242307692307692,0,0,1,1
39,1,0,75.25,3017.65,1,1.9294871794871795,0,0,0,0
61,1,1,103.95,6423.0,0,1.7040983606557378,0,0,0,0
12,1,0,100.15,1164.3,1,8.345833333333333,1,0,1,0
41,1,3,99.65,4220.35,0,2.430487804878049,0,1,1,0
21,1,0,73.7,1558.7,0,3.509523809523809,0,0,0,0
55,0,1,50.05,2743.45,0,0.91,1,0,1,0
69,0,3,60.25,4055.5,0,0.8731884057971014,1,0,1,0
26,1,0,105.75,2710.25,1,4.0673076923076925,0,0,0,0
69,1,1,87.3,6055.55,0,1.2652173913043478,0,1,1,0
18,0,0,48.35,810.7,1,2.686111111111112,0,0,0,0
47,1,0,54.25,2538.2,0,1.1542553191489362,0,0,0,0
72,1,3,85.3,6129.2,0,1.1847222222222222,1,0,1,0
33,0,0,50.0,1750.85,0,1.5151515151515151,0,0,0,0
2,0,0,24.4,36.55,1,12.2,0,0,1,1
72,1,3,90.95,6652.45,0,1.2631944444444445,0,1,1,0
37,1,0,72.25,2575.45,0,1.9527027027027024,1,0,1,0
62,1,0,96.1,6019.35,0,1.5499999999999998,0,1,1,0
71,1,3,19.85,1379.6,0,0.2795774647887324,0,1,1,0
23,1,0,55.3,1284.2,0,2.404347826086956,1,0,1,0
16,1,1,20.1,296.15,0,1.25625,0,0,1,1
9,1,0,69.5,653.25,0,7.722222222222222,0,0,1,1
17,1,3,25.15,412.6,0,1.4794117647058822,0,0,1,1
4,1,0,20.95,85.5,1,5.2375,1,0,1,0
1,1,0,49.55,49.55,1,49.55,0,0,0,0
24,1,0,79.65,1928.7,0,3.31875,0,0,1,1
1,1,0,71.25,71.25,0,71.25,0,0,0,0
72,1,3,113.8,7845.8,0,1.5805555555555555,1,0,1,0
72,1,3,24.55,1750.7,0,0.3409722222222222,0,0,0,0
11,1,0,19.7,216.2,0,1.7909090909090908,0,1,1,0
9,1,0,20.25,178.5,1,2.25,0,0,1,1
2,1,0,50.15,115.1,1,25.075,0,1,1,0
60,1,1,100.5,6029.0,0,1.675,0,1,1,0
29,1,0,95.9,2745.2,1,3.306896551724138,0,0,0,0
49,1,3,74.45,3721.9,0,1.519387755102041,1,0,1,0
30,1,0,104.1,3121.1,0,3.47,0,0,0,0
53,1,1,19.05,990.45,0,0.359433962264151,0,1,1,0
39,1,3,25.0,1004.35,0,0.6410256410256411,0,0,1,1
9,1,0,19.05,157.65,0,2.1166666666666667,0,0,1,1
39,1,1,81.9,3219.75,0,2.1,0,0,0,0
8,1,0,69.7,572.85,0,8.7125,0,0,0,0
51,1,1,90.15,4554.85,0,1.7676470588235296,0,0,0,0
71,1,3,25.35,1847.55,0,0.3570422535211268,0,1,1,0
71,1,3,24.65,1766.75,0,0.3471830985915493,0,0,1,1
70,1,3,19.55,1462.05,0,0.2792857142857143,0,1,1,0
1,0,0,25.25,25.25,1,25.25,0,0,0,0
38,0,3,60.0,2193.2,0,1.5789473684210529,1,0,1,0
28,1,0,89.9,2433.5,0,3.210714285714286,0,1,1,0
32,1,0,19.4,641.15,0,0.60625,1,0,1,0
49,1,3,49.8,2398.4,0,1.0163265306122449,0,0,1,1
37,1,3,24.1,861.85,0,0.6513513513513514,1,0,1,0
10,1,0,54.25,583.0,0,5.425,0,0,0,0
67,1,1,109.9,7332.4,0,1.6402985074626866,0,1,1,0
7,0,1,35.5,249.55,0,5.071428571428571,0,1,1,0
51,1,1,87.55,4475.9,0,1.7166666666666666,0,1,1,0
9,1,0,45.15,416.45,1,5.016666666666667,0,0,0,0
9,1,0,88.4,788.6,0,9.822222222222225,0,0,1,1
4,1,0,50.8,202.3,0,12.7,0,0,1,1
71,1,3,99.0,6994.6,0,1.3943661971830985,0,0,0,0
50,1,0,84.4,4116.15,1,1.6880000000000002,1,0,1,0
24,1,3,96.55,2263.45,0,4.022916666666666,0,0,0,0
22,1,1,59.75,1374.35,0,2.715909090909091,1,0,1,0
44,1,0,111.5,4915.15,0,2.534090909090909,0,0,0,0
33,1,0,24.25,838.5,0,0.7348484848484849,1,0,1,0
1,1,0,75.1,75.1,1,75.1,0,0,0,0
54,1,1,70.15,3715.65,1,1.2990740740740745,0,1,1,0
42,1,0,101.75,4273.45,1,2.4226190476190474,0,0,0,0
1,1,0,45.8,45.8,1,45.8,0,0,0,0
1,1,0,20.5,20.5,0,20.5,0,0,1,1
30,1,1,70.4,2044.75,0,2.3466666666666667,0,0,0,0
1,0,0,30.55,30.55,0,30.55,0,0,1,1
16,1,0,84.9,1398.25,0,5.30625,0,0,0,0
1,1,0,20.1,20.1,1,20.1,0,0,1,1
9,0,0,40.65,328.95,1,4.516666666666667,0,0,1,1
46,1,0,101.0,4680.05,1,2.1956521739130435,0,0,0,0
1,1,0,69.1,69.1,1,69.1,0,0,0,0
71,1,3,54.5,3778.2,0,0.7676056338028169,1,0,1,0
43,1,0,75.35,3161.4,0,1.7523255813953489,0,1,1,0
50,0,1,44.45,2188.45,0,0.889,1,0,1,0
13,1,0,75.0,999.45,1,5.769230769230769,0,0,1,1
19,1,1,100.0,1888.65,1,5.2631578947368425,1,0,1,0
41,1,0,98.05,3990.6,0,2.3914634146341465,1,0,1,0
1,1,0,71.15,71.15,1,71.15,0,0,0,0
24,0,0,54.15,1240.25,1,2.25625,0,1,1,0
40,1,1,63.9,2635.0,0,1.5975,1,0,1,0
3,1,0,69.15,235.0,0,23.05,1,0,1,0
37,1,1,64.65,2347.85,0,1.7472972972972975,1,0,1,0
67,1,3,108.75,7156.2,1,1.623134328358209,0,1,1,0
32,1,0,98.85,3089.6,0,3.0890625,0,0,0,0
6,1,0,49.15,270.8,1,8.191666666666666,0,0,0,0
32,1,0,89.6,2901.8,0,2.8,0,0,0,0
59,1,0,83.25,4949.1,0,1.4110169491525424,0,0,0,0
30,1,1,70.25,2198.9,0,2.341666666666667,1,0,1,0
20,1,0,19.4,374.5,1,0.97,0,0,0,0
27,1,3,24.5,761.95,0,0.9074074074074074,0,0,0,0
20,1,0,79.15,1520.9,1,3.957500000000001,0,0,0,0
9,1,1,20.1,190.25,0,2.2333333333333334,0,0,1,1
68,1,1,73.0,5163.0,0,1.0735294117647058,0,1,1,0
69,1,3,61.4,4059.85,0,0.889855072463768,0,1,1,0
26,1,0,84.3,2281.6,0,3.2423076923076923,0,0,1,1
69,1,3,19.9,1356.7,0,0.2884057971014492,1,0,1,0
11,1,3,20.4,231.45,0,1.8545454545454545,0,0,1,1
1,1,0,50.75,50.75,0,50.75,0,0,1,1
10,1,1,20.45,242.4,0,2.045,0,0,1,1
55,1,1,75.75,4264.25,0,1.3772727272727272,1,0,1,0
44,1,1,65.4,2774.55,0,1.4863636363636366,0,0,0,0
46,1,0,80.4,3605.2,1,1.747826086956522,0,0,0,0
69,1,3,59.75,4069.9,0,0.8659420289855072,1,0,1,0
11,1,0,78.5,874.2,0,7.136363636363637,0,0,0,0
11,1,0,102.0,1145.35,1,9.272727272727272,0,0,0,0
29,1,0,48.95,1323.7,0,1.6879310344827587,1,0,1,0
57,1,0,99.65,5497.05,0,1.7482456140350875,0,0,0,0
28,1,1,18.25,534.7,0,0.6517857142857143,0,1,1,0
42,1,0,54.55,2455.05,0,1.2988095238095236,0,1,1,0
2,1,0,20.65,38.7,1,10.325,0,0,1,1
23,0,1,40.65,947.4,0,1.767391304347826,1,0,1,0
18,1,0,20.45,357.0,0,1.136111111111111,0,0,1,1
62,1,1,24.8,1476.25,0,0.4,1,0,1,0
1,1,0,70.8,70.8,1,70.8,0,0,1,1
16,1,0,89.05,1448.6,1,5.565625,0,1,1,0
3,1,0,96.6,291.9,1,32.2,0,0,0,0
67,1,1,88.8,5903.15,0,1.325373134328358,1,0,1,0
62,1,3,20.05,1201.65,0,0.3233870967741936,0,1,1,0
57,1,0,104.5,5921.35,1,1.8333333333333333,0,1,1,0
2,1,0,69.8,146.65,0,34.9,0,0,0,0
23,1,3,77.15,1759.4,0,3.354347826086957,1,0,1,0
25,0,3,35.05,844.45,0,1.402,1,0,1,0
72,1,3,108.1,7774.05,0,1.5013888888888889,1,0,1,0
2,1,0,84.05,134.05,0,42.025,0,0,0,0
8,1,1,20.2,140.95,0,2.525,1,0,1,0
5,1,0,50.6,249.95,1,10.12,0,0,1,1
35,0,0,49.2,1701.65,0,1.4057142857142857,0,0,0,0
24,1,1,24.6,592.65,0,1.025,0,0,0,0
2,1,0,71.65,135.75,0,35.825,0,0,0,0
72,1,3,104.9,7732.65,0,1.4569444444444446,0,1,1,0
41,1,0,106.5,4282.4,0,2.597560975609756,0,0,0,0
4,1,0,49.35,219.65,1,12.3375,0,0,0,0
26,1,1,75.5,2018.1,0,2.9038461538461537,1,0,1,0
7,1,0,94.25,669.0,1,13.464285714285714,0,0,0,0
1,1,0,68.95,68.95,1,68.95,0,0,0,0
4,1,0,58.5,224.85,0,14.625,0,0,1,1
48,1,3,78.9,3771.5,0,1.64375,0,1,1,0
2,1,0,93.85,196.75,1,46.925,0,0,0,0
12,1,1,79.2,943.85,0,6.6000000000000005,0,0,0,0
60,1,0,109.45,6572.85,0,1.8241666666666667,1,0,1,0
55,1,3,59.2,3175.85,0,1.0763636363636364,0,0,0,0
1,0,0,29.15,29.15,0,29.15,0,0,1,1
1,1,0,20.05,20.05,0,20.05,0,0,1,1
4,1,0,76.05,318.9,1,19.0125,0,0,0,0
1,0,0,24.45,24.45,1,24.45,0,0,1,1
42,1,3,66.5,2762.75,0,1.5833333333333333,0,1,1,0
1,1,0,49.55,49.55,0,49.55,1,0,1,0
7,1,0,89.35,631.85,1,12.764285714285714,0,1,1,0
3,1,0,73.6,232.5,0,24.53333333333333,0,1,1,0
72,1,3,82.65,5919.35,0,1.1479166666666667,0,1,1,0
15,1,0,49.0,749.25,0,3.2666666666666666,0,0,0,0
4,1,0,80.35,307.4,1,20.0875,0,0,0,0
11,1,1,25.2,245.15,0,2.290909090909091,0,0,0,0
5,1,0,25.45,134.75,0,5.09,0,0,1,1
1,1,0,55.8,55.8,1,55.8,0,0,0,0
72,1,3,110.9,8240.85,0,1.540277777777778,0,1,1,0
55,1,0,77.75,4266.4,0,1.4136363636363636,0,1,1,0
40,1,0,26.2,1077.5,0,0.655,0,0,0,0
57,1,3,19.9,1115.6,0,0.3491228070175438,1,0,1,0
1,1,0,79.05,79.05,1,79.05,0,0,0,0
1,1,0,95.0,95.0,1,95.0,0,0,0,0
1,0,0,25.2,25.2,1,25.2,0,0,1,1
52,1,1,80.85,4079.55,0,1.554807692307692,0,0,0,0
41,1,0,98.4,4187.75,1,2.4000000000000004,0,0,0,0
43,1,1,56.35,2391.15,0,1.3104651162790697,0,0,1,1
47,1,3,19.3,890.5,0,0.4106382978723404,1,0,1,0
3,1,0,50.4,137.25,0,16.8,1,0,1,0
66,1,3,79.4,5154.6,1,1.2030303030303031,0,1,1,0
55,1,3,55.25,3119.9,0,1.0045454545454546,0,1,1,0
29,1,1,19.1,529.5,0,0.6586206896551725,0,0,1,1
12,1,0,84.05,966.55,0,7.004166666666666,0,0,0,0
66,1,0,105.2,6936.85,0,1.593939393939394,0,0,0,0
35,1,0,101.4,3496.3,1,2.897142857142857,0,0,0,0
10,1,0,89.8,914.3,1,8.98,0,0,0,0
27,1,0,75.75,1929.0,0,2.805555555555556,1,0,1,0
58,1,0,95.3,5817.7,0,1.643103448275862,0,0,0,0
54,1,3,109.75,6110.2,1,2.0324074074074074,1,0,1,0
9,1,0,19.85,178.8,0,2.205555555555556,0,0,1,1
2,1,1,19.3,28.3,1,9.65,0,1,1,0
6,1,0,69.1,435.0,0,11.516666666666666,0,0,0,0
26,1,0,91.25,2351.8,1,3.5096153846153846,0,0,0,0
9,1,0,20.25,186.15,0,2.25,0,0,1,1
8,1,0,54.75,445.85,0,6.84375,0,0,1,1
12,1,0,81.45,912.0,0,6.7875000000000005,0,0,0,0
15,1,0,49.1,679.55,1,3.273333333333333,0,0,0,0
43,1,1,80.2,3581.6,0,1.8651162790697675,0,0,0,0
42,1,0,100.3,4222.95,0,2.388095238095238,0,0,0,0
31,1,0,65.25,1994.3,1,2.1048387096774195,0,1,1,0
66,1,3,90.95,5930.05,0,1.3780303030303032,0,1,1,0
18,1,0,85.45,1505.85,1,4.747222222222223,0,0,0,0
1,1,0,20.0,20.0,0,20.0,0,0,1,1
61,1,3,94.1,5638.3,1,1.542622950819672,0,0,0,0
10,1,0,79.85,797.25,0,7.984999999999999,0,0,0,0
1,1,0,71.65,71.65,1,71.65,0,0,0,0
18,1,0,73.55,1359.45,0,4.086111111111111,0,0,0,0
24,1,0,104.65,2542.45,1,4.360416666666667,0,0,0,0
3,1,0,19.3,54.7,0,6.433333333333334,0,0,1,1
50,1,1,20.15,989.05,0,0.4029999999999999,0,1,1,0
1,1,0,44.55,44.55,0,44.55,0,0,0,0
2,1,0,54.45,87.3,0,27.225,0,0,1,1
17,1,1,19.65,351.55,0,1.1558823529411764,1,0,1,0
69,1,3,105.0,7297.75,0,1.5217391304347827,0,0,0,0
72,1,3,88.7,6301.7,0,1.2319444444444445,0,1,1,0
3,1,0,74.25,210.3,1,24.75,0,0,0,0
50,1,3,75.15,3822.45,0,1.503,1,0,1,0
53,1,3,20.25,1048.45,0,0.3820754716981132,0,0,1,1
58,1,3,109.1,6393.65,0,1.8810344827586205,0,1,1,0
46,0,1,30.75,1489.3,0,0.6684782608695652,1,0,1,0
72,1,0,112.9,8061.5,0,1.5680555555555555,0,1,1,0
1,1,0,74.2,74.2,1,74.2,0,0,0,0
6,1,0,94.05,518.75,0,15.675,0,0,1,1
72,1,3,78.85,5763.15,0,1.0951388888888889,1,0,1,0
4,1,0,55.3,238.5,0,13.825,0,0,1,1
52,1,3,19.35,1031.7,0,0.3721153846153846,0,0,1,1
0,1,3,25.35,533.25,0,inf,0,0,1,1
2,1,1,20.45,34.8,0,10.225,0,0,1,1
65,1,3,19.35,1319.95,0,0.2976923076923077,1,0,1,0
43,1,0,101.0,4388.4,1,2.3488372093023258,0,0,0,0
4,1,0,100.2,420.2,1,25.05,0,0,0,0
25,1,1,89.05,2177.45,1,3.562,0,0,0,0
51,1,1,78.65,3950.85,0,1.542156862745098,0,1,1,0
12,1,0,74.75,827.05,0,6.229166666666667,1,0,1,0
57,1,1,70.1,3913.3,1,1.2298245614035086,1,0,1,0
24,1,1,19.9,533.5,0,0.8291666666666666,0,0,1,1
64,1,1,58.35,3756.45,0,0.91171875,1,0,1,0
4,1,1,105.65,443.9,1,26.4125,0,0,0,0
26,1,0,100.5,2599.95,0,3.865384615384616,1,0,1,0
15,1,0,20.05,284.3,0,1.336666666666667,0,0,1,1
64,1,3,25.65,1740.8,0,0.40078125,0,1,1,0
36,1,0,96.5,3436.1,1,2.680555555555556,0,0,0,0
27,1,0,95.0,2462.55,0,3.5185185185185186,0,1,1,0
1,1,0,70.85,70.85,1,70.85,0,0,1,1
