tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_TotalCharges_Ratio,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check,Month-to-month,One year,Two year
51,1,87.55,4475.9,0,0.0195603118925802,0,1,1,0,1,1,0
9,1,45.15,416.45,1,0.1084163765157882,0,0,0,0,0,0,0
9,1,88.4,788.6,0,0.1120973877758052,0,0,1,1,0,0,0
4,1,50.8,202.3,0,0.2511122095897182,0,0,1,1,0,0,0
71,1,99.0,6994.6,0,0.0141537757698796,0,0,0,0,1,0,1
50,1,84.4,4116.15,1,0.0205045977430365,1,0,1,0,0,0,0
24,1,96.55,2263.45,0,0.0426561222911926,0,0,0,0,1,0,1
22,1,59.75,1374.35,0,0.0434750973187324,1,0,1,0,1,1,0
44,1,111.5,4915.15,0,0.022684963836302,0,0,0,0,0,0,0
33,1,24.25,838.5,0,0.0289206917113893,1,0,1,0,0,0,0
1,1,75.1,75.1,1,1.0,0,0,0,0,0,0,0
54,1,70.15,3715.65,1,0.0188796038378211,0,1,1,0,1,1,0
42,1,101.75,4273.45,1,0.0238098023844902,0,0,0,0,0,0,0
1,1,45.8,45.8,1,1.0,0,0,0,0,0,0,0
1,1,20.5,20.5,0,1.0,0,0,1,1,0,0,0
30,1,70.4,2044.75,0,0.0344296368749235,0,0,0,0,1,1,0
1,0,30.55,30.55,0,1.0,0,0,1,1,0,0,0
16,1,84.9,1398.25,0,0.0607187555873413,0,0,0,0,0,0,0
1,1,20.1,20.1,1,1.0,0,0,1,1,0,0,0
9,0,40.65,328.95,1,0.1235750113999088,0,0,1,1,0,0,0
46,1,101.0,4680.05,1,0.0215809660153203,0,0,0,0,0,0,0
1,1,69.1,69.1,1,1.0,0,0,0,0,0,0,0
71,1,54.5,3778.2,0,0.014424858398179,1,0,1,0,1,0,1
43,1,75.35,3161.4,0,0.0238343771746694,0,1,1,0,0,0,0
50,0,44.45,2188.45,0,0.020311179145057,1,0,1,0,1,1,0
13,1,75.0,999.45,1,0.0750412726999849,0,0,1,1,0,0,0
19,1,100.0,1888.65,1,0.0529478728192094,1,0,1,0,1,1,0
41,1,98.05,3990.6,0,0.0245702400641507,1,0,1,0,0,0,0
1,1,71.15,71.15,1,1.0,0,0,0,0,0,0,0
24,0,54.15,1240.25,1,0.0436605523080024,0,1,1,0,0,0,0
40,1,63.9,2635.0,0,0.0242504743833017,1,0,1,0,1,1,0
3,1,69.15,235.0,0,0.2942553191489362,1,0,1,0,0,0,0
37,1,64.65,2347.85,0,0.0275358306535766,1,0,1,0,1,1,0
67,1,108.75,7156.2,1,0.0151966127274251,0,1,1,0,1,0,1
32,1,98.85,3089.6,0,0.0319944329363024,0,0,0,0,0,0,0
6,1,49.15,270.8,1,0.1814992614475627,0,0,0,0,0,0,0
32,1,89.6,2901.8,0,0.0308773864497897,0,0,0,0,0,0,0
59,1,83.25,4949.1,0,0.0168212402254955,0,0,0,0,0,0,0
30,1,70.25,2198.9,0,0.0319477920778571,1,0,1,0,1,1,0
20,1,19.4,374.5,1,0.0518024032042723,0,0,0,0,0,0,0
27,1,24.5,761.95,0,0.0321543408360128,0,0,0,0,1,0,1
20,1,79.15,1520.9,1,0.0520415543428233,0,0,0,0,0,0,0
9,1,20.1,190.25,0,0.1056504599211563,0,0,1,1,1,1,0
68,1,73.0,5163.0,0,0.0141390664342436,0,1,1,0,1,1,0
69,1,61.4,4059.85,0,0.0151237114671724,0,1,1,0,1,0,1
26,1,84.3,2281.6,0,0.0369477559607293,0,0,1,1,0,0,0
69,1,19.9,1356.7,0,0.0146679442765534,1,0,1,0,1,0,1
11,1,20.4,231.45,0,0.0881399870382372,0,0,1,1,1,0,1
1,1,50.75,50.75,0,1.0,0,0,1,1,0,0,0
10,1,20.45,242.4,0,0.0843646864686468,0,0,1,1,1,1,0
55,1,75.75,4264.25,0,0.0177639678724277,1,0,1,0,1,1,0
44,1,65.4,2774.55,0,0.0235713899551278,0,0,0,0,1,1,0
46,1,80.4,3605.2,1,0.0223011206035726,0,0,0,0,0,0,0
69,1,59.75,4069.9,0,0.0146809503919015,1,0,1,0,1,0,1
11,1,78.5,874.2,0,0.0897963852665293,0,0,0,0,0,0,0
11,1,102.0,1145.35,1,0.0890557471515257,0,0,0,0,0,0,0
29,1,48.95,1323.7,0,0.036979678174813,1,0,1,0,0,0,0
57,1,99.65,5497.05,0,0.0181279049672096,0,0,0,0,0,0,0
28,1,18.25,534.7,0,0.0341312885730316,0,1,1,0,1,1,0
42,1,54.55,2455.05,0,0.0222195067310238,0,1,1,0,0,0,0
2,1,20.65,38.7,1,0.5335917312661498,0,0,1,1,0,0,0
23,0,40.65,947.4,0,0.0429069031032298,1,0,1,0,1,1,0
18,1,20.45,357.0,0,0.0572829131652661,0,0,1,1,0,0,0
62,1,24.8,1476.25,0,0.0167993226079593,1,0,1,0,1,1,0
1,1,70.8,70.8,1,1.0,0,0,1,1,0,0,0
16,1,89.05,1448.6,1,0.0614731464862626,0,1,1,0,0,0,0
3,1,96.6,291.9,1,0.3309352517985611,0,0,0,0,0,0,0
67,1,88.8,5903.15,0,0.015042816123595,1,0,1,0,1,1,0
62,1,20.05,1201.65,0,0.0166853909208172,0,1,1,0,1,0,1
57,1,104.5,5921.35,1,0.0176480025669821,0,1,1,0,0,0,0
2,1,69.8,146.65,0,0.475963177633822,0,0,0,0,0,0,0
23,1,77.15,1759.4,0,0.0438501761964306,1,0,1,0,1,0,1
25,0,35.05,844.45,0,0.0415063058795665,1,0,1,0,1,0,1
72,1,108.1,7774.05,0,0.0139052360095445,1,0,1,0,1,0,1
2,1,84.05,134.05,0,0.6270048489369637,0,0,0,0,0,0,0
8,1,20.2,140.95,0,0.1433132316424264,1,0,1,0,1,1,0
5,1,50.6,249.95,1,0.2024404880976195,0,0,1,1,0,0,0
35,0,49.2,1701.65,0,0.028913113742544,0,0,0,0,0,0,0
24,1,24.6,592.65,0,0.0415084788661098,0,0,0,0,1,1,0
2,1,71.65,135.75,0,0.5278084714548803,0,0,0,0,0,0,0
72,1,104.9,7732.65,0,0.0135658538793298,0,1,1,0,1,0,1
41,1,106.5,4282.4,0,0.0248692322062394,0,0,0,0,0,0,0
4,1,49.35,219.65,1,0.2246756203050307,0,0,0,0,0,0,0
26,1,75.5,2018.1,0,0.0374114265893662,1,0,1,0,1,1,0
7,1,94.25,669.0,1,0.1408819133034379,0,0,0,0,0,0,0
1,1,68.95,68.95,1,1.0,0,0,0,0,0,0,0
4,1,58.5,224.85,0,0.2601734489659773,0,0,1,1,0,0,0
48,1,78.9,3771.5,0,0.0209200583322285,0,1,1,0,1,0,1
2,1,93.85,196.75,1,0.4770012706480304,0,0,0,0,0,0,0
12,1,79.2,943.85,0,0.0839116385018806,0,0,0,0,1,1,0
60,1,109.45,6572.85,0,0.016651832918749,1,0,1,0,0,0,0
55,1,59.2,3175.85,0,0.0186406788733724,0,0,0,0,1,0,1
1,0,29.15,29.15,0,1.0,0,0,1,1,0,0,0
1,1,20.05,20.05,0,1.0,0,0,1,1,0,0,0
4,1,76.05,318.9,1,0.2384760112888052,0,0,0,0,0,0,0
1,0,24.45,24.45,1,1.0,0,0,1,1,0,0,0
42,1,66.5,2762.75,0,0.0240702198896027,0,1,1,0,1,0,1
1,1,49.55,49.55,0,1.0,1,0,1,0,0,0,0
7,1,89.35,631.85,1,0.1414101448128511,0,1,1,0,0,0,0
3,1,73.6,232.5,0,0.3165591397849462,0,1,1,0,0,0,0
72,1,82.65,5919.35,0,0.0139626817133637,0,1,1,0,1,0,1
15,1,49.0,749.25,0,0.0653987320653987,0,0,0,0,0,0,0
4,1,80.35,307.4,1,0.2613858165256994,0,0,0,0,0,0,0
11,1,25.2,245.15,0,0.1027942076279828,0,0,0,0,1,1,0
5,1,25.45,134.75,0,0.1888682745825602,0,0,1,1,0,0,0
1,1,55.8,55.8,1,1.0,0,0,0,0,0,0,0
72,1,110.9,8240.85,0,0.0134573496665999,0,1,1,0,1,0,1
55,1,77.75,4266.4,0,0.0182237952372023,0,1,1,0,0,0,0
40,1,26.2,1077.5,0,0.0243155452436194,0,0,0,0,0,0,0
57,1,19.9,1115.6,0,0.0178379347436357,1,0,1,0,1,0,1
1,1,79.05,79.05,1,1.0,0,0,0,0,0,0,0
1,1,95.0,95.0,1,1.0,0,0,0,0,0,0,0
1,0,25.2,25.2,1,1.0,0,0,1,1,0,0,0
52,1,80.85,4079.55,0,0.0198183623193734,0,0,0,0,1,1,0
41,1,98.4,4187.75,1,0.0234971046504686,0,0,0,0,0,0,0
43,1,56.35,2391.15,0,0.0235660665370219,0,0,1,1,1,1,0
47,1,19.3,890.5,0,0.0216732172936552,1,0,1,0,1,0,1
3,1,50.4,137.25,0,0.3672131147540983,1,0,1,0,0,0,0
66,1,79.4,5154.6,1,0.0154037170682497,0,1,1,0,1,0,1
55,1,55.25,3119.9,0,0.0177089009263117,0,1,1,0,1,0,1
29,1,19.1,529.5,0,0.0360717658168083,0,0,1,1,1,1,0
12,1,84.05,966.55,0,0.0869587708861414,0,0,0,0,0,0,0
66,1,105.2,6936.85,0,0.0151653848648882,0,0,0,0,0,0,0
35,1,101.4,3496.3,1,0.029002087921517,0,0,0,0,0,0,0
10,1,89.8,914.3,1,0.09821721535601,0,0,0,0,0,0,0
27,1,75.75,1929.0,0,0.0392690513219284,1,0,1,0,0,0,0
58,1,95.3,5817.7,0,0.0163810440552108,0,0,0,0,0,0,0
54,1,109.75,6110.2,1,0.0179617688455369,1,0,1,0,1,0,1
9,1,19.85,178.8,0,0.1110178970917225,0,0,1,1,0,0,0
2,1,19.3,28.3,1,0.6819787985865724,0,1,1,0,1,1,0
6,1,69.1,435.0,0,0.1588505747126436,0,0,0,0,0,0,0
26,1,91.25,2351.8,1,0.038800068032996,0,0,0,0,0,0,0
9,1,20.25,186.15,0,0.1087832393231265,0,0,1,1,0,0,0
8,1,54.75,445.85,0,0.1227991476954132,0,0,1,1,0,0,0
12,1,81.45,912.0,0,0.0893092105263158,0,0,0,0,0,0,0
15,1,49.1,679.55,1,0.0722536972996836,0,0,0,0,0,0,0
43,1,80.2,3581.6,0,0.0223922269376814,0,0,0,0,1,1,0
42,1,100.3,4222.95,0,0.0237511692063604,0,0,0,0,0,0,0
31,1,65.25,1994.3,1,0.0327182470039612,0,1,1,0,0,0,0
66,1,90.95,5930.05,0,0.0153371388099594,0,1,1,0,1,0,1
18,1,85.45,1505.85,1,0.0567453597635886,0,0,0,0,0,0,0
1,1,20.0,20.0,0,1.0,0,0,1,1,0,0,0
61,1,94.1,5638.3,1,0.0166894276643669,0,0,0,0,1,0,1
10,1,79.85,797.25,0,0.100156788962057,0,0,0,0,0,0,0
1,1,71.65,71.65,1,1.0,0,0,0,0,0,0,0
18,1,73.55,1359.45,0,0.0541027621464562,0,0,0,0,0,0,0
24,1,104.65,2542.45,1,0.0411610847804283,0,0,0,0,0,0,0
3,1,19.3,54.7,0,0.3528336380255941,0,0,1,1,0,0,0
50,1,20.15,989.05,0,0.0203730852838582,0,1,1,0,1,1,0
1,1,44.55,44.55,0,1.0,0,0,0,0,0,0,0
2,1,54.45,87.3,0,0.6237113402061856,0,0,1,1,0,0,0
17,1,19.65,351.55,0,0.0558953207225145,1,0,1,0,1,1,0
69,1,105.0,7297.75,0,0.0143879963002295,0,0,0,0,1,0,1
72,1,88.7,6301.7,0,0.0140755669105162,0,1,1,0,1,0,1
3,1,74.25,210.3,1,0.3530670470756062,0,0,0,0,0,0,0
50,1,75.15,3822.45,0,0.0196601656005964,1,0,1,0,1,0,1
53,1,20.25,1048.45,0,0.0193142257618389,0,0,1,1,1,0,1
58,1,109.1,6393.65,0,0.017063805494514,0,1,1,0,1,0,1
46,0,30.75,1489.3,0,0.0206472839589068,1,0,1,0,1,1,0
72,1,112.9,8061.5,0,0.0140048378093406,0,1,1,0,0,0,0
1,1,74.2,74.2,1,1.0,0,0,0,0,0,0,0
6,1,94.05,518.75,0,0.1813012048192771,0,0,1,1,0,0,0
72,1,78.85,5763.15,0,0.0136817539019459,1,0,1,0,1,0,1
4,1,55.3,238.5,0,0.2318658280922431,0,0,1,1,0,0,0
52,1,19.35,1031.7,0,0.0187554521663274,0,0,1,1,1,0,1
2,1,20.45,34.8,0,0.5876436781609196,0,0,1,1,1,1,0
65,1,19.35,1319.95,0,0.0146596461987196,1,0,1,0,1,0,1
43,1,101.0,4388.4,1,0.023015221948774,0,0,0,0,0,0,0
4,1,100.2,420.2,1,0.2384578772013327,0,0,0,0,0,0,0
25,1,89.05,2177.45,1,0.0408964614572091,0,0,0,0,1,1,0
51,1,78.65,3950.85,0,0.0199071085968842,0,1,1,0,1,1,0
12,1,74.75,827.05,0,0.0903814763315398,1,0,1,0,0,0,0
57,1,70.1,3913.3,1,0.0179132701300692,1,0,1,0,1,1,0
24,1,19.9,533.5,0,0.0373008434864104,0,0,1,1,1,1,0
64,1,58.35,3756.45,0,0.0155332827536637,1,0,1,0,1,1,0
4,1,105.65,443.9,1,0.238004054967335,0,0,0,0,1,1,0
26,1,100.5,2599.95,0,0.0386545895113367,1,0,1,0,0,0,0
15,1,20.05,284.3,0,0.0705240942666197,0,0,1,1,0,0,0
64,1,25.65,1740.8,0,0.0147346047794117,0,1,1,0,1,0,1
36,1,96.5,3436.1,1,0.0280841651872762,0,0,0,0,0,0,0
27,1,95.0,2462.55,0,0.0385778968954945,0,1,1,0,0,0,0
1,1,70.85,70.85,1,1.0,0,0,1,1,0,0,0
35,1,85.95,3110.1,1,0.0276357673386707,0,1,1,0,1,1,0
4,1,73.9,280.85,1,0.2631297845825173,0,0,0,0,0,0,0
8,1,45.45,411.75,0,0.1103825136612021,0,0,0,0,0,0,0
10,1,20.0,198.6,0,0.1007049345417925,0,1,1,0,0,0,0
2,1,49.2,103.7,0,0.4744455159112825,0,0,1,1,0,0,0
58,1,109.45,6144.55,1,0.0178125330577503,1,0,1,0,1,0,1
51,1,83.25,4089.45,0,0.0203572607563364,0,1,1,0,1,0,1
46,1,19.25,864.2,0,0.0222749363573246,0,0,1,1,1,0,1
1,1,19.65,19.65,0,1.0,1,0,1,0,0,0,0
46,1,72.8,3249.4,0,0.0224041361482119,1,0,1,0,0,0,0
50,1,109.65,5405.8,0,0.0202837692848422,1,0,1,0,0,0,0
53,1,65.0,3363.8,0,0.0193233842677923,0,1,1,0,0,0,0
61,1,114.1,7132.15,0,0.0159979809734792,0,0,0,0,0,0,0
5,1,20.65,93.55,0,0.2207375734901122,1,0,1,0,0,0,0
47,1,86.95,4138.9,0,0.0210079972939669,1,0,1,0,1,1,0
54,1,94.75,5121.75,0,0.0184995362913066,1,0,1,0,1,1,0
19,0,25.35,566.1,0,0.0447800741918388,0,1,1,0,0,0,0
26,1,105.45,2715.3,0,0.0388354877914042,0,0,0,0,1,0,1
70,1,25.4,1782.05,0,0.0142532476642069,0,0,1,1,1,0,1
17,1,102.55,1742.5,0,0.0588522238163558,0,0,0,0,0,0,0
30,1,100.2,2983.8,1,0.033581339231852,0,0,0,0,0,0,0
1,1,24.0,24.0,0,1.0,0,0,1,1,0,0,0
19,1,25.6,485.9,0,0.0526857378061329,0,0,1,1,1,0,1
26,1,73.5,1905.7,0,0.0385685050112819,0,1,1,0,1,0,1
21,1,74.05,1565.7,1,0.047295139554193,1,0,1,0,0,0,0
50,1,98.25,4858.7,0,0.0202214584148023,0,0,0,0,1,1,0
68,0,54.4,3723.65,0,0.0146093214990667,0,0,0,0,1,1,0
3,1,101.55,298.35,1,0.3403720462543991,1,0,1,0,0,0,0
9,1,103.1,970.45,0,0.1062393734865268,0,0,0,0,0,0,0
51,0,34.2,1782.0,0,0.0191919191919191,1,0,1,0,1,0,1
9,1,43.75,405.7,0,0.1078383041656396,0,0,0,0,0,0,0
41,1,111.95,4534.9,1,0.0246863216388454,0,0,0,0,1,1,0
22,1,100.65,2415.95,0,0.0416606303938409,0,0,0,0,0,0,0
21,0,55.95,1157.05,1,0.0483557322501188,0,0,0,0,1,1,0
71,1,116.05,8297.5,0,0.013986140403736,1,0,1,0,1,0,1
1,1,45.75,45.75,1,1.0,0,0,0,0,0,0,0
26,1,82.0,2083.1,0,0.0393644088137871,0,1,1,0,1,1,0
71,1,65.15,4681.75,0,0.0139157366369413,1,0,1,0,1,0,1
4,1,44.8,176.2,0,0.2542565266742338,0,1,1,0,0,0,0
12,1,79.8,1001.2,0,0.0797043547742708,0,0,0,0,0,0,0
18,1,88.85,1594.75,0,0.0557140617651669,0,0,0,0,0,0,0
3,1,74.95,212.4,0,0.3528719397363465,0,0,0,0,0,0,0
72,1,106.85,7677.4,0,0.0139174720608539,1,0,1,0,1,1,0
11,1,74.95,815.5,1,0.0919068056407112,0,0,0,0,0,0,0
1,1,80.15,80.15,1,1.0,0,1,1,0,0,0,0
13,1,19.3,259.65,0,0.0743308299634123,0,1,1,0,1,1,0
72,1,109.25,8109.8,1,0.0134713556437889,0,0,0,0,1,1,0
42,1,56.1,2386.85,0,0.0235037811341307,0,1,1,0,1,1,0
17,1,19.7,340.35,0,0.0578815924783311,0,1,1,0,0,0,0
7,1,51.3,419.35,0,0.1223321807559317,0,0,1,1,0,0,0
68,1,118.6,7990.05,0,0.0148434615553094,0,0,1,1,1,0,1
56,1,24.15,1402.25,0,0.0172223212693884,1,0,1,0,1,0,1
38,1,20.3,749.35,0,0.0270901447921532,0,0,1,1,1,1,0
72,1,115.5,8425.15,0,0.0137089547367109,0,0,0,0,1,0,1
48,1,25.05,1171.5,0,0.021382842509603,0,1,1,0,1,1,0
52,1,109.1,5647.95,0,0.0193167432431236,0,0,0,0,0,0,0
35,1,19.65,708.8,0,0.0277229119638826,0,0,1,1,1,1,0
67,1,111.3,7567.2,0,0.014708214398985,1,0,1,0,1,0,1
1,0,29.9,29.9,0,1.0,0,0,1,1,0,0,0
53,1,80.6,4348.1,0,0.0185368321795726,0,0,1,1,0,0,0
34,1,20.8,635.9,0,0.0327095455260261,0,0,1,1,0,0,0
3,0,35.2,108.95,1,0.3230839834786599,0,1,1,0,0,0,0
1,1,78.8,78.8,1,1.0,0,0,0,0,0,0,0
19,1,89.95,1682.4,0,0.0534652876842605,0,0,1,1,0,0,0
60,1,116.05,6925.9,0,0.0167559450757302,1,0,1,0,1,0,1
11,1,19.55,223.15,0,0.08760923145866,0,1,1,0,1,0,1
47,1,106.4,5127.95,1,0.0207490322643551,0,0,0,0,0,0,0
18,1,49.4,874.8,1,0.0564700502972107,0,0,0,0,0,0,0
60,1,115.25,6758.45,0,0.0170527265867173,0,1,1,0,1,0,1
72,1,24.8,1874.3,0,0.0132316064664141,0,1,1,0,1,0,1
39,1,19.9,791.15,0,0.0251532579156923,0,0,1,1,1,1,0
59,1,81.25,4639.45,0,0.0175128517388914,0,1,1,0,1,1,0
2,1,69.95,143.9,0,0.4861014593467685,0,0,1,1,0,0,0
1,1,69.1,69.1,1,1.0,0,0,0,0,0,0,0
20,1,90.2,1776.55,1,0.0507725648025667,0,0,0,0,0,0,0
6,1,93.55,536.4,1,0.1744034302759135,1,0,1,0,0,0,0
71,1,86.4,6172.0,0,0.01399870382372,0,1,1,0,1,0,1
24,1,66.3,1559.45,0,0.0425149892590336,0,0,1,1,0,0,0
67,1,94.65,6079.0,0,0.0155699950649777,0,1,1,0,0,0,0
1,1,80.85,80.85,1,1.0,0,0,1,1,0,0,0
48,1,82.05,4029.95,1,0.0203600540949639,0,0,1,1,1,1,0
37,1,72.1,2658.4,0,0.0271215768883538,0,0,1,1,1,1,0
11,0,34.7,383.55,0,0.0904706035718941,0,0,1,1,0,0,0
3,1,20.55,51.15,1,0.4017595307917889,0,1,1,0,0,0,0
18,1,95.95,1745.5,0,0.0549699226582641,0,1,1,0,0,0,0
50,1,44.8,2230.85,0,0.0200820315126521,1,0,1,0,1,1,0
67,1,109.4,7281.6,0,0.0150241705119753,0,0,0,0,1,1,0
25,1,71.05,1837.7,0,0.0386624585079175,0,0,1,1,0,0,0
2,1,78.55,149.55,1,0.5252423938482113,0,0,0,0,0,0,0
9,1,19.7,180.7,0,0.1090204759269507,0,1,1,0,0,0,0
10,0,40.25,411.45,0,0.0978247660712115,0,0,1,1,1,1,0
70,1,19.85,1328.35,0,0.014943350773516,0,1,1,0,1,0,1
9,1,68.25,576.95,0,0.1182944795909524,1,0,1,0,0,0,0
4,1,20.15,68.45,0,0.2943754565376186,0,1,1,0,0,0,0
2,1,50.95,123.05,0,0.4140593254774482,0,0,1,1,0,0,0
1,1,78.65,78.65,1,1.0,0,0,0,0,0,0,0
19,0,25.15,468.35,0,0.0536991566136436,1,0,1,0,0,0,0
7,1,20.25,174.7,0,0.1159129937034917,1,0,1,0,0,0,0
1,1,42.9,42.9,1,1.0,0,0,0,0,0,0,0
1,1,44.0,44.0,0,1.0,0,0,0,0,0,0,0
9,1,20.25,172.35,0,0.1174934725848564,0,0,1,1,1,1,0
3,0,34.25,139.35,1,0.2457839971295299,0,0,1,1,0,0,0
9,0,58.5,539.85,1,0.108363434287302,0,0,1,1,0,0,0
5,1,55.8,300.4,0,0.1857523302263648,0,1,1,0,0,0,0
56,1,88.9,4968.0,0,0.0178945249597423,1,0,1,0,1,1,0
18,1,57.65,992.7,0,0.0580739397602498,0,0,1,1,0,0,0
49,1,96.2,4718.25,1,0.0203889153817623,0,0,0,0,0,0,0
70,1,79.15,5536.5,0,0.0142960354014268,0,0,1,1,1,0,1
72,1,108.05,7806.6,0,0.0138408526118925,0,1,1,0,1,0,1
6,1,74.4,434.1,1,0.1713890808569454,0,0,0,0,0,0,0
17,1,94.8,1563.9,0,0.0606176865528486,0,0,0,0,0,0,0
29,0,45.9,1332.4,0,0.034449114380066,0,0,0,0,0,0,0
6,1,105.3,545.2,1,0.1931401320616287,0,0,0,0,0,0,0
63,1,102.6,6296.75,0,0.0162941199825306,0,0,0,0,1,0,1
16,1,73.85,1284.2,1,0.0575066189067123,1,0,1,0,0,0,0
59,1,61.35,3645.5,0,0.0168289672198601,1,0,1,0,1,1,0
3,1,57.55,161.45,0,0.356457107463611,0,0,0,0,0,0,0
8,0,29.25,226.95,0,0.1288830138797091,0,0,1,1,0,0,0
7,1,84.55,646.85,1,0.1307103656179949,0,0,0,0,0,0,0
68,1,19.6,1441.65,0,0.013595532896334,0,1,1,0,1,0,1
68,1,111.75,7511.3,0,0.0148775844394445,0,1,1,0,1,0,1
52,1,106.5,5621.85,0,0.0189439419408201,0,0,0,0,1,1,0
72,1,107.7,7919.8,0,0.0135988282532387,0,1,1,0,1,0,1
32,1,19.3,593.2,0,0.0325354012137559,0,0,1,1,1,1,0
72,1,20.05,1423.65,0,0.0140835177185403,1,0,1,0,1,0,1
1,1,69.95,69.95,0,1.0,0,1,1,0,0,0,0
42,1,63.7,2763.35,0,0.0230517306891997,0,1,1,0,1,1,0
25,1,24.75,692.1,1,0.0357607282184655,0,1,1,0,1,0,1
45,1,50.9,2298.55,0,0.0221443953796958,1,0,1,0,0,0,0
43,0,60.4,2640.55,0,0.0228740224574425,0,1,1,0,1,1,0
37,1,79.25,2911.8,0,0.0272168418160587,0,0,1,1,1,1,0
20,1,85.8,1727.5,1,0.0496671490593342,0,1,1,0,0,0,0
4,0,24.45,86.6,1,0.2823325635103926,0,0,0,0,0,0,0
63,1,110.1,6705.7,0,0.0164188675306082,0,1,1,0,1,0,1
3,1,90.7,237.65,0,0.3816536924047969,0,0,1,1,0,0,0
66,1,25.3,1672.35,0,0.0151284121146889,0,1,1,0,1,0,1
28,1,105.7,2979.5,1,0.035475750964927,0,0,0,0,0,0,0
8,1,85.2,695.75,0,0.1224577793747754,0,0,0,0,0,0,0
71,1,24.35,1654.6,0,0.0147165478061162,0,0,1,1,1,0,1
1,0,24.25,24.25,1,1.0,0,0,0,0,0,0,0
72,1,25.1,1857.85,0,0.013510240331566,1,0,1,0,1,0,1
16,1,54.55,825.1,0,0.0661131984001939,1,0,1,0,0,0,0
66,1,96.6,6424.25,0,0.0150367747207845,0,0,1,1,1,0,1
11,1,76.5,837.95,1,0.0912942299659884,0,0,0,0,0,0,0
51,1,81.15,4126.2,0,0.0196670059619019,0,1,1,0,1,1,0
8,0,38.5,330.8,0,0.1163845223700121,0,0,0,0,0,0,0
14,1,92.9,1337.45,0,0.0694605405809563,0,0,0,0,0,0,0
4,1,93.5,362.2,1,0.2581446714522363,0,0,0,0,0,0,0
70,1,84.7,5991.05,0,0.0141377554852655,0,0,1,1,1,0,1
70,1,66.0,4891.5,0,0.0134927936215884,0,0,0,0,1,0,1
54,1,101.5,5373.1,1,0.0188903984664346,0,1,1,0,1,1,0
28,1,74.9,2068.55,1,0.0362089386285078,1,0,1,0,0,0,0
24,1,20.75,487.05,0,0.0426034288060774,0,0,1,1,1,0,1
69,1,61.45,4131.2,0,0.0148746127033307,0,1,1,0,1,0,1
42,1,54.5,2301.15,0,0.0236838102687786,0,0,1,1,0,0,0
2,1,69.6,131.65,1,0.5286745157614887,0,0,0,0,0,0,0
39,1,99.75,4036.0,0,0.024715064420218,0,0,0,0,0,0,0
45,1,109.75,4900.65,0,0.0223949884199034,1,0,1,0,1,0,1
72,1,80.85,5727.45,0,0.0141162297357462,1,0,1,0,1,0,1
38,1,20.3,743.05,0,0.0273198304286387,0,0,1,1,1,0,1
72,1,67.8,4804.65,0,0.0141113296494021,1,0,1,0,1,0,1
1,1,24.05,24.05,1,1.0,0,0,1,1,0,0,0
72,1,19.8,1414.65,0,0.0139963948679885,0,1,1,0,1,0,1
55,1,25.7,1443.65,0,0.0178020988466733,1,0,1,0,1,0,1
51,0,56.15,2898.95,0,0.019369081908967,0,0,0,0,1,1,0
63,1,86.7,5309.5,0,0.0163292212072699,1,0,1,0,1,0,1
1,1,20.4,20.4,0,1.0,0,0,1,1,0,0,0
23,1,19.65,451.55,0,0.0435167755508803,0,0,1,1,1,0,1
1,1,50.55,50.55,1,1.0,0,0,0,0,0,0,0
2,1,54.35,117.05,0,0.4643314822725331,0,0,1,1,0,0,0
52,1,108.1,5839.3,0,0.018512492935797,0,1,1,0,0,0,0
36,1,54.45,1893.5,0,0.0287562714549775,0,0,1,1,1,1,0
1,1,45.35,45.35,0,1.0,0,0,1,1,0,0,0
28,1,59.0,1654.45,0,0.0356613980476895,0,0,1,1,1,1,0
7,1,69.45,477.05,0,0.1455822240855256,0,0,0,0,1,1,0
14,1,100.55,1415.55,1,0.0710324608809296,0,0,0,0,0,0,0
72,0,64.95,4546.0,0,0.0142872855257369,0,1,1,0,1,0,1
1,1,20.5,20.5,1,1.0,0,0,1,1,0,0,0
10,1,18.85,163.2,0,0.1155024509803921,0,0,1,1,0,0,0
42,1,19.8,849.9,0,0.0232968584539357,1,0,1,0,1,1,0
7,0,25.05,189.95,0,0.1318768096867597,1,0,1,0,0,0,0
4,1,74.8,321.9,1,0.2323703013358186,1,0,1,0,0,0,0
72,1,114.3,8058.55,0,0.0141836930961525,0,1,1,0,1,0,1
20,0,24.45,482.8,1,0.0506420878210439,0,0,0,0,0,0,0
63,1,109.2,7049.75,0,0.0154899109897514,0,1,1,0,1,0,1
56,0,45.05,2560.1,0,0.0175969688684035,1,0,1,0,1,0,1
5,1,51.0,286.8,0,0.1778242677824267,0,0,1,1,0,0,0
72,1,110.45,7982.5,0,0.0138365173817726,1,0,1,0,1,0,1
68,1,84.65,5683.6,0,0.0148937293264832,0,0,0,0,0,0,0
67,1,60.05,3994.05,0,0.0150348643607365,0,0,1,1,1,1,0
8,1,44.65,369.15,0,0.1209535419206284,1,0,1,0,0,0,0
52,1,93.25,4631.7,0,0.0201329965239544,1,0,1,0,0,0,0
18,1,20.25,401.95,0,0.0503794004229381,0,0,1,1,0,0,0
59,1,25.45,1534.05,0,0.0165900720315504,0,0,1,1,1,0,1
